#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
6.22816801e-03 9.97872428e-11 7.66713722e-10 6.69306913e-10
1.24563360e-02 1.99574138e-10 1.53396050e-09 1.34516789e-09
1.86845040e-02 2.99361032e-10 2.30048694e-09 2.03324612e-09
2.49126720e-02 3.99147695e-10 3.06510898e-09 2.73906191e-09
3.11408401e-02 4.98934590e-10 3.82674228e-09 3.46791383e-09
3.73690081e-02 5.98721601e-10 4.58443289e-09 4.22481478e-09
4.35971761e-02 6.98508379e-10 5.33738617e-09 5.01444321e-09
4.98253441e-02 7.98295506e-10 6.08499941e-09 5.84110769e-09
5.60535121e-02 8.98082401e-10 6.82689286e-09 6.70872695e-09
6.22816801e-02 9.97868832e-10 7.56294011e-09 7.62082657e-09
6.85098481e-02 1.09765584e-09 8.29330137e-09 8.58054067e-09
7.47380161e-02 1.19744285e-09 9.01845294e-09 9.59062833e-09
8.09661841e-02 1.29722975e-09 9.73921678e-09 1.06534928e-08
8.71943522e-02 1.39701676e-09 1.04567903e-08 1.17712039e-08
9.34225202e-02 1.49680377e-09 1.11727695e-08 1.29455252e-08
9.96506882e-02 1.59659066e-09 1.18891706e-08 1.41779413e-08
1.05878856e-01 1.69637767e-09 1.26084475e-08 1.54696808e-08
1.12107024e-01 1.79616469e-09 1.33334997e-08 1.68217445e-08
1.18335192e-01 1.89595135e-09 1.40676745e-08 1.82349272e-08
1.24563360e-01 1.99573848e-09 1.48147596e-08 1.97098383e-08
1.30791528e-01 2.09552537e-09 1.55789653e-08 2.12469200e-08
1.37019696e-01 2.19531180e-09 1.63648934e-08 2.28464682e-08
1.43247864e-01 2.29509893e-09 1.71774984e-08 2.45086421e-08
1.49476032e-01 2.39488559e-09 1.80220326e-08 2.62334828e-08
1.55704200e-01 2.49467237e-09 1.89039847e-08 2.80209218e-08
1.61932368e-01 2.59445961e-09 1.98290070e-08 2.98707926e-08
1.68160536e-01 2.69424627e-09 2.08028391e-08 3.17828376e-08
1.74388704e-01 2.79403294e-09 2.18312247e-08 3.37567204e-08
1.80616872e-01 2.89381960e-09 2.29198326e-08 3.57920265e-08
1.86845040e-01 2.99360661e-09 2.40741780e-08 3.78882747e-08
1.93073208e-01 3.09339339e-09 2.52995518e-08 4.00449195e-08
1.99301376e-01 3.19318028e-09 2.66009587e-08 4.22613572e-08
