#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
6.22816801e-03 -2.24708430e-10 9.98750118e-06 5.01279164e-06
1.24563360e-02 -8.98485609e-10 1.99549557e-05 1.00995606e-05
1.86845040e-02 -2.02028941e-09 2.98825401e-05 1.53323784e-05
2.49126720e-02 -3.58838127e-09 3.97508788e-05 2.07796929e-05
3.11408401e-02 -5.60033462e-09 4.95412713e-05 2.65049470e-05
3.73690081e-02 -8.05303480e-09 5.92359240e-05 3.25656190e-05
4.35971761e-02 -1.09426844e-08 6.88181865e-05 3.90126993e-05
4.98253441e-02 -1.42648112e-08 7.82727952e-05 4.58905601e-05
5.60535121e-02 -1.80142744e-08 8.75861238e-05 5.32371376e-05
6.22816801e-02 -2.21852712e-08 9.67464425e-05 6.10843356e-05
6.85098481e-02 -2.67713487e-08 1.05744185e-04 6.94585600e-05
7.47380161e-02 -3.17654132e-08 1.14572225e-04 7.83813137e-05
8.09661841e-02 -3.71597403e-08 1.23226161e-04 8.78697960e-05
8.71943522e-02 -4.29459884e-08 1.31704604e-04 9.79374730e-05
9.34225202e-02 -4.91152130e-08 1.40009477e-04 1.08594597e-04
9.96506882e-02 -5.56578783e-08 1.48146308e-04 1.19848666e-04
1.05878856e-01 -6.25638748e-08 1.56124525e-04 1.31704822e-04
1.12107024e-01 -6.98225343e-08 1.63957736e-04 1.44166194e-04
1.18335192e-01 -7.74226458e-08 1.71663994e-04 1.57234182e-04
1.24563360e-01 -8.53524759e-08 1.79266031e-04 1.70908697e-04
1.30791528e-01 -9.35997852e-08 1.86791452e-04 1.85188365e-04
1.37019696e-01 -1.02151848e-07 1.94272872e-04 2.00070695e-04
1.43247864e-01 -1.10995472e-07 2.01747983e-04 2.15552210e-04
1.49476032e-01 -1.20117021e-07 2.09259529e-04 2.31628571e-04
1.55704200e-01 -1.29502436e-07 2.16855178e-04 2.48294669e-04
1.61932368e-01 -1.39137255e-07 2.24587274e-04 2.65544704e-04
1.68160536e-01 -1.49006636e-07 2.32512451e-04 2.83372255e-04
1.74388704e-01 -1.59095385e-07 2.40691113e-04 3.01770334e-04
1.80616872e-01 -1.69387974e-07 2.49186773e-04 3.20731435e-04
1.86845040e-01 -1.79868567e-07 2.58065257e-04 3.40247575e-04
1.93073208e-01 -1.90521047e-07 2.67393806e-04 3.60310329e-04
1.99301376e-01 -2.01329037e-07 2.77240083e-04 3.80910859e-04
2.05529544e-01 -2.12275933e-07 2.87671146e-04 4.02039942e-04
2.11757712e-01 -2.23344918e-07 2.98752413e-04 4.23687990e-04
2.17985880e-01 -2.34518999e-07 3.10546664e-04 4.45845076e-04
2.24214048e-01 -2.45781028e-07 3.23113133e-04 4.68500946e-04
2.30442216e-01 -2.57113731e-07 3.36506727e-04 4.91645041e-04
2.36670384e-01 -2.68499732e-07 3.50777379e-04 5.15266509e-04
2.42898552e-01 -2.79921579e-07 3.65969582e-04 5.39354220e-04
2.49126720e-01 -2.91361777e-07 3.82122090e-04 5.63896779e-04
2.55354888e-01 -3.02802809e-07 3.99267770e-04 5.88882536e-04
2.61583056e-01 -3.14227163e-07 4.17433622e-04 6.14299604e-04
2.67811224e-01 -3.25617362e-07 4.36640904e-04 6.40135860e-04
2.74039392e-01 -3.36955990e-07 4.56905366e-04 6.66378966e-04
2.80267561e-01 -3.48225715e-07 4.78237558e-04 6.93016371e-04
2.86495729e-01 -3.59409320e-07 5.00643172e-04 7.20035324e-04
2.92723897e-01 -3.70489727e-07 5.24123422e-04 7.47422885e-04
2.98952065e-01 -3.81450021e-07 5.48675425e-04 7.75165933e-04
3.05180233e-01 -3.92273480e-07 5.74292570e-04 8.03251175e-04
3.11408401e-01 -4.02943597e-07 6.00964873e-04 8.31665154e-04
3.17636569e-01 -4.13444106e-07 6.28679308e-04 8.60394261e-04
3.23864737e-01 -4.23759006e-07 6.57420101e-04 8.89424744e-04
3.30092905e-01 -4.33872584e-07 6.87169010e-04 9.18742711e-04
3.36321073e-01 -4.43769441e-07 7.17905556e-04 9.48334148e-04
3.42549241e-01 -4.53434515e-07 7.49607239e-04 9.78184921e-04
3.48777409e-01 -4.62853102e-07 7.82249725e-04 1.00828079e-03
3.55005577e-01 -4.72010876e-07 8.15807010e-04 1.03860740e-03
3.61233745e-01 -4.80893915e-07 8.50251558e-04 1.06915033e-03
3.67461913e-01 -4.89488720e-07 8.85554432e-04 1.09989506e-03
3.73690081e-01 -4.97782234e-07 9.21685400e-04 1.13082700e-03
3.79918249e-01 -5.05761860e-07 9.58613036e-04 1.16193149e-03
3.86146417e-01 -5.13415484e-07 9.96304805e-04 1.19319382e-03
3.92374585e-01 -5.20731490e-07 1.03472714e-03 1.22459924e-03
3.98602753e-01 -5.27698777e-07 1.07384554e-03 1.25613295e-03
4.04830921e-01 -5.34306776e-07 1.11362457e-03 1.28778013e-03
4.11059089e-01 -5.40545467e-07 1.15402801e-03 1.31952593e-03
4.17287257e-01 -5.46405391e-07 1.19501886e-03 1.35135550e-03
4.23515425e-01 -5.51877666e-07 1.23655941e-03 1.38325398e-03
4.29743593e-01 -5.56954000e-07 1.27861129e-03 1.41520652e-03
4.35971761e-01 -5.61626701e-07 1.32113555e-03 1.44719829e-03
4.42199929e-01 -5.65888692e-07 1.36409268e-03 1.47921449e-03
4.48428097e-01 -5.69733518e-07 1.40744268e-03 1.51124034e-03
4.54656265e-01 -5.73155357e-07 1.45114512e-03 1.54326112e-03
4.60884433e-01 -5.76149028e-07 1.49515919e-03 1.57526215e-03
4.67112601e-01 -5.78709999e-07 1.53944373e-03 1.60722882e-03
4.73340769e-01 -5.80834393e-07 1.58395733e-03 1.63914660e-03
4.79568937e-01 -5.82518995e-07 1.62865834e-03 1.67100103e-03
4.85797105e-01 -5.83761255e-07 1.67350495e-03 1.70277773e-03
4.92025273e-01 -5.84559294e-07 1.71845524e-03 1.73446245e-03
4.98253441e-01 -5.84911905e-07 1.76346723e-03 1.76604103e-03
5.04481609e-01 -5.84818553e-07 1.80849894e-03 1.79749944e-03
5.10709777e-01 -5.84279378e-07 1.85350843e-03 1.82882377e-03
5.16937945e-01 -5.83295199e-07 1.89845391e-03 1.86000025e-03
5.23166113e-01 -5.81867504e-07 1.94329372e-03 1.89101526e-03
5.29394281e-01 -5.79998453e-07 1.98798644e-03 1.92185534e-03
5.35622449e-01 -5.77690875e-07 2.03249093e-03 1.95250720e-03
5.41850617e-01 -5.74948264e-07 2.07676638e-03 1.98295772e-03
5.48078785e-01 -5.71774770e-07 2.12077236e-03 2.01319398e-03
5.54306953e-01 -5.68175198e-07 2.16446892e-03 2.04320324e-03
5.60535121e-01 -5.64154999e-07 2.20781658e-03 2.07297299e-03
5.66763289e-01 -5.59720260e-07 2.25077644e-03 2.10249090e-03
5.72991457e-01 -5.54877698e-07 2.29331018e-03 2.13174491e-03
5.79219625e-01 -5.49634649e-07 2.33538018e-03 2.16072317e-03
5.85447793e-01 -5.43999058e-07 2.37694950e-03 2.18941409e-03
5.91675961e-01 -5.37979466e-07 2.41798200e-03 2.21780633e-03
5.97904129e-01 -5.31584996e-07 2.45844234e-03 2.24588881e-03
6.04132297e-01 -5.24825345e-07 2.49829605e-03 2.27365075e-03
6.10360465e-01 -5.17710765e-07 2.53750957e-03 2.30108164e-03
6.16588633e-01 -5.10252049e-07 2.57605033e-03 2.32817127e-03
6.22816801e-01 -5.02460516e-07 2.61388673e-03 2.35490974e-03
6.29044969e-01 -4.94347991e-07 2.65098826e-03 2.38128747e-03
6.35273137e-01 -4.85926795e-07 2.68732549e-03 2.40729522e-03
6.41501305e-01 -4.77209718e-07 2.72287013e-03 2.43292406e-03
6.47729473e-01 -4.68210005e-07 2.75759507e-03 2.45816543e-03
6.53957641e-01 -4.58941335e-07 2.79147444e-03 2.48301113e-03
6.60185809e-01 -4.49417802e-07 2.82448359e-03 2.50745333e-03
6.66413977e-01 -4.39653891e-07 2.85659920e-03 2.53148458e-03
6.72642145e-01 -4.29664460e-07 2.88779923e-03 2.55509781e-03
6.78870313e-01 -4.19464715e-07 2.91806304e-03 2.57828636e-03
6.85098481e-01 -4.09070189e-07 2.94737135e-03 2.60104400e-03
6.91326649e-01 -3.98496718e-07 2.97570630e-03 2.62336489e-03
6.97554817e-01 -3.87760417e-07 3.00305148e-03 2.64524364e-03
7.03782985e-01 -3.76877656e-07 3.02939194e-03 2.66667531e-03
7.10011153e-01 -3.65865035e-07 3.05471420e-03 2.68765541e-03
7.16239321e-01 -3.54739360e-07 3.07900631e-03 2.70817990e-03
7.22467489e-01 -3.43517617e-07 3.10225784e-03 2.72824523e-03
7.28695657e-01 -3.32216947e-07 3.12445990e-03 2.74784833e-03
7.34923825e-01 -3.20854616e-07 3.14560513e-03 2.76698663e-03
7.41151993e-01 -3.09447997e-07 3.16568777e-03 2.78565805e-03
7.47380161e-01 -2.98014532e-07 3.18470363e-03 2.80386104e-03
