#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
7.78521001e-04 -2.31995645e-16 9.75381724e-09 2.43840858e-08
1.55704200e-03 -6.95986935e-16 1.95087286e-08 4.87686797e-08
2.33556300e-03 -1.62396951e-15 2.92658274e-08 7.31542884e-08
3.11408401e-03 -2.89994556e-15 3.90262076e-08 9.75414199e-08
3.89260501e-03 -4.98790637e-15 4.87909616e-08 1.21930581e-07
4.67112601e-03 -7.07586717e-15 5.85611820e-08 1.46322280e-07
5.44964701e-03 -1.00918106e-14 6.83379600e-08 1.70717023e-07
6.22816801e-03 -1.31077539e-14 7.81223862e-08 1.95115318e-07
7.00668901e-03 -1.70516799e-14 8.79155494e-08 2.19517671e-07
7.78521001e-03 -2.09956059e-14 9.77185381e-08 2.43924589e-07
8.56373102e-03 -2.57515166e-14 1.07532438e-07 2.68336577e-07
9.34225202e-03 -3.09714186e-14 1.17358334e-07 2.92754143e-07
1.01207730e-02 -3.61913206e-14 1.27197310e-07 3.17177790e-07
1.08992940e-02 -4.17592161e-14 1.37050445e-07 3.41608026e-07
1.16778150e-02 -4.79071007e-14 1.46918819e-07 3.66045354e-07
1.24563360e-02 -5.41709831e-14 1.56803509e-07 3.90490279e-07
1.32348570e-02 -6.15948437e-14 1.66705587e-07 4.14943305e-07
1.40133780e-02 -6.91347022e-14 1.76626126e-07 4.39404935e-07
1.47918990e-02 -7.71385519e-14 1.86566194e-07 4.63875674e-07
1.55704200e-02 -8.54903951e-14 1.96526857e-07 4.88356021e-07
1.63489410e-02 -9.44222275e-14 2.06509177e-07 5.12846481e-07
1.71274620e-02 -1.03586055e-13 2.16514213e-07 5.37347554e-07
1.79059830e-02 -1.13097877e-13 2.26543023e-07 5.61859740e-07
1.86845040e-02 -1.23421683e-13 2.36596657e-07 5.86383540e-07
1.94630250e-02 -1.33745489e-13 2.46676166e-07 6.10919453e-07
2.02415460e-02 -1.44533287e-13 2.56782594e-07 6.35467978e-07
2.10200670e-02 -1.56133069e-13 2.66916982e-07 6.60029612e-07
2.17985880e-02 -1.67848849e-13 2.77080368e-07 6.84604854e-07
2.25771090e-02 -1.79912623e-13 2.87273784e-07 7.09194198e-07
2.33556300e-02 -1.92672383e-13 2.97498260e-07 7.33798140e-07
2.41341510e-02 -2.05432144e-13 3.07754819e-07 7.58417175e-07
2.49126720e-02 -2.18655895e-13 3.18044482e-07 7.83051797e-07
2.56911930e-02 -2.32807630e-13 3.28368262e-07 8.07702499e-07
2.64697140e-02 -2.47423355e-13 3.38727172e-07 8.32369772e-07
2.72482350e-02 -2.62039081e-13 3.49122216e-07 8.57054107e-07
2.80267561e-02 -2.77234796e-13 3.59554394e-07 8.81755994e-07
2.88052771e-02 -2.93126497e-13 3.70024703e-07 9.06475923e-07
2.95837981e-02 -3.08902201e-13 3.80534132e-07 9.31214381e-07
3.03623191e-02 -3.25373892e-13 3.91083666e-07 9.55971854e-07
3.11408401e-02 -3.42309574e-13 4.01674285e-07 9.80748828e-07
3.19193611e-02 -3.59245256e-13 4.12306963e-07 1.00554579e-06
3.26978821e-02 -3.77108921e-13 4.22982667e-07 1.03036322e-06
3.34764031e-02 -3.95436577e-13 4.33702362e-07 1.05520160e-06
3.42549241e-02 -4.13764233e-13 4.44467004e-07 1.08006141e-06
3.50334451e-02 -4.32323884e-13 4.55277545e-07 1.10494314e-06
3.58119661e-02 -4.51579523e-13 4.66134930e-07 1.12984726e-06
3.65904871e-02 -4.71299153e-13 4.77040098e-07 1.15477424e-06
3.73690081e-02 -4.91714769e-13 4.87993983e-07 1.17972457e-06
3.81475291e-02 -5.12362382e-13 4.98997513e-07 1.20469871e-06
3.89260501e-02 -5.32662001e-13 5.10051608e-07 1.22969715e-06
3.97045711e-02 -5.54121598e-13 5.21157183e-07 1.25472035e-06
4.04830921e-02 -5.75929188e-13 5.32315148e-07 1.27976878e-06
4.12616131e-02 -5.97736779e-13 5.43526405e-07 1.30484292e-06
4.20401341e-02 -6.20472352e-13 5.54791850e-07 1.32994322e-06
4.28186551e-02 -6.43671917e-13 5.66112372e-07 1.35507017e-06
4.35971761e-02 -6.67103477e-13 5.77488855e-07 1.38022421e-06
4.43756971e-02 -6.90767033e-13 5.88922175e-07 1.40540581e-06
4.51542181e-02 -7.15126575e-13 6.00413203e-07 1.43061544e-06
4.59327391e-02 -7.40182105e-13 6.11962803e-07 1.45585355e-06
4.67112601e-02 -7.65237635e-13 6.23571831e-07 1.48112061e-06
4.74897811e-02 -7.90989151e-13 6.35241137e-07 1.50641706e-06
4.82683021e-02 -8.16740668e-13 6.46971567e-07 1.53174337e-06
4.90468231e-02 -8.43188171e-13 6.58763956e-07 1.55709999e-06
4.98253441e-02 -8.70099666e-13 6.70619135e-07 1.58248736e-06
5.06038651e-02 -8.97243157e-13 6.82537928e-07 1.60790594e-06
5.13823861e-02 -9.24618643e-13 6.94521152e-07 1.63335618e-06
5.21609071e-02 -9.53154107e-13 7.06569617e-07 1.65883852e-06
5.29394281e-02 -9.81225580e-13 7.18684127e-07 1.68435341e-06
5.37179491e-02 -1.01022504e-12 7.30865479e-07 1.70990129e-06
5.44964701e-02 -1.03945649e-12 7.43114462e-07 1.73548260e-06
5.52749911e-02 -1.06926793e-12 7.55431861e-07 1.76109778e-06
5.60535121e-02 -1.09954336e-12 7.67818451e-07 1.78674727e-06
5.68320331e-02 -1.12993479e-12 7.80275002e-07 1.81243150e-06
5.76105541e-02 -1.16032622e-12 7.92802278e-07 1.83815090e-06
5.83890751e-02 -1.19176163e-12 8.05401035e-07 1.86390591e-06
5.91675961e-02 -1.22319704e-12 8.18072023e-07 1.88969696e-06
5.99461171e-02 -1.25498044e-12 8.30815984e-07 1.91552447e-06
6.07246381e-02 -1.28722784e-12 8.43633655e-07 1.94138887e-06
6.15031591e-02 -1.32017122e-12 8.56525765e-07 1.96729059e-06
6.22816801e-02 -1.35311460e-12 8.69493038e-07 1.99323004e-06
6.30602011e-02 -1.38675397e-12 8.82536190e-07 2.01920764e-06
6.38387221e-02 -1.42062533e-12 8.95655930e-07 2.04522382e-06
6.46172431e-02 -1.45519268e-12 9.08852962e-07 2.07127898e-06
6.53957641e-02 -1.48999203e-12 9.22127982e-07 2.09737355e-06
6.61742851e-02 -1.52548736e-12 9.35481680e-07 2.12350793e-06
6.69528061e-02 -1.56098270e-12 9.48914740e-07 2.14968252e-06
6.77313271e-02 -1.59694202e-12 9.62427838e-07 2.17589775e-06
6.85098481e-02 -1.63336534e-12 9.76021645e-07 2.20215401e-06
6.92883691e-02 -1.67048464e-12 9.89696826e-07 2.22845170e-06
7.00668901e-02 -1.70713995e-12 1.00345404e-06 2.25479123e-06
7.08454111e-02 -1.74449125e-12 1.01729393e-06 2.28117299e-06
7.16239321e-02 -1.78207455e-12 1.03121715e-06 2.30759738e-06
7.24024531e-02 -1.82035383e-12 1.04522434e-06 2.33406480e-06
7.31809741e-02 -1.85863311e-12 1.05931613e-06 2.36057563e-06
7.39594951e-02 -1.89772438e-12 1.07349314e-06 2.38713027e-06
7.47380161e-02 -1.93704764e-12 1.08775600e-06 2.41372909e-06
7.55165371e-02 -1.97671889e-12 1.10210532e-06 2.44037250e-06
7.62950581e-02 -2.01662214e-12 1.11654171e-06 2.46706086e-06
7.70735791e-02 -2.05768537e-12 1.13106576e-06 2.49379456e-06
7.78521001e-02 -2.09874860e-12 1.14567808e-06 2.52057398e-06
7.86306211e-02 -2.14027582e-12 1.16037926e-06 2.54739949e-06
7.94091421e-02 -2.18157105e-12 1.17516987e-06 2.57427146e-06
8.01876631e-02 -2.22333026e-12 1.19005051e-06 2.60119027e-06
8.09661841e-02 -2.26578547e-12 1.20502173e-06 2.62815628e-06
8.17447051e-02 -2.30870466e-12 1.22008411e-06 2.65516987e-06
8.25232261e-02 -2.35162385e-12 1.23523821e-06 2.68223138e-06
8.33017472e-02 -2.39558703e-12 1.25048458e-06 2.70934119e-06
8.40802682e-02 -2.43908621e-12 1.26582377e-06 2.73649966e-06
8.48587892e-02 -2.48362938e-12 1.28125633e-06 2.76370713e-06
8.56373102e-02 -2.52863653e-12 1.29678280e-06 2.79096397e-06
8.64158312e-02 -2.57364369e-12 1.31240370e-06 2.81827052e-06
8.71943522e-02 -2.61865084e-12 1.32811957e-06 2.84562713e-06
8.79728732e-02 -2.66446998e-12 1.34393092e-06 2.87303416e-06
8.87513942e-02 -2.71075311e-12 1.35983828e-06 2.90049194e-06
8.95299152e-02 -2.75726824e-12 1.37584216e-06 2.92800081e-06
9.03084362e-02 -2.80401536e-12 1.39194306e-06 2.95556112e-06
9.10869572e-02 -2.85122648e-12 1.40814147e-06 2.98317320e-06
9.18654782e-02 -2.89936557e-12 1.42443791e-06 3.01083738e-06
9.26439992e-02 -2.94738867e-12 1.44083286e-06 3.03855400e-06
9.34225202e-02 -2.99599176e-12 1.45732680e-06 3.06632339e-06
9.42010412e-02 -3.04447885e-12 1.47392022e-06 3.09414586e-06
9.49795622e-02 -3.09354593e-12 1.49061358e-06 3.12202175e-06
9.57580832e-02 -3.14272900e-12 1.50740737e-06 3.14995138e-06
9.65366042e-02 -3.19260807e-12 1.52430205e-06 3.17793506e-06
9.73151252e-02 -3.24295112e-12 1.54129807e-06 3.20597312e-06
9.80936462e-02 -3.29329418e-12 1.55839590e-06 3.23406585e-06
9.88721672e-02 -3.34410122e-12 1.57559598e-06 3.26221359e-06
9.96506882e-02 -3.39560426e-12 1.59289877e-06 3.29041662e-06
1.00429209e-01 -3.44664330e-12 1.61030470e-06 3.31867527e-06
1.01207730e-01 -3.49837833e-12 1.62781422e-06 3.34698983e-06
1.01986251e-01 -3.55011336e-12 1.64542775e-06 3.37536060e-06
1.02764772e-01 -3.60300836e-12 1.66314572e-06 3.40378788e-06
1.03543293e-01 -3.65590337e-12 1.68096856e-06 3.43227197e-06
1.04321814e-01 -3.70903037e-12 1.69889668e-06 3.46081316e-06
1.05100335e-01 -3.76215738e-12 1.71693051e-06 3.48941173e-06
1.05878856e-01 -3.81644436e-12 1.73507046e-06 3.51806799e-06
1.06657377e-01 -3.87049934e-12 1.75331692e-06 3.54678220e-06
1.07435898e-01 -3.92571430e-12 1.77167030e-06 3.57555466e-06
1.08214419e-01 -3.98069727e-12 1.79013100e-06 3.60438564e-06
1.08992940e-01 -4.03556424e-12 1.80869942e-06 3.63327543e-06
1.09771461e-01 -4.09112720e-12 1.82737594e-06 3.66222428e-06
1.10549982e-01 -4.14657416e-12 1.84616095e-06 3.69123249e-06
1.11328503e-01 -4.20271710e-12 1.86505483e-06 3.72030030e-06
1.12107024e-01 -4.25909205e-12 1.88405796e-06 3.74942800e-06
1.12885545e-01 -4.31616298e-12 1.90317071e-06 3.77861585e-06
1.13664066e-01 -4.37323390e-12 1.92239345e-06 3.80786410e-06
1.14442587e-01 -4.43100082e-12 1.94172656e-06 3.83717301e-06
1.15221108e-01 -4.48876774e-12 1.96117038e-06 3.86654284e-06
1.15999629e-01 -4.54699864e-12 1.98072527e-06 3.89597385e-06
1.16778150e-01 -4.60534555e-12 2.00039160e-06 3.92546628e-06
1.17556671e-01 -4.66438844e-12 2.02016972e-06 3.95502038e-06
1.18335192e-01 -4.72308334e-12 2.04005996e-06 3.98463640e-06
1.19113713e-01 -4.78270622e-12 2.06006267e-06 4.01431458e-06
1.19892234e-01 -4.84209710e-12 2.08017820e-06 4.04405515e-06
1.20670755e-01 -4.90241597e-12 2.10040688e-06 4.07385836e-06
1.21449276e-01 -4.96261884e-12 2.12074904e-06 4.10372444e-06
1.22227797e-01 -5.02328570e-12 2.14120500e-06 4.13365362e-06
1.23006318e-01 -5.08441655e-12 2.16177511e-06 4.16364614e-06
1.23784839e-01 -5.14577940e-12 2.18245967e-06 4.19370221e-06
1.24563360e-01 -5.20760624e-12 2.20325900e-06 4.22382206e-06
1.25341881e-01 -5.26954908e-12 2.22417343e-06 4.25400591e-06
1.26120402e-01 -5.33149192e-12 2.24520326e-06 4.28425398e-06
1.26898923e-01 -5.39424674e-12 2.26634880e-06 4.31456649e-06
1.27677444e-01 -5.45700156e-12 2.28761036e-06 4.34494365e-06
1.28455965e-01 -5.52033637e-12 2.30898823e-06 4.37538567e-06
1.29234486e-01 -5.58390318e-12 2.33048272e-06 4.40589275e-06
1.30013007e-01 -5.64735399e-12 2.35209412e-06 4.43646511e-06
1.30791528e-01 -5.71103679e-12 2.37382272e-06 4.46710294e-06
1.31570049e-01 -5.77587957e-12 2.39566882e-06 4.49780645e-06
1.32348570e-01 -5.84025836e-12 2.41763269e-06 4.52857583e-06
1.33127091e-01 -5.90510115e-12 2.43971462e-06 4.55941128e-06
1.33905612e-01 -5.97040792e-12 2.46191489e-06 4.59031298e-06
1.34684133e-01 -6.03594669e-12 2.48423378e-06 4.62128114e-06
1.35462654e-01 -6.10148546e-12 2.50667156e-06 4.65231593e-06
1.36241175e-01 -6.16725623e-12 2.52922849e-06 4.68341754e-06
1.37019696e-01 -6.23360698e-12 2.55190486e-06 4.71458615e-06
1.37798217e-01 -6.29995773e-12 2.57470091e-06 4.74582194e-06
1.38576738e-01 -6.36688848e-12 2.59761691e-06 4.77712508e-06
1.39355259e-01 -6.43393522e-12 2.62065313e-06 4.80849575e-06
1.40133780e-01 -6.50121396e-12 2.64380981e-06 4.83993412e-06
1.40912301e-01 -6.56942068e-12 2.66708720e-06 4.87144036e-06
1.41690822e-01 -6.63739540e-12 2.69048557e-06 4.90301464e-06
1.42469343e-01 -6.70571812e-12 2.71400515e-06 4.93465711e-06
1.43247864e-01 -6.77380884e-12 2.73764618e-06 4.96636794e-06
1.44026385e-01 -6.84224755e-12 2.76140892e-06 4.99814729e-06
1.44804906e-01 -6.91138226e-12 2.78529359e-06 5.02999530e-06
1.45583427e-01 -6.98016897e-12 2.80930043e-06 5.06191214e-06
1.46361948e-01 -7.05023165e-12 2.83342968e-06 5.09389796e-06
1.47140469e-01 -7.12006234e-12 2.85768157e-06 5.12595290e-06
1.47918990e-01 -7.19024102e-12 2.88205631e-06 5.15807710e-06
1.48697511e-01 -7.26030371e-12 2.90655414e-06 5.19027071e-06
1.49476032e-01 -7.33106238e-12 2.93117528e-06 5.22253388e-06
1.50254553e-01 -7.40182105e-12 2.95591995e-06 5.25486673e-06
1.51033074e-01 -7.47223173e-12 2.98078836e-06 5.28726940e-06
1.51811595e-01 -7.54426638e-12 3.00578072e-06 5.31974202e-06
1.52590116e-01 -7.61525704e-12 3.03089726e-06 5.35228473e-06
1.53368637e-01 -7.68694370e-12 3.05613816e-06 5.38489765e-06
1.54147158e-01 -7.75897835e-12 3.08150365e-06 5.41758091e-06
1.54925679e-01 -7.83112899e-12 3.10699393e-06 5.45033463e-06
1.55704200e-01 -7.90374363e-12 3.13260919e-06 5.48315892e-06
1.56482721e-01 -7.97635826e-12 3.15834963e-06 5.51605391e-06
1.57261242e-01 -8.04943689e-12 3.18421545e-06 5.54901971e-06
1.58039763e-01 -8.12263152e-12 3.21020684e-06 5.58205643e-06
1.58818284e-01 -8.19594214e-12 3.23632399e-06 5.61516418e-06
1.59596805e-01 -8.26994875e-12 3.26256709e-06 5.64834308e-06
1.60375326e-01 -8.34395536e-12 3.28893632e-06 5.68159321e-06
1.61153847e-01 -8.41772998e-12 3.31543187e-06 5.71491470e-06
1.61932368e-01 -8.49220058e-12 3.34205392e-06 5.74830763e-06
1.62710889e-01 -8.56643919e-12 3.36880263e-06 5.78177210e-06
