#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
3.11408401e-03 -8.76363549e-13 6.24357691e-07 1.56042609e-06
6.22816801e-03 -3.50499020e-12 1.24983473e-06 3.12137166e-06
9.34225202e-03 -7.88518398e-12 1.87754770e-06 4.68335569e-06
1.24563360e-02 -1.40152049e-11 2.50860771e-06 6.24689619e-06
1.55704200e-02 -2.18926170e-11 3.14411774e-06 7.81250968e-06
1.86845040e-02 -3.15144044e-11 3.78517006e-06 9.38071072e-06
2.17985880e-02 -4.28768551e-11 4.43284381e-06 1.09520114e-05
2.49126720e-02 -5.59755612e-11 5.08820269e-06 1.25269210e-05
2.80267561e-02 -7.08058828e-11 5.75229286e-06 1.41059451e-05
3.11408401e-02 -8.73615560e-11 6.42614098e-06 1.56895859e-05
3.42549241e-02 -1.05636549e-10 7.11075251e-06 1.72783410e-05
3.73690081e-02 -1.25624134e-10 7.80711016e-06 1.88727032e-05
4.04830921e-02 -1.47316423e-10 8.51617259e-06 2.04731603e-05
4.35971761e-02 -1.70704831e-10 9.23887331e-06 2.20801944e-05
4.67112601e-02 -1.95780545e-10 9.97611980e-06 2.36942817e-05
4.98253441e-02 -2.22533819e-10 1.07287928e-05 2.53158919e-05
5.29394281e-02 -2.50954909e-10 1.14977460e-05 2.69454881e-05
5.60535121e-02 -2.81032680e-10 1.22838055e-05 2.85835261e-05
5.91675961e-02 -3.12755765e-10 1.30877698e-05 3.02304544e-05
6.22816801e-02 -3.46111403e-10 1.39104098e-05 3.18867134e-05
6.53957641e-02 -3.81087762e-10 1.47524693e-05 3.35527358e-05
6.85098481e-02 -4.17670459e-10 1.56146646e-05 3.52289456e-05
7.16239321e-02 -4.55846039e-10 1.64976857e-05 3.69157582e-05
7.47380161e-02 -4.95599652e-10 1.74021963e-05 3.86135801e-05
7.78521001e-02 -5.36916337e-10 1.83288345e-05 4.03228084e-05
8.09661841e-02 -5.79780316e-10 1.92782137e-05 4.20438310e-05
8.40802682e-02 -6.24174771e-10 2.02509228e-05 4.37770260e-05
8.71943522e-02 -6.70082533e-10 2.12475275e-05 4.55227619e-05
9.03084362e-02 -7.17487479e-10 2.22685706e-05 4.72813969e-05
9.34225202e-02 -7.66369309e-10 2.33145731e-05 4.90532792e-05
9.65366042e-02 -8.16711436e-10 2.43860348e-05 5.08387467e-05
9.96506882e-02 -8.68493096e-10 2.54834350e-05 5.26381267e-05
1.02764772e-01 -9.21694686e-10 2.66072337e-05 5.44517361e-05
1.05878856e-01 -9.76296369e-10 2.77578718e-05 5.62798813e-05
1.08992940e-01 -1.03227680e-09 2.89357721e-05 5.81228576e-05
1.12107024e-01 -1.08961429e-09 3.01413400e-05 5.99809498e-05
1.15221108e-01 -1.14828785e-09 3.13749642e-05 6.18544318e-05
1.18335192e-01 -1.20827427e-09 3.26370173e-05 6.37435665e-05
1.21449276e-01 -1.26955046e-09 3.39278563e-05 6.56486062e-05
1.24563360e-01 -1.33209313e-09 3.52478235e-05 6.75697920e-05
1.27677444e-01 -1.39587824e-09 3.65972466e-05 6.95073543e-05
1.30791528e-01 -1.46088168e-09 3.79764395e-05 7.14615124e-05
1.33905612e-01 -1.52707827e-09 3.93857029e-05 7.34324750e-05
1.37019696e-01 -1.59444262e-09 4.08253243e-05 7.54204397e-05
1.40133780e-01 -1.66294931e-09 4.22955787e-05 7.74255936e-05
1.43247864e-01 -1.73257190e-09 4.37967291e-05 7.94481128e-05
1.46361948e-01 -1.80328370e-09 4.53290264e-05 8.14881630e-05
1.49476032e-01 -1.87505782e-09 4.68927101e-05 8.35458992e-05
1.52590116e-01 -1.94786617e-09 4.84880085e-05 8.56214658e-05
1.55704200e-01 -2.02168139e-09 5.01151388e-05 8.77149969e-05
1.58818284e-01 -2.09647516e-09 5.17743075e-05 8.98266164e-05
1.61932368e-01 -2.17221895e-09 5.34657105e-05 9.19564376e-05
1.65046452e-01 -2.24888354e-09 5.51895332e-05 9.41045642e-05
1.68160536e-01 -2.32643922e-09 5.69459509e-05 9.62710895e-05
1.71274620e-01 -2.40485769e-09 5.87351287e-05 9.84560970e-05
1.74388704e-01 -2.48410717e-09 6.05572218e-05 1.00659661e-04
1.77502788e-01 -2.56415843e-09 6.24123754e-05 1.02881845e-04
1.80616872e-01 -2.64498014e-09 6.43007251e-05 1.05122704e-04
1.83730956e-01 -2.72654169e-09 6.62223963e-05 1.07382283e-04
1.86845040e-01 -2.80881222e-09 6.81775053e-05 1.09660618e-04
1.89959124e-01 -2.89175948e-09 7.01661582e-05 1.11957737e-04
1.93073208e-01 -2.97535238e-09 7.21884520e-05 1.14273657e-04
1.96187292e-01 -3.05955822e-09 7.42444737e-05 1.16608388e-04
1.99301376e-01 -3.14434555e-09 7.63343009e-05 1.18961931e-04
2.02415460e-01 -3.22968155e-09 7.84580015e-05 1.21334276e-04
2.05529544e-01 -3.31553351e-09 8.06156340e-05 1.23725408e-04
2.08643628e-01 -3.40186860e-09 8.28072472e-05 1.26135303e-04
2.11757712e-01 -3.48865353e-09 8.50328802e-05 1.28563928e-04
2.14871796e-01 -3.57585524e-09 8.72925627e-05 1.31011242e-04
2.17985880e-01 -3.66344091e-09 8.95863145e-05 1.33477197e-04
2.21099964e-01 -3.75137619e-09 9.19141459e-05 1.35961737e-04
2.24214048e-01 -3.83962733e-09 9.42760575e-05 1.38464799e-04
2.27328132e-01 -3.92816105e-09 9.66720399e-05 1.40986311e-04
2.30442216e-01 -4.01694358e-09 9.91020743e-05 1.43526196e-04
2.33556300e-01 -4.10594070e-09 1.01566132e-04 1.46084369e-04
2.36670384e-01 -4.19511820e-09 1.04064174e-04 1.48660738e-04
2.39784468e-01 -4.28444186e-09 1.06596152e-04 1.51255204e-04
2.42898552e-01 -4.37387804e-09 1.09162008e-04 1.53867663e-04
2.46012636e-01 -4.46339217e-09 1.11761673e-04 1.56498001e-04
2.49126720e-01 -4.55294945e-09 1.14395069e-04 1.59146102e-04
2.52240804e-01 -4.64251624e-09 1.17062108e-04 1.61811840e-04
2.55354888e-01 -4.73205844e-09 1.19762691e-04 1.64495086e-04
2.58468972e-01 -4.82154124e-09 1.22496711e-04 1.67195703e-04
2.61583056e-01 -4.91093056e-09 1.25264048e-04 1.69913549e-04
2.64697140e-01 -5.00019204e-09 1.28064575e-04 1.72648477e-04
2.67811224e-01 -5.08929148e-09 1.30898152e-04 1.75400334e-04
2.70925308e-01 -5.17819534e-09 1.33764631e-04 1.78168960e-04
2.74039392e-01 -5.26686941e-09 1.36663854e-04 1.80954192e-04
2.77153477e-01 -5.35527901e-09 1.39595650e-04 1.83755861e-04
2.80267561e-01 -5.44339130e-09 1.42559842e-04 1.86573793e-04
2.83381645e-01 -5.53117231e-09 1.45556240e-04 1.89407809e-04
2.86495729e-01 -5.61858803e-09 1.48584644e-04 1.92257726e-04
2.89609813e-01 -5.70560519e-09 1.51644845e-04 1.95123356e-04
2.92723897e-01 -5.79219061e-09 1.54736625e-04 1.98004505e-04
2.95837981e-01 -5.87831099e-09 1.57859752e-04 2.00900976e-04
2.98952065e-01 -5.96393350e-09 1.61013987e-04 2.03812569e-04
3.02066149e-01 -6.04902487e-09 1.64199082e-04 2.06739077e-04
3.05180233e-01 -6.13355317e-09 1.67414775e-04 2.09680291e-04
3.08294317e-01 -6.21748572e-09 1.70660798e-04 2.12635998e-04
3.11408401e-01 -6.30079072e-09 1.73936871e-04 2.15605979e-04
3.14522485e-01 -6.38343592e-09 1.77242704e-04 2.18590014e-04
3.17636569e-01 -6.46538977e-09 1.80577998e-04 2.21587878e-04
3.20750653e-01 -6.54662096e-09 1.83942444e-04 2.24599343e-04
3.23864737e-01 -6.62709874e-09 1.87335724e-04 2.27624178e-04
3.26978821e-01 -6.70679145e-09 1.90757509e-04 2.30662147e-04
3.30092905e-01 -6.78566985e-09 1.94207461e-04 2.33713012e-04
3.33206989e-01 -6.86370240e-09 1.97685233e-04 2.36776532e-04
3.36321073e-01 -6.94086044e-09 2.01190468e-04 2.39852463e-04
3.39435157e-01 -7.01711369e-09 2.04722799e-04 2.42940558e-04
3.42549241e-01 -7.09243270e-09 2.08281851e-04 2.46040566e-04
3.45663325e-01 -7.16678986e-09 2.11867240e-04 2.49152236e-04
3.48777409e-01 -7.24015535e-09 2.15478571e-04 2.52275313e-04
3.51891493e-01 -7.31250191e-09 2.19115443e-04 2.55409537e-04
3.55005577e-01 -7.38380137e-09 2.22777444e-04 2.58554650e-04
3.58119661e-01 -7.45402738e-09 2.26464153e-04 2.61710389e-04
3.61233745e-01 -7.52315210e-09 2.30175141e-04 2.64876490e-04
3.64347829e-01 -7.59114933e-09 2.33909971e-04 2.68052684e-04
3.67461913e-01 -7.65799285e-09 2.37668198e-04 2.71238705e-04
3.70575997e-01 -7.72365759e-09 2.41449367e-04 2.74434280e-04
3.73690081e-01 -7.78811827e-09 2.45253016e-04 2.77639137e-04
3.76804165e-01 -7.85135008e-09 2.49078674e-04 2.80853001e-04
3.79918249e-01 -7.91332841e-09 2.52925864e-04 2.84075597e-04
3.83032333e-01 -7.97403030e-09 2.56794100e-04 2.87306646e-04
3.86146417e-01 -8.03343221e-09 2.60682888e-04 2.90545869e-04
3.89260501e-01 -8.09151151e-09 2.64591728e-04 2.93792985e-04
3.92374585e-01 -8.14824558e-09 2.68520112e-04 2.97047712e-04
3.95488669e-01 -8.20361366e-09 2.72467524e-04 3.00309767e-04
3.98602753e-01 -8.25759348e-09 2.76433441e-04 3.03578864e-04
4.01716837e-01 -8.31016531e-09 2.80417337e-04 3.06854718e-04
4.04830921e-01 -8.36130794e-09 2.84418673e-04 3.10137041e-04
4.07945005e-01 -8.41100315e-09 2.88436910e-04 3.13425546e-04
4.11059089e-01 -8.45923040e-09 2.92471498e-04 3.16719944e-04
4.14173173e-01 -8.50597242e-09 2.96521882e-04 3.20019946e-04
4.17287257e-01 -8.55121111e-09 3.00587504e-04 3.23325260e-04
4.20401341e-01 -8.59492860e-09 3.04667796e-04 3.26635596e-04
4.23515425e-01 -8.63710842e-09 3.08762187e-04 3.29950662e-04
4.26629509e-01 -8.67773481e-09 3.12870101e-04 3.33270166e-04
4.29743593e-01 -8.71679174e-09 3.16990954e-04 3.36593815e-04
4.32857677e-01 -8.75426507e-09 3.21124161e-04 3.39921316e-04
4.35971761e-01 -8.79013971e-09 3.25269129e-04 3.43252376e-04
4.39085845e-01 -8.82440199e-09 3.29425261e-04 3.46586701e-04
