#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
7.78521001e-04 -5.79989112e-16 1.95073897e-08 9.75427660e-09
1.55704200e-03 -3.24793903e-15 3.90141665e-08 1.95108288e-08
2.33556300e-03 -8.00384975e-15 5.85197185e-08 2.92719302e-08
3.11408401e-03 -1.40357365e-14 7.80234328e-08 3.90398536e-08
3.89260501e-03 -2.16915928e-14 9.75246979e-08 4.88168680e-08
4.67112601e-03 -3.06234251e-14 1.17022902e-07 5.86052401e-08
5.44964701e-03 -4.17592161e-14 1.36517434e-07 6.84072302e-08
6.22816801e-03 -5.44029787e-14 1.56007684e-07 7.82250946e-08
7.00668901e-03 -6.87867087e-14 1.75493041e-07 8.80610811e-08
7.78521001e-03 -8.50264039e-14 1.94972898e-07 9.79174324e-08
8.56373102e-03 -1.03354060e-13 2.14446646e-07 1.07796381e-07
9.34225202e-03 -1.22957692e-13 2.33913679e-07 1.17700152e-07
1.01207730e-02 -1.44533287e-13 2.53373391e-07 1.27630959e-07
1.08992940e-02 -1.67500856e-13 2.72825177e-07 1.37591004e-07
1.16778150e-02 -1.92208392e-13 2.92268435e-07 1.47582481e-07
1.24563360e-02 -2.18655895e-13 3.11702564e-07 1.57607566e-07
1.32348570e-02 -2.46959364e-13 3.31126962e-07 1.67668427e-07
1.40133780e-02 -2.77002800e-13 3.50541033e-07 1.77767214e-07
1.47918990e-02 -3.08554208e-13 3.69944180e-07 1.87906064e-07
1.55704200e-02 -3.41613587e-13 3.89335808e-07 1.98087099e-07
1.63489410e-02 -3.76760927e-13 4.08715326e-07 2.08312424e-07
1.71274620e-02 -4.13764233e-13 4.28082142e-07 2.18584126e-07
1.79059830e-02 -4.52275510e-13 4.47435669e-07 2.28904275e-07
1.86845040e-02 -4.92642752e-13 4.66775321e-07 2.39274924e-07
1.94630250e-02 -5.33937977e-13 4.86100516e-07 2.49698106e-07
2.02415460e-02 -5.77785154e-13 5.05410671e-07 2.60175835e-07
2.10200670e-02 -6.23024304e-13 5.24705210e-07 2.70710105e-07
2.17985880e-02 -6.70119420e-13 5.43983558e-07 2.81302889e-07
