#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
1.55704200e-03 2.44755405e-14 7.47003363e-13 6.53407163e-13
3.11408401e-03 4.88350832e-14 1.49398214e-12 1.30726864e-12
4.67112601e-03 7.29626303e-14 2.24085937e-12 1.96204919e-12
6.22816801e-03 9.74381709e-14 2.98772279e-12 2.61748362e-12
7.78521001e-03 1.21449720e-13 3.73432214e-12 3.27497178e-12
9.34225202e-03 1.46273254e-13 4.48047548e-12 3.93386153e-12
1.08992940e-02 1.70284803e-13 5.22648475e-12 4.59512484e-12
1.24563360e-02 1.94876342e-13 5.97199988e-12 5.25856753e-12
1.40133780e-02 2.19351882e-13 6.71694521e-12 5.92512695e-12
1.55704200e-02 2.43479429e-13 7.46135966e-12 6.59467623e-12
1.71274620e-02 2.67838972e-13 8.20517089e-12 7.26765161e-12
1.86845040e-02 2.92082517e-13 8.94823739e-12 7.94446130e-12
2.02415460e-02 3.16442060e-13 9.69043830e-12 8.62547824e-12
2.17985880e-02 3.40685605e-13 1.04318292e-11 9.31093569e-12
2.33556300e-02 3.65509139e-13 1.11721539e-11 1.00011782e-11
2.49126720e-02 3.89404690e-13 1.19115165e-11 1.06969117e-11
2.64697140e-02 4.14228224e-13 1.26498617e-11 1.13974974e-11
2.80267561e-02 4.38355771e-13 1.33868494e-11 1.21044677e-11
2.95837981e-02 4.62947309e-13 1.41228404e-11 1.28168223e-11
3.11408401e-02 4.87074856e-13 1.48575224e-11 1.35361087e-11
3.26978821e-02 5.11898390e-13 1.55908324e-11 1.42616607e-11
3.42549241e-02 5.35793942e-13 1.63228188e-11 1.49941820e-11
3.58119661e-02 5.60153485e-13 1.70534257e-11 1.57338308e-11
3.73690081e-02 5.84745023e-13 1.77825413e-11 1.64809572e-11
3.89260501e-02 6.09336561e-13 1.85101235e-11 1.72358565e-11
4.04830921e-02 6.33696104e-13 1.92361023e-11 1.79988312e-11
4.20401341e-02 6.58055647e-13 1.99604426e-11 1.87702136e-11
4.35971761e-02 6.81951198e-13 2.06831577e-11 1.95498831e-11
4.51542181e-02 7.06078745e-13 2.14042330e-11 2.03385321e-11
4.67112601e-02 7.30902279e-13 2.21235564e-11 2.11357717e-11
4.82683021e-02 7.55029826e-13 2.28409885e-11 2.19428814e-11
4.98253441e-02 7.79389369e-13 2.35567656e-11 2.27589940e-11
5.13823861e-02 8.03284920e-13 2.42706789e-11 2.35850811e-11
5.29394281e-02 8.27644463e-13 2.49829226e-11 2.44208905e-11
5.44964701e-02 8.52236001e-13 2.56932738e-11 2.52668327e-11
5.60535121e-02 8.76595544e-13 2.64018858e-11 2.61229932e-11
5.76105541e-02 9.00723091e-13 2.71086206e-11 2.69897370e-11
5.91675961e-02 9.24850638e-13 2.78134783e-11 2.78672191e-11
6.07246381e-02 9.49442177e-13 2.85164738e-11 2.87555889e-11
6.22816801e-02 9.74033715e-13 2.92176223e-11 2.96552044e-11
6.38387221e-02 9.98509256e-13 2.99169813e-11 3.05658261e-11
6.53957641e-02 1.02263680e-12 3.06145944e-11 3.14881049e-11
6.69528061e-02 1.04711234e-12 3.13103949e-11 3.24215849e-11
6.85098481e-02 1.07147189e-12 3.20042332e-11 3.33674429e-11
7.00668901e-02 1.09559943e-12 3.26965435e-11 3.43245459e-11
7.16239321e-02 1.12030697e-12 3.33869832e-11 3.52942591e-11
7.31809741e-02 1.14455051e-12 3.40760152e-11 3.62756858e-11
7.47380161e-02 1.16867806e-12 3.47633957e-11 3.72694876e-11
7.62950581e-02 1.19326960e-12 3.54492145e-11 3.82756980e-11
7.78521001e-02 1.21751314e-12 3.61335760e-11 3.92944835e-11
7.94091421e-02 1.24198868e-12 3.68165308e-11 4.03259415e-11
8.09661841e-02 1.26634823e-12 3.74981153e-11 4.13701861e-11
8.25232261e-02 1.29047577e-12 3.81782297e-11 4.24277165e-11
8.40802682e-02 1.31483532e-12 3.88573148e-11 4.34977173e-11
8.56373102e-02 1.33919486e-12 3.95351900e-11 4.45813516e-11
8.71943522e-02 1.36332241e-12 4.02121171e-11 4.56775365e-11
8.87513942e-02 1.38744995e-12 4.08882232e-11 4.67875723e-11
9.03084362e-02 1.41215749e-12 4.15633315e-11 4.79107966e-11
9.18654782e-02 1.43686503e-12 4.22379835e-11 4.90474177e-11
9.34225202e-02 1.46122457e-12 4.29120048e-11 5.01976689e-11
9.49795622e-02 1.48581611e-12 4.35856403e-11 5.13614518e-11
9.65366042e-02 1.50994365e-12 4.42589084e-11 5.25389228e-11
9.80936462e-02 1.53407120e-12 4.49320830e-11 5.37301150e-11
9.96506882e-02 1.55819875e-12 4.56051900e-11 5.49352364e-11
1.01207730e-01 1.58279029e-12 4.62784229e-11 5.61541248e-11
1.02764772e-01 1.60691783e-12 4.69517552e-11 5.73874517e-11
1.04321814e-01 1.63139337e-12 4.76257963e-11 5.86341063e-11
1.05878856e-01 1.65563692e-12 4.83002469e-11 5.98954078e-11
1.07435898e-01 1.67999646e-12 4.89756933e-11 6.11702834e-11
1.08992940e-01 1.70447200e-12 4.96521403e-11 6.24596596e-11
1.10549982e-01 1.72894754e-12 5.03296327e-11 6.37631311e-11
1.12107024e-01 1.75330709e-12 5.10087253e-11 6.50806408e-11
1.13664066e-01 1.77720264e-12 5.16894299e-11 6.64123254e-11
1.15221108e-01 1.80179418e-12 5.23719087e-11 6.77584866e-11
1.16778150e-01 1.82638571e-12 5.30565019e-11 6.91187337e-11
1.18335192e-01 1.85074526e-12 5.37434211e-11 7.04934518e-11
1.19892234e-01 1.87510480e-12 5.44328271e-11 7.18825525e-11
1.21449276e-01 1.89946434e-12 5.51250077e-11 7.32859413e-11
1.23006318e-01 1.92405588e-12 5.58200015e-11 7.47041668e-11
1.24563360e-01 1.94795143e-12 5.65185101e-11 7.61362637e-11
1.26120402e-01 1.97254297e-12 5.72203727e-11 7.75833392e-11
1.27677444e-01 1.99690251e-12 5.79261053e-11 7.90441767e-11
1.29234486e-01 2.02114606e-12 5.86358615e-11 8.05201509e-11
1.30791528e-01 2.04538960e-12 5.93500606e-11 8.20103428e-11
1.32348570e-01 2.06974915e-12 6.00689061e-11 8.35147838e-11
1.33905612e-01 2.09434068e-12 6.07927706e-11 8.50337788e-11
1.35462654e-01 2.11835223e-12 6.15218075e-11 8.65672408e-11
1.37019696e-01 2.14329177e-12 6.22563943e-11 8.81151896e-11
1.38576738e-01 2.16741931e-12 6.29967753e-11 8.96776273e-11
1.40133780e-01 2.19131486e-12 6.37433235e-11 9.12545965e-11
1.41690822e-01 2.21637039e-12 6.44963752e-11 9.28460213e-11
1.43247864e-01 2.24072994e-12 6.52562061e-11 9.44520778e-11
1.44804906e-01 2.26520548e-12 6.60232020e-11 9.60722313e-11
1.46361948e-01 2.28944902e-12 6.67973910e-11 9.77075747e-11
1.47918990e-01 2.31369257e-12 6.75796656e-11 9.93564742e-11
1.49476032e-01 2.33840010e-12 6.83699620e-11 1.01020317e-10
1.51033074e-01 2.36275965e-12 6.91687359e-11 1.02698299e-10
1.52590116e-01 2.38688719e-12 6.99763878e-11 1.04390681e-10
1.54147158e-01 2.41124674e-12 7.07931367e-11 1.06097416e-10
1.55704200e-01 2.43560628e-12 7.16193381e-11 1.07818562e-10
1.57261242e-01 2.46019782e-12 7.24554293e-11 1.09553986e-10
1.58818284e-01 2.48478935e-12 7.33017631e-11 1.11303685e-10
1.60375326e-01 2.50880090e-12 7.41585695e-11 1.13067787e-10
1.61932368e-01 2.53281245e-12 7.50262942e-11 1.14846121e-10
1.63489410e-01 2.55751999e-12 7.59050743e-11 1.16639184e-10
1.65046452e-01 2.58211153e-12 7.67958790e-11 1.18445421e-10
1.66603494e-01 2.60635507e-12 7.76982870e-11 1.20266838e-10
1.68160536e-01 2.63059862e-12 7.86131014e-11 1.22101857e-10
1.69717578e-01 2.65495816e-12 7.95405587e-11 1.23951136e-10
1.71274620e-01 2.67954970e-12 8.04811088e-11 1.25814411e-10
1.72831662e-01 2.70379324e-12 8.14350332e-11 1.27691718e-10
1.74388704e-01 2.72838478e-12 8.24025597e-11 1.29583105e-10
1.75945746e-01 2.75251233e-12 8.33842074e-11 1.31488447e-10
1.77502788e-01 2.77663988e-12 8.43801559e-11 1.33407736e-10
1.79059830e-01 2.80099942e-12 8.53909300e-11 1.35340920e-10
1.80616872e-01 2.82535896e-12 8.64167549e-11 1.37287977e-10
1.82173914e-01 2.84971850e-12 8.74580049e-11 1.39248955e-10
1.83730956e-01 2.87442604e-12 8.85148074e-11 1.41224379e-10
1.85287998e-01 2.89866959e-12 8.95878660e-11 1.43212270e-10
1.86845040e-01 2.92326112e-12 9.06771589e-11 1.45215035e-10
