#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
1.94630250e-04 1.15997822e-16 6.90937980e-17 1.66226883e-16
3.89260501e-04 -0.00000000e+00 1.17837165e-16 2.10764104e-16
5.83890751e-04 1.15997822e-16 1.61070412e-16 3.74169388e-16
7.78521001e-04 1.15997822e-16 1.87786821e-16 3.63324930e-16
9.73151252e-04 3.47993467e-16 2.56629898e-16 3.22895069e-16
1.16778150e-03 2.31995645e-16 2.40349600e-16 3.99224171e-16
1.36241175e-03 2.31995645e-16 2.58569830e-16 1.50071262e-16
1.55704200e-03 1.15997822e-16 2.41337072e-16 1.40536904e-16
1.75167225e-03 2.31995645e-16 1.85886771e-16 2.33368808e-16
1.94630250e-03 2.31995645e-16 2.09711495e-16 3.08482946e-16
2.14093275e-03 1.15997822e-16 2.92079477e-16 4.19641083e-16
2.33556300e-03 1.15997822e-16 2.52713549e-16 4.76473727e-16
2.53019325e-03 -0.00000000e+00 2.71077950e-16 5.18149965e-16
2.72482350e-03 -0.00000000e+00 4.06440195e-16 2.65087240e-16
2.91945376e-03 -0.00000000e+00 3.97603767e-16 4.88136954e-16
3.11408401e-03 -0.00000000e+00 4.34083138e-16 2.40013958e-16
3.30871426e-03 -0.00000000e+00 4.39881546e-16 2.86381843e-16
3.50334451e-03 5.79989112e-16 3.87201005e-16 4.23330800e-16
3.69797476e-03 6.95986935e-16 4.02018189e-16 4.97960583e-16
3.89260501e-03 8.11984757e-16 4.71851163e-16 6.44775444e-16
4.08723526e-03 3.47993467e-16 4.70826450e-16 5.09631021e-16
4.28186551e-03 9.27982580e-16 6.37045164e-16 6.35680365e-16
4.47649576e-03 8.11984757e-16 6.33782118e-16 3.08250986e-16
4.67112601e-03 9.27982580e-16 5.82725092e-16 6.82070959e-16
4.86575626e-03 3.47993467e-16 6.17712596e-16 4.96620209e-16
5.06038651e-03 2.31995645e-16 6.12423726e-16 5.10158234e-16
5.25501676e-03 3.47993467e-16 5.57718319e-16 6.60818848e-16
5.44964701e-03 2.31995645e-16 5.73194218e-16 7.29296337e-16
5.64427726e-03 2.31995645e-16 6.43346238e-16 8.20523164e-16
5.83890751e-03 2.31995645e-16 6.53518938e-16 6.35061803e-16
6.03353776e-03 2.31995645e-16 8.19186313e-16 7.40675303e-16
6.22816801e-03 1.15997822e-16 8.17531575e-16 4.24613748e-16
6.42279826e-03 2.31995645e-16 8.63285970e-16 5.39113277e-16
6.61742851e-03 1.15997822e-16 8.63139553e-16 5.92588632e-16
6.81205876e-03 1.15997822e-16 8.06681856e-16 7.16544475e-16
7.00668901e-03 -0.00000000e+00 7.50940935e-16 8.26304229e-16
7.20131926e-03 5.79989112e-16 7.70521912e-16 9.09052947e-16
7.39594951e-03 5.79989112e-16 8.35740730e-16 1.02677952e-15
7.59057976e-03 3.47993467e-16 8.41060064e-16 8.14253282e-16
7.78521001e-03 5.79989112e-16 1.00677947e-15 9.30614620e-16
7.97984026e-03 4.63991290e-16 1.00747865e-15 6.12428960e-16
8.17447051e-03 3.47993467e-16 1.05641669e-15 7.27950006e-16
8.36910077e-03 3.47993467e-16 1.05741321e-15 7.87302882e-16
8.56373102e-03 3.47993467e-16 1.00207575e-15 9.14968800e-16
8.75836127e-03 1.15997822e-16 1.00515213e-15 9.95005213e-16
8.95299152e-03 1.15997822e-16 1.07080084e-15 9.64890572e-16
9.14762177e-03 1.15997822e-16 1.08630262e-15 1.09007052e-15
9.34225202e-03 1.15997822e-16 1.24592762e-15 7.83596136e-16
9.53688227e-03 1.15997822e-16 1.19125875e-15 1.13821963e-15
9.73151252e-03 -0.00000000e+00 1.19192546e-15 8.55968614e-16
9.92614277e-03 2.31995645e-16 1.25485633e-15 9.49842636e-16
1.01207730e-02 4.63991290e-16 1.25160028e-15 1.01353306e-15
1.03154033e-02 1.15997822e-16 1.20411304e-15 1.14053211e-15
1.05100335e-02 1.15997822e-16 1.20343308e-15 1.21934200e-15
1.07046638e-02 1.15997822e-16 1.27099248e-15 1.17340369e-15
1.08992940e-02 5.79989112e-16 1.27142805e-15 1.30493652e-15
1.10939243e-02 6.95986935e-16 1.44558994e-15 9.88964085e-16
1.12885545e-02 8.11984757e-16 1.45834025e-15 1.19618334e-15
1.14831848e-02 6.95986935e-16 1.50505233e-15 1.05709412e-15
1.16778150e-02 5.79989112e-16 1.50895019e-15 1.11226168e-15
1.18724453e-02 5.79989112e-16 1.47109460e-15 1.22875346e-15
1.20670755e-02 5.79989112e-16 1.42113561e-15 1.34179087e-15
1.22617058e-02 4.63991290e-16 1.43233965e-15 1.42053724e-15
1.24563360e-02 4.63991290e-16 1.49379737e-15 1.36358403e-15
1.26509663e-02 3.47993467e-16 1.49011838e-15 1.51248693e-15
1.28455965e-02 2.31995645e-16 1.65358370e-15 1.21628517e-15
1.30402268e-02 5.79989112e-16 1.65101937e-15 1.40903443e-15
1.32348570e-02 8.11984757e-16 1.72334803e-15 1.26849867e-15
1.34294873e-02 5.79989112e-16 1.70825083e-15 1.33491226e-15
1.36241175e-02 4.63991290e-16 1.64747228e-15 1.45134915e-15
1.38187478e-02 3.47993467e-16 1.65694336e-15 1.52109353e-15
1.40133780e-02 3.47993467e-16 1.71575991e-15 1.64995802e-15
1.42080083e-02 4.63991290e-16 1.72849505e-15 1.41288504e-15
1.44026385e-02 4.63991290e-16 1.66595603e-15 1.73511240e-15
1.45972688e-02 5.79989112e-16 1.82272473e-15 1.40908799e-15
1.47918990e-02 8.11984757e-16 1.82980356e-15 1.61848251e-15
1.49865293e-02 3.47993467e-16 1.88120823e-15 1.46540567e-15
1.51811595e-02 4.63991290e-16 1.88924050e-15 1.54877126e-15
1.53757898e-02 6.95986935e-16 1.83151313e-15 1.67163076e-15
1.55704200e-02 5.79989112e-16 1.86411031e-15 1.75183325e-15
1.57650503e-02 6.95986935e-16 1.92194836e-15 1.86743542e-15
1.59596805e-02 5.79989112e-16 1.92450194e-15 1.62881544e-15
1.61543108e-02 4.63991290e-16 2.07929603e-15 1.76589088e-15
1.63489410e-02 5.79989112e-16 2.08709656e-15 1.46737826e-15
1.65435713e-02 6.95986935e-16 2.15693594e-15 1.57781330e-15
1.67382015e-02 1.04398040e-15 2.16141811e-15 1.66460409e-15
1.69328318e-02 9.27982580e-16 2.11423440e-15 1.80555598e-15
1.71274620e-02 9.27982580e-16 2.09714222e-15 1.90378544e-15
1.73220923e-02 1.04398040e-15 2.07854332e-15 1.96461972e-15
1.75167225e-02 9.27982580e-16 2.13998233e-15 2.08940378e-15
1.77113528e-02 9.27982580e-16 2.13722438e-15 1.86044525e-15
1.79059830e-02 9.27982580e-16 2.29573596e-15 1.97176361e-15
1.81006133e-02 8.11984757e-16 2.30097321e-15 1.71389025e-15
1.82952435e-02 4.63991290e-16 2.35123066e-15 1.84240335e-15
1.84898738e-02 5.79989112e-16 2.31900284e-15 1.90666351e-15
1.86845040e-02 5.79989112e-16 2.26787214e-15 2.01793767e-15
1.88791343e-02 1.15997822e-16 2.27668694e-15 2.08717549e-15
1.90737645e-02 5.79989112e-16 2.34034192e-15 2.00840457e-15
1.92683948e-02 5.79989112e-16 2.33899399e-15 2.17332335e-15
1.94630250e-02 8.11984757e-16 2.50298898e-15 1.86732767e-15
1.96576553e-02 6.95986935e-16 2.45250393e-15 2.20440745e-15
1.98522855e-02 4.63991290e-16 2.44291444e-15 1.94036192e-15
2.00469158e-02 8.11984757e-16 2.50481576e-15 2.02944717e-15
2.02415460e-02 8.11984757e-16 2.50858049e-15 2.10003071e-15
2.04361763e-02 8.11984757e-16 2.44170202e-15 2.22452336e-15
2.06308065e-02 8.11984757e-16 2.44926246e-15 2.28613095e-15
2.08254368e-02 9.27982580e-16 2.51724097e-15 2.23400118e-15
2.10200670e-02 1.04398040e-15 2.50166132e-15 2.40063732e-15
2.12146973e-02 1.04398040e-15 2.66529409e-15 2.09976719e-15
2.14093275e-02 1.04398040e-15 2.66348699e-15 2.30633022e-15
2.16039578e-02 9.27982580e-16 2.73054071e-15 2.16139302e-15
2.17985880e-02 8.11984757e-16 2.72216973e-15 2.25274787e-15
2.19932183e-02 1.27597605e-15 2.70039785e-15 2.34543508e-15
2.21878485e-02 8.11984757e-16 2.62734050e-15 2.46967712e-15
2.23824788e-02 9.27982580e-16 2.64840410e-15 2.51928775e-15
2.25771090e-02 8.11984757e-16 2.68552227e-15 2.47012521e-15
2.27717393e-02 5.79989112e-16 2.70068312e-15 2.62827390e-15
2.29663695e-02 8.11984757e-16 2.83287089e-15 2.32466678e-15
2.31609998e-02 8.11984757e-16 2.84856596e-15 2.50735837e-15
2.33556300e-02 3.47993467e-16 2.87404261e-15 2.41376136e-15
2.35502603e-02 5.79989112e-16 2.88517840e-15 2.44951048e-15
2.37448905e-02 3.47993467e-16 2.83246295e-15 2.57595952e-15
2.39395208e-02 5.79989112e-16 2.83120477e-15 2.67061578e-15
2.41341510e-02 3.47993467e-16 2.75829543e-15 2.77467761e-15
