#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
1.24563360e-02 -3.56656846e-09 4.00743627e-05 9.97083628e-05
2.49126720e-02 -1.42442617e-08 8.12814193e-05 1.99943917e-04
3.73690081e-02 -3.19671835e-08 1.24711359e-04 3.01225849e-04
4.98253441e-02 -5.66259706e-08 1.71376721e-04 4.04057651e-04
6.22816801e-02 -8.80684855e-08 2.22189367e-04 5.08920029e-04
7.47380161e-02 -1.26100779e-07 2.77950548e-04 6.16264640e-04
8.71943522e-02 -1.70488318e-07 3.39351898e-04 7.26508845e-04
9.96506882e-02 -2.20957464e-07 4.06983649e-04 8.40031549e-04
1.12107024e-01 -2.77197203e-07 4.81346321e-04 9.57170178e-04
1.24563360e-01 -3.38861102e-07 5.62863026e-04 1.07821874e-03
1.37019696e-01 -4.05569492e-07 6.51890603e-04 1.20342688e-03
1.49476032e-01 -4.76911847e-07 7.48728753e-04 1.33299985e-03
1.61932368e-01 -5.52449361e-07 8.53626971e-04 1.46709913e-03
1.74388704e-01 -6.31717688e-07 9.66789438e-04 1.60584376e-03
1.86845040e-01 -7.14229845e-07 1.08837821e-03 1.74931206e-03
1.99301376e-01 -7.99479239e-07 1.21851505e-03 1.89754366e-03
2.11757712e-01 -8.86942812e-07 1.35728234e-03 2.05054179e-03
2.24214048e-01 -9.76084285e-07 1.50472325e-03 2.20827567e-03
2.36670384e-01 -1.06635747e-06 1.66084153e-03 2.37068296e-03
2.49126720e-01 -1.15720962e-06 1.82560113e-03 2.53767223e-03
2.61583056e-01 -1.24808487e-06 1.99892563e-03 2.70912529e-03
2.74039392e-01 -1.33842756e-06 2.18069787e-03 2.88489958e-03
2.86495729e-01 -1.42768574e-06 2.37075967e-03 3.06483036e-03
2.98952065e-01 -1.51531441e-06 2.56891169e-03 3.24873284e-03
3.11408401e-01 -1.60077893e-06 2.77491362e-03 3.43640421e-03
3.23864737e-01 -1.68355821e-06 2.98848464e-03 3.62762555e-03
3.36321073e-01 -1.76314787e-06 3.20930412e-03 3.82216362e-03
3.48777409e-01 -1.83906326e-06 3.43701263e-03 4.01977258e-03
3.61233745e-01 -1.91084241e-06 3.67121331e-03 4.22019562e-03
3.73690081e-01 -1.97804876e-06 3.91147344e-03 4.42316648e-03
3.86146417e-01 -2.04027380e-06 4.15732633e-03 4.62841092e-03
3.98602753e-01 -2.09713946e-06 4.40827352e-03 4.83564807e-03
4.11059089e-01 -2.14830043e-06 4.66378717e-03 5.04459181e-03
4.23515425e-01 -2.19344617e-06 4.92331269e-03 5.25495200e-03
4.35971761e-01 -2.23230274e-06 5.18627161e-03 5.46643572e-03
4.48428097e-01 -2.26463445e-06 5.45206465e-03 5.67874842e-03
4.60884433e-01 -2.29024525e-06 5.72007488e-03 5.89159509e-03
4.73340769e-01 -2.30897986e-06 5.98967117e-03 6.10468133e-03
4.85797105e-01 -2.32072473e-06 6.26021158e-03 6.31771445e-03
4.98253441e-01 -2.32540867e-06 6.53104700e-03 6.53040450e-03
5.10709777e-01 -2.32300330e-06 6.80152480e-03 6.74246527e-03
5.23166113e-01 -2.31352319e-06 7.07099251e-03 6.95361534e-03
5.35622449e-01 -2.29702580e-06 7.33880159e-03 7.16357904e-03
5.48078785e-01 -2.27361113e-06 7.60431110e-03 7.37208739e-03
5.60535121e-01 -2.24342111e-06 7.86689148e-03 7.57887909e-03
5.72991457e-01 -2.20663881e-06 8.12592815e-03 7.78370145e-03
5.85447793e-01 -2.16348731e-06 8.38082513e-03 7.98631131e-03
5.97904129e-01 -2.11422842e-06 8.63100852e-03 8.18647594e-03
6.10360465e-01 -2.05916109e-06 8.87592992e-03 8.38397399e-03
6.22816801e-01 -1.99861968e-06 9.11506966e-03 8.57859632e-03
6.35273137e-01 -1.93297196e-06 9.34793991e-03 8.77014691e-03
6.47729473e-01 -1.86261689e-06 9.57408760e-03 8.95844371e-03
