#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
1.94630250e-04 3.47993467e-16 1.52401589e-10 3.81003614e-10
3.89260501e-04 4.63991290e-16 3.04804301e-10 7.62007780e-10
5.83890751e-04 3.47993467e-16 4.57209206e-10 1.14301310e-09
7.78521001e-04 -0.00000000e+00 6.09617261e-10 1.52401964e-09
9.73151252e-04 -0.00000000e+00 7.62029755e-10 1.90502865e-09
1.16778150e-03 -0.00000000e+00 9.14447424e-10 2.28603965e-09
1.36241175e-03 -0.00000000e+00 1.06687156e-09 2.66705389e-09
1.55704200e-03 -0.00000000e+00 1.21930312e-09 3.04807144e-09
1.75167225e-03 -1.15997822e-16 1.37174316e-09 3.42909290e-09
1.94630250e-03 -1.15997822e-16 1.52419288e-09 3.81011888e-09
2.14093275e-03 -0.00000000e+00 1.67665333e-09 4.19114976e-09
2.33556300e-03 1.15997822e-16 1.82912543e-09 4.57218631e-09
2.53019325e-03 1.15997822e-16 1.98161039e-09 4.95322853e-09
2.72482350e-03 -0.00000000e+00 2.13410941e-09 5.33427770e-09
2.91945376e-03 -0.00000000e+00 2.28662321e-09 5.71533330e-09
3.11408401e-03 1.15997822e-16 2.43915309e-09 6.09639662e-09
3.30871426e-03 2.31995645e-16 2.59169999e-09 6.47746770e-09
3.50334451e-03 2.31995645e-16 2.74426499e-09 6.85854715e-09
3.69797476e-03 1.15997822e-16 2.89684927e-09 7.23963558e-09
3.89260501e-03 1.15997822e-16 3.04945390e-09 7.62073336e-09
4.08723526e-03 -2.31995645e-16 3.20207983e-09 8.00184145e-09
4.28186551e-03 -4.63991290e-16 3.35472834e-09 8.38295956e-09
4.47649576e-03 -4.63991290e-16 3.50740016e-09 8.76408896e-09
4.67112601e-03 -5.79989112e-16 3.66009648e-09 9.14522915e-09
4.86575626e-03 -3.47993467e-16 3.81281854e-09 9.52638167e-09
5.06038651e-03 -4.63991290e-16 3.96556722e-09 9.90754641e-09
5.25501676e-03 -9.27982580e-16 4.11834359e-09 1.02887240e-08
5.44964701e-03 -8.11984757e-16 4.27114882e-09 1.06699150e-08
5.64427726e-03 -1.15997822e-15 4.42398399e-09 1.10511198e-08
5.83890751e-03 -1.15997822e-15 4.57685005e-09 1.14323394e-08
6.03353776e-03 -9.27982580e-16 4.72974827e-09 1.18135735e-08
6.22816801e-03 -1.15997822e-15 4.88267939e-09 1.21948233e-08
6.42279826e-03 -9.27982580e-16 5.03564470e-09 1.25760885e-08
6.61742851e-03 -9.27982580e-16 5.18864515e-09 1.29573702e-08
6.81205876e-03 -1.04398040e-15 5.34168180e-09 1.33386686e-08
7.00668901e-03 -9.27982580e-16 5.49475576e-09 1.37199844e-08
7.20131926e-03 -8.11984757e-16 5.64786816e-09 1.41013181e-08
7.39594951e-03 -8.11984757e-16 5.80102005e-09 1.44826701e-08
7.59057976e-03 -9.27982580e-16 5.95421241e-09 1.48640412e-08
7.78521001e-03 -6.95986935e-16 6.10744648e-09 1.52454313e-08
7.97984026e-03 -8.11984757e-16 6.26072301e-09 1.56268416e-08
8.17447051e-03 -8.11984757e-16 6.41404328e-09 1.60082718e-08
8.36910077e-03 -5.79989112e-16 6.56740824e-09 1.63897228e-08
8.56373102e-03 -9.27982580e-16 6.72081895e-09 1.67711951e-08
8.75836127e-03 -1.04398040e-15 6.87427657e-09 1.71526892e-08
8.95299152e-03 -1.27597605e-15 7.02778218e-09 1.75342058e-08
9.14762177e-03 -1.04398040e-15 7.18133671e-09 1.79157449e-08
9.34225202e-03 -1.27597605e-15 7.33494142e-09 1.82973077e-08
9.53688227e-03 -1.04398040e-15 7.48859702e-09 1.86788936e-08
9.73151252e-03 -1.04398040e-15 7.64230481e-09 1.90605044e-08
9.92614277e-03 -1.04398040e-15 7.79606587e-09 1.94421396e-08
1.01207730e-02 -5.79989112e-16 7.94988113e-09 1.98238000e-08
1.03154033e-02 -5.79989112e-16 8.10375164e-09 2.02054861e-08
1.05100335e-02 -4.63991290e-16 8.25767859e-09 2.05871985e-08
1.07046638e-02 -6.95986935e-16 8.41166302e-09 2.09689378e-08
1.08992940e-02 -1.04398040e-15 8.56570584e-09 2.13507040e-08
1.10939243e-02 -6.95986935e-16 8.71980836e-09 2.17324985e-08
1.12885545e-02 -6.95986935e-16 8.87397128e-09 2.21143206e-08
1.14831848e-02 -5.79989112e-16 9.02819591e-09 2.24961717e-08
1.16778150e-02 -3.47993467e-16 9.18248316e-09 2.28780518e-08
1.18724453e-02 -3.47993467e-16 9.33683408e-09 2.32599616e-08
1.20670755e-02 -3.47993467e-16 9.49124980e-09 2.36419015e-08
1.22617058e-02 -1.15997822e-16 9.64573142e-09 2.40238721e-08
1.24563360e-02 -5.79989112e-16 9.80027998e-09 2.44058740e-08
1.26509663e-02 -5.79989112e-16 9.95489641e-09 2.47879074e-08
1.28455965e-02 -5.79989112e-16 1.01095820e-08 2.51699733e-08
1.30402268e-02 -1.04398040e-15 1.02643374e-08 2.55520714e-08
1.32348570e-02 -1.04398040e-15 1.04191639e-08 2.59342028e-08
1.34294873e-02 -8.11984757e-16 1.05740625e-08 2.63163678e-08
