#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
1.94630250e-04 -0.00000000e+00 3.04803167e-10 1.52402012e-10
3.89260501e-04 6.95986935e-16 6.09605679e-10 3.04806302e-10
5.83890751e-04 1.15997822e-16 9.14406940e-10 4.57215202e-10
7.78521001e-04 1.15997822e-16 1.21920646e-09 6.09630492e-10
9.73151252e-04 2.31995645e-16 1.52400342e-09 7.62055169e-10
1.16778150e-03 4.63991290e-16 1.82879756e-09 9.14490455e-10
1.36241175e-03 3.47993467e-16 2.13358805e-09 1.06693935e-09
1.55704200e-03 4.63991290e-16 2.43837441e-09 1.21940363e-09
1.75167225e-03 3.47993467e-16 2.74315604e-09 1.37188563e-09
1.94630250e-03 5.79989112e-16 3.04793224e-09 1.52438767e-09
2.14093275e-03 6.95986935e-16 3.35270239e-09 1.67691188e-09
2.33556300e-03 3.47993467e-16 3.65746607e-09 1.82946073e-09
2.53019325e-03 4.63991290e-16 3.96222253e-09 1.98203596e-09
2.72482350e-03 4.63991290e-16 4.26697104e-09 2.13464055e-09
2.91945376e-03 6.95986935e-16 4.57171134e-09 2.28727572e-09
3.11408401e-03 6.95986935e-16 4.87644262e-09 2.43994448e-09
3.30871426e-03 6.95986935e-16 5.18116439e-09 2.59264858e-09
3.50334451e-03 5.79989112e-16 5.48587604e-09 2.74539036e-09
3.69797476e-03 5.79989112e-16 5.79057688e-09 2.89817213e-09
3.89260501e-03 4.63991290e-16 6.09526630e-09 3.05099601e-09
4.08723526e-03 5.79989112e-16 6.39994382e-09 3.20386463e-09
4.28186551e-03 4.63991290e-16 6.70460863e-09 3.35677945e-09
4.47649576e-03 8.11984757e-16 7.00926044e-09 3.50974344e-09
4.67112601e-03 8.11984757e-16 7.31389857e-09 3.66275782e-09
4.86575626e-03 9.27982580e-16 7.61852224e-09 3.81582584e-09
5.06038651e-03 1.04398040e-15 7.92313103e-09 3.96894909e-09
5.25501676e-03 9.27982580e-16 8.22772433e-09 4.12212990e-09
5.44964701e-03 8.11984757e-16 8.53230144e-09 4.27537057e-09
5.64427726e-03 1.15997822e-15 8.83686178e-09 4.42867320e-09
5.83890751e-03 9.27982580e-16 9.14140484e-09 4.58204043e-09
