#	Time	Error_of_Energy	Error_of_Position
5.03292121e-03 -1.24882882e-07 1.31749113e-06
1.00658424e-02 -4.97415245e-07 2.63325159e-06
1.50987636e-02 -1.11131070e-06 3.94556356e-06
2.01316848e-02 -1.95629724e-06 5.25272347e-06
2.51646061e-02 -3.01841506e-06 6.55304631e-06
3.01975273e-02 -4.28041417e-06 7.84488068e-06
3.52304485e-02 -5.72223384e-06 9.12662416e-06
4.02633697e-02 -7.32154307e-06 1.03967215e-05
4.52962909e-02 -9.05431954e-06 1.16536720e-05
5.03292121e-02 -1.08954442e-05 1.28960383e-05
5.53621333e-02 -1.28192891e-05 1.41224555e-05
6.03950545e-02 -1.48002795e-05 1.53316387e-05
6.54279757e-02 -1.68134113e-05 1.65223895e-05
7.04608969e-02 -1.88347123e-05 1.76936028e-05
7.54938182e-02 -2.08416354e-05 1.88442695e-05
8.05267394e-02 -2.28133797e-05 1.99734678e-05
8.55596606e-02 -2.47311344e-05 2.10803631e-05
9.05925818e-02 -2.65782503e-05 2.21642803e-05
9.56255030e-02 -2.83403382e-05 2.32246264e-05
1.00658424e-01 -3.00053039e-05 2.42608323e-05
1.05691345e-01 -3.15633246e-05 2.52725821e-05
1.10724267e-01 -3.30067772e-05 2.62594832e-05
1.15757188e-01 -3.43301255e-05 2.72214125e-05
1.20790109e-01 -3.55297772e-05 2.81581823e-05
1.25823030e-01 -3.66039177e-05 2.90697795e-05
1.30855951e-01 -3.75523297e-05 2.99562752e-05
1.35888873e-01 -3.83762046e-05 3.08177748e-05
1.40921794e-01 -3.90779530e-05 3.16544581e-05
1.45954715e-01 -3.96610180e-05 3.24665773e-05
1.50987636e-01 -4.01296962e-05 3.32544419e-05
1.56020558e-01 -4.04889698e-05 3.40184070e-05
1.61053479e-01 -4.07443502e-05 3.47588724e-05
1.66086400e-01 -4.09017369e-05 3.54762829e-05
1.71119321e-01 -4.09672905e-05 3.61711197e-05
1.76152242e-01 -4.09473208e-05 3.68438705e-05
1.81185164e-01 -4.08481906e-05 3.74950325e-05
1.86218085e-01 -4.06762321e-05 3.81251858e-05
