#	Time	Error_of_Energy	Error_of_Position
4.02633697e-02 -1.54009609e-05 5.23466242e-06
8.05267394e-02 -3.58721491e-05 8.64619232e-06
1.20790109e-01 -4.95361371e-05 9.99812588e-06
1.61053479e-01 -5.55821992e-05 1.05957670e-05
2.01316848e-01 -5.77198094e-05 1.15360581e-05
2.41580218e-01 -5.84865137e-05 1.30296133e-05
2.81843588e-01 -5.88650925e-05 1.48403560e-05
3.22106957e-01 -5.91306362e-05 1.67383628e-05
3.62370327e-01 -5.93420339e-05 1.85987775e-05
4.02633697e-01 -5.95105463e-05 2.03685495e-05
4.42897067e-01 -5.96416927e-05 2.20307379e-05
4.83160436e-01 -5.97417464e-05 2.35846051e-05
5.23423806e-01 -5.98171943e-05 2.50360629e-05
5.63687176e-01 -5.98738150e-05 2.63936533e-05
6.03950545e-01 -5.99163082e-05 2.76663090e-05
6.44213915e-01 -5.99483020e-05 2.88623560e-05
6.84477285e-01 -5.99725178e-05 2.99896345e-05
7.24740654e-01 -5.99909662e-05 3.10552454e-05
7.65004024e-01 -6.00051222e-05 3.20654409e-05
8.05267394e-01 -6.00160668e-05 3.30255943e-05
8.45530763e-01 -6.00245935e-05 3.39405423e-05
8.85794133e-01 -6.00312870e-05 3.48144702e-05
9.26057503e-01 -6.00365808e-05 3.56511746e-05
9.66320872e-01 -6.00407979e-05 3.64537357e-05
1.00658424e+00 -6.00441807e-05 3.72256084e-05
1.04684761e+00 -6.00469127e-05 3.79686159e-05
1.08711098e+00 -6.00491331e-05 3.86857514e-05
1.12737435e+00 -6.00509490e-05 3.93787795e-05
1.16763772e+00 -6.00524426e-05 4.00494144e-05
1.20790109e+00 -6.00536782e-05 4.06992749e-05
1.24816446e+00 -6.00547058e-05 4.13299570e-05
1.28842783e+00 -6.00555646e-05 4.19432080e-05
1.32869120e+00 -6.00562860e-05 4.25394637e-05
1.36895457e+00 -6.00568947e-05 4.31199073e-05
1.40921794e+00 -6.00574106e-05 4.36863776e-05
1.44948131e+00 -6.00578498e-05 4.42385577e-05
1.48974468e+00 -6.00582250e-05 4.47780616e-05
1.53000805e+00 -6.00585469e-05 4.53059783e-05
1.57027142e+00 -6.00588241e-05 4.58216761e-05
1.61053479e+00 -6.00590636e-05 4.63264946e-05
1.65079816e+00 -6.00592712e-05 4.68217421e-05
1.69106153e+00 -6.00594518e-05 4.73074515e-05
1.73132490e+00 -6.00596093e-05 4.77838464e-05
1.77158827e+00 -6.00597472e-05 4.82514041e-05
1.81185164e+00 -6.00598682e-05 4.87106172e-05
1.85211501e+00 -6.00599746e-05 4.91619158e-05
1.89237838e+00 -6.00600686e-05 4.96056481e-05
1.93264174e+00 -6.00601516e-05 5.00420825e-05
1.97290511e+00 -6.00602253e-05 5.04714429e-05
2.01316848e+00 -6.00602908e-05 5.08940363e-05
2.05343185e+00 -6.00603491e-05 5.13105703e-05
2.09369522e+00 -6.00604011e-05 5.17219980e-05
2.13395859e+00 -6.00604477e-05 5.21278977e-05
2.17422196e+00 -6.00604894e-05 5.25273763e-05
2.21448533e+00 -6.00605269e-05 5.29203581e-05
2.25474870e+00 -6.00605607e-05 5.33093007e-05
2.29501207e+00 -6.00605911e-05 5.36949002e-05
2.33527544e+00 -6.00606186e-05 5.40738174e-05
2.37553881e+00 -6.00606434e-05 5.44471005e-05
2.41580218e+00 -6.00606659e-05 5.48193575e-05
2.45606555e+00 -6.00606863e-05 5.51851743e-05
2.49632892e+00 -6.00607049e-05 5.55456176e-05
2.53659229e+00 -6.00607218e-05 5.59060002e-05
2.57685566e+00 -6.00607372e-05 5.62583462e-05
2.61711903e+00 -6.00607513e-05 5.66095959e-05
2.65738240e+00 -6.00607642e-05 5.69571024e-05
2.69764577e+00 -6.00607760e-05 5.72985846e-05
2.73790914e+00 -6.00607868e-05 5.76411956e-05
2.77817251e+00 -6.00607967e-05 5.79747849e-05
2.81843588e+00 -6.00608058e-05 5.83116516e-05
2.85869925e+00 -6.00608142e-05 5.86387772e-05
2.89896262e+00 -6.00608219e-05 5.89696489e-05
2.93922599e+00 -6.00608290e-05 5.92907358e-05
2.97948936e+00 -6.00608356e-05 5.96160912e-05
3.01975273e+00 -6.00608416e-05 5.99312063e-05
3.06001610e+00 -6.00608473e-05 6.02515460e-05
3.10027947e+00 -6.00608525e-05 6.05611923e-05
3.14054284e+00 -6.00608573e-05 6.08762259e-05
3.18080621e+00 -6.00608617e-05 6.11819512e-05
3.22106957e+00 -6.00608659e-05 6.14900984e-05
3.26133294e+00 -6.00608698e-05 6.17940476e-05
3.30159631e+00 -6.00608734e-05 6.20935308e-05
3.34185968e+00 -6.00608767e-05 6.23967649e-05
3.38212305e+00 -6.00608798e-05 6.26890858e-05
3.42238642e+00 -6.00608827e-05 6.29885054e-05
3.46264979e+00 -6.00608855e-05 6.32800686e-05
3.50291316e+00 -6.00608880e-05 6.35691337e-05
3.54317653e+00 -6.00608904e-05 6.38626480e-05
3.58343990e+00 -6.00608926e-05 6.41447655e-05
3.62370327e+00 -6.00608947e-05 6.44325499e-05
3.66396664e+00 -6.00608966e-05 6.47178345e-05
3.70423001e+00 -6.00608984e-05 6.49937455e-05
3.74449338e+00 -6.00609002e-05 6.52784810e-05
3.78475675e+00 -6.00609018e-05 6.55565945e-05
3.82502012e+00 -6.00609033e-05 6.58275847e-05
3.86528349e+00 -6.00609047e-05 6.61079791e-05
3.90554686e+00 -6.00609060e-05 6.63806771e-05
3.94581023e+00 -6.00609073e-05 6.66464614e-05
3.98607360e+00 -6.00609085e-05 6.69220601e-05
4.02633697e+00 -6.00609096e-05 6.71911601e-05
4.06660034e+00 -6.00609107e-05 6.74515472e-05
4.10686371e+00 -6.00609117e-05 6.77212683e-05
4.14712708e+00 -6.00609126e-05 6.79884655e-05
4.18739045e+00 -6.00609135e-05 6.82448081e-05
4.22765382e+00 -6.00609143e-05 6.85061016e-05
4.26791719e+00 -6.00609151e-05 6.87720751e-05
4.30818056e+00 -6.00609159e-05 6.90274286e-05
4.34844393e+00 -6.00609166e-05 6.92787628e-05
4.38870730e+00 -6.00609173e-05 6.95408237e-05
4.42897067e+00 -6.00609179e-05 6.97981623e-05
4.46923403e+00 -6.00609185e-05 7.00449506e-05
4.50949740e+00 -6.00609191e-05 7.02953974e-05
4.54976077e+00 -6.00609196e-05 7.05535708e-05
4.59002414e+00 -6.00609202e-05 7.08032861e-05
4.63028751e+00 -6.00609207e-05 7.10442668e-05
4.67055088e+00 -6.00609211e-05 7.12925262e-05
4.71081425e+00 -6.00609216e-05 7.15460595e-05
4.75107762e+00 -6.00609220e-05 7.17903880e-05
4.79134099e+00 -6.00609224e-05 7.20265878e-05
4.83160436e+00 -6.00609228e-05 7.22702275e-05
4.87186773e+00 -6.00609231e-05 7.25198570e-05
4.91213110e+00 -6.00609235e-05 7.27611049e-05
4.95239447e+00 -6.00609238e-05 7.29932413e-05
4.99265784e+00 -6.00609241e-05 7.32296471e-05
5.03292121e+00 -6.00609244e-05 7.34754827e-05
5.07318458e+00 -6.00609247e-05 7.37158331e-05
5.11344795e+00 -6.00609250e-05 7.39458894e-05
5.15371132e+00 -6.00609253e-05 7.41736778e-05
5.19397469e+00 -6.00609255e-05 7.44129307e-05
5.23423806e+00 -6.00609258e-05 7.46534028e-05
5.27450143e+00 -6.00609260e-05 7.48846873e-05
5.31476480e+00 -6.00609262e-05 7.51076685e-05
5.35502817e+00 -6.00609264e-05 7.53343897e-05
5.39529154e+00 -6.00609266e-05 7.55718375e-05
5.43555491e+00 -6.00609268e-05 7.58065321e-05
5.47581828e+00 -6.00609270e-05 7.60314551e-05
5.51608165e+00 -6.00609272e-05 7.62495290e-05
5.55634502e+00 -6.00609273e-05 7.64732671e-05
5.59660839e+00 -6.00609275e-05 7.67070380e-05
5.63687176e+00 -6.00609277e-05 7.69377919e-05
5.67713513e+00 -6.00609278e-05 7.71590435e-05
5.71739850e+00 -6.00609280e-05 7.73730283e-05
5.75766186e+00 -6.00609281e-05 7.75906463e-05
5.79792523e+00 -6.00609282e-05 7.78196419e-05
5.83818860e+00 -6.00609284e-05 7.80482935e-05
5.87845197e+00 -6.00609285e-05 7.82685770e-05
5.91871534e+00 -6.00609286e-05 7.84800955e-05
5.95897871e+00 -6.00609287e-05 7.86900813e-05
5.99924208e+00 -6.00609288e-05 7.89107084e-05
6.03950545e+00 -6.00609289e-05 7.91372968e-05
6.07976882e+00 -6.00609290e-05 7.93589943e-05
6.12003219e+00 -6.00609291e-05 7.95714724e-05
6.16029556e+00 -6.00609292e-05 7.97770682e-05
