#	Time	Error_of_Energy	Error_of_Position
2.01316848e-02 1.26982112e-04 1.67650133e-04
4.02633697e-02 4.82207065e-04 3.25576668e-04
6.03950545e-02 9.98534780e-04 4.65861190e-04
8.05267394e-02 1.59134564e-03 5.83574971e-04
1.00658424e-01 2.18323077e-03 6.77060064e-04
1.20790109e-01 2.71917750e-03 7.47440265e-04
1.40921794e-01 3.17000137e-03 7.97731070e-04
1.61053479e-01 3.52776083e-03 8.31909440e-04
1.81185164e-01 3.79826108e-03 8.54163553e-04
2.01316848e-01 3.99417150e-03 8.68392390e-04
2.21448533e-01 4.13017683e-03 8.77930751e-04
2.41580218e-01 4.22019065e-03 8.85440519e-04
2.61711903e-01 4.27609535e-03 8.92909410e-04
2.81843588e-01 4.30741434e-03 9.01712268e-04
3.01975273e-01 4.32146353e-03 9.12704792e-04
3.22106957e-01 4.32369640e-03 9.26328929e-04
3.42238642e-01 4.31808735e-03 9.42717689e-04
3.62370327e-01 4.30748063e-03 9.61788635e-04
3.82502012e-01 4.29387950e-03 9.83323330e-04
4.02633697e-01 4.27867297e-03 1.00702818e-03
4.22765382e-01 4.26280766e-03 1.03257915e-03
4.42897067e-01 4.24691521e-03 1.05965243e-03
4.63028751e-01 4.23140509e-03 1.08794238e-03
4.83160436e-01 4.21653160e-03 1.11717265e-03
5.03292121e-01 4.20244172e-03 1.14709971e-03
5.23423806e-01 4.18920919e-03 1.17751398e-03
5.43555491e-01 4.17685847e-03 1.20823753e-03
5.63687176e-01 4.16538163e-03 1.23912211e-03
5.83818860e-01 4.15475014e-03 1.27004490e-03
6.03950545e-01 4.14492297e-03 1.30090577e-03
6.24082230e-01 4.13585226e-03 1.33162416e-03
6.44213915e-01 4.12748706e-03 1.36213406e-03
6.64345600e-01 4.11977587e-03 1.39238502e-03
6.84477285e-01 4.11266828e-03 1.42233687e-03
7.04608969e-01 4.10611600e-03 1.45195856e-03
7.24740654e-01 4.10007344e-03 1.48122713e-03
7.44872339e-01 4.09449803e-03 1.51012595e-03
7.65004024e-01 4.08935031e-03 1.53864342e-03
