#	Time	Error_of_Energy	Error_of_Position
2.38732415e-03 1.09353804e-08 1.60819119e-07
4.77464829e-03 4.37003522e-08 3.12927902e-07
7.16197244e-03 9.81716397e-08 4.66673503e-07
9.54929659e-03 1.74144645e-07 6.24472910e-07
1.19366207e-02 2.71334716e-07 7.80119575e-07
1.43239449e-02 3.89378891e-07 9.36494753e-07
1.67112690e-02 5.27838163e-07 1.09104212e-06
1.90985932e-02 6.86200137e-07 1.24724899e-06
2.14859173e-02 8.63882169e-07 1.40200229e-06
2.38732415e-02 1.06023485e-06 1.55722402e-06
2.62605656e-02 1.27454590e-06 1.71209441e-06
2.86478898e-02 1.50604435e-06 1.86598180e-06
3.10352139e-02 1.75390507e-06 2.02127919e-06
3.34225380e-02 2.01725343e-06 2.17348882e-06
3.58098622e-02 2.29517036e-06 2.32920524e-06
3.81971863e-02 2.58669732e-06 2.47962562e-06
4.05845105e-02 2.89084167e-06 2.63543163e-06
4.29718346e-02 3.20658188e-06 2.78435318e-06
4.53591588e-02 3.53287292e-06 2.93937939e-06
4.77464829e-02 3.86865157e-06 3.08763209e-06
5.01338071e-02 4.21284175e-06 3.24076749e-06
5.25211312e-02 4.56435969e-06 3.38938451e-06
5.49084554e-02 4.92211905e-06 3.53955960e-06
5.72957795e-02 5.28503583e-06 3.68938181e-06
5.96831037e-02 5.65203314e-06 3.83590231e-06
6.20704278e-02 6.02204576e-06 3.98706497e-06
6.44577520e-02 6.39402440e-06 4.13008743e-06
6.68450761e-02 6.76693981e-06 4.28126803e-06
6.92324002e-02 7.13978652e-06 4.42243068e-06
7.16197244e-02 7.51158634e-06 4.57090154e-06
7.40070485e-02 7.88139158e-06 4.71302803e-06
7.63943727e-02 8.24828792e-06 4.85656287e-06
7.87816968e-02 8.61139697e-06 5.00134568e-06
8.11690210e-02 8.96987856e-06 5.13936680e-06
8.35563451e-02 9.32293269e-06 5.28560175e-06
8.59436693e-02 9.66980115e-06 5.42036779e-06
8.83309934e-02 1.00097689e-05 5.56336500e-06
9.07183176e-02 1.03421651e-05 5.69989040e-06
9.31056417e-02 1.06663638e-05 5.83617250e-06
9.54929659e-02 1.09817845e-05 5.97654064e-06
9.78802900e-02 1.12878927e-05 6.10664213e-06
1.00267614e-01 1.15841990e-05 6.24626173e-06
1.02654938e-01 1.18702599e-05 6.37621805e-06
1.05042262e-01 1.21456767e-05 6.50874145e-06
1.07429587e-01 1.24100950e-05 6.64355407e-06
1.09816911e-01 1.26632038e-05 6.76864180e-06
1.12204235e-01 1.29047348e-05 6.90304499e-06
1.14591559e-01 1.31344610e-05 7.02834801e-06
1.16978883e-01 1.33521952e-05 7.15450133e-06
1.19366207e-01 1.35577893e-05 7.28524097e-06
1.21753531e-01 1.37511322e-05 7.40456916e-06
1.24140856e-01 1.39321483e-05 7.53176815e-06
1.26528180e-01 1.41007964e-05 7.65486105e-06
1.28915504e-01 1.42570674e-05 7.77259319e-06
1.31302828e-01 1.44009830e-05 7.89838136e-06
1.33690152e-01 1.45325935e-05 8.01436164e-06
1.36077476e-01 1.46519767e-05 8.13144943e-06
1.38464800e-01 1.47592355e-05 8.25340675e-06
1.40852125e-01 1.48544968e-05 8.36438115e-06
1.43239449e-01 1.49379090e-05 8.48015979e-06
1.45626773e-01 1.50096410e-05 8.59718906e-06
1.48014097e-01 1.50698800e-05 8.70471223e-06
1.50401421e-01 1.51188303e-05 8.81818241e-06
1.52788745e-01 1.51567113e-05 8.93054686e-06
1.55176070e-01 1.51837561e-05 9.03503646e-06
1.57563394e-01 1.52002104e-05 9.14537051e-06
1.59950718e-01 1.52063302e-05 9.25380422e-06
1.62338042e-01 1.52023812e-05 9.35519738e-06
1.64725366e-01 1.51886373e-05 9.46179550e-06
1.67112690e-01 1.51653789e-05 9.56702378e-06
1.69500014e-01 1.51328923e-05 9.66524532e-06
1.71887339e-01 1.50914683e-05 9.76764332e-06
1.74274663e-01 1.50414011e-05 9.87013531e-06
1.76661987e-01 1.49829874e-05 9.96538126e-06
1.79049311e-01 1.49165252e-05 1.00632288e-05
1.81436635e-01 1.48423135e-05 1.01629015e-05
1.83823959e-01 1.47606507e-05 1.02558318e-05
1.86211283e-01 1.46718346e-05 1.03490375e-05
1.88598608e-01 1.45761612e-05 1.04450669e-05
1.90985932e-01 1.44739243e-05 1.05366524e-05
1.93373256e-01 1.43654147e-05 1.06256488e-05
1.95760580e-01 1.42509200e-05 1.07171148e-05
1.98147904e-01 1.41307237e-05 1.08075162e-05
2.00535228e-01 1.40051052e-05 1.08934508e-05
2.02922552e-01 1.38743391e-05 1.09800800e-05
2.05309877e-01 1.37386948e-05 1.10677836e-05
2.07697201e-01 1.35984367e-05 1.11522528e-05
2.10084525e-01 1.34538231e-05 1.12348670e-05
2.12471849e-01 1.33051069e-05 1.13182786e-05
2.14859173e-01 1.31525346e-05 1.14012317e-05
2.17246497e-01 1.29963468e-05 1.14814648e-05
2.19633821e-01 1.28367775e-05 1.15608632e-05
2.22021146e-01 1.26740543e-05 1.16402883e-05
2.24408470e-01 1.25083983e-05 1.17188368e-05
2.26795794e-01 1.23400242e-05 1.17957661e-05
2.29183118e-01 1.21691398e-05 1.18716623e-05
2.31570442e-01 1.19959465e-05 1.19468562e-05
2.33957766e-01 1.18206389e-05 1.20216171e-05
2.36345090e-01 1.16434052e-05 1.20955604e-05
2.38732415e-01 1.14644269e-05 1.21679136e-05
2.41119739e-01 1.12838791e-05 1.22389182e-05
2.43507063e-01 1.11019304e-05 1.23100993e-05
2.45894387e-01 1.09187432e-05 1.23813125e-05
2.48281711e-01 1.07344735e-05 1.24504556e-05
2.50669035e-01 1.05492713e-05 1.25174630e-05
2.53056360e-01 1.03632804e-05 1.25847380e-05
2.55443684e-01 1.01766387e-05 1.26534019e-05
2.57831008e-01 9.98947833e-06 1.27200351e-05
2.60218332e-01 9.80192580e-06 1.27835808e-05
2.62605656e-01 9.61410196e-06 1.28463518e-05
2.64992980e-01 9.42612229e-06 1.29119942e-05
2.67380304e-01 9.23809697e-06 1.29769592e-05
2.69767629e-01 9.05013104e-06 1.30382145e-05
2.72154953e-01 8.86232453e-06 1.30967481e-05
2.74542277e-01 8.67477263e-06 1.31574344e-05
2.76929601e-01 8.48756577e-06 1.32208340e-05
2.79316925e-01 8.30078984e-06 1.32814292e-05
2.81704249e-01 8.11452627e-06 1.33375591e-05
2.84091573e-01 7.92885219e-06 1.33921380e-05
2.86478898e-01 7.74384060e-06 1.34512229e-05
2.88866222e-01 7.55956045e-06 1.35118274e-05
2.91253546e-01 7.37607684e-06 1.35683736e-05
2.93640870e-01 7.19345109e-06 1.36200830e-05
2.96028194e-01 7.01174095e-06 1.36710894e-05
2.98415518e-01 6.83100065e-06 1.37279278e-05
3.00802842e-01 6.65128110e-06 1.37860117e-05
3.03190167e-01 6.47262996e-06 1.38394988e-05
3.05577491e-01 6.29509180e-06 1.38876037e-05
3.07964815e-01 6.11870821e-06 1.39346251e-05
3.10352139e-01 5.94351792e-06 1.39880587e-05
3.12739463e-01 5.76955689e-06 1.40441845e-05
3.15126787e-01 5.59685848e-06 1.40960476e-05
3.17514111e-01 5.42545349e-06 1.41417611e-05
3.19901436e-01 5.25537031e-06 1.41845702e-05
3.22288760e-01 5.08663503e-06 1.42324623e-05
3.24676084e-01 4.91927149e-06 1.42864706e-05
3.27063408e-01 4.75330145e-06 1.43382213e-05
3.29450732e-01 4.58874460e-06 1.43835746e-05
3.31838056e-01 4.42561874e-06 1.44234759e-05
3.34225380e-01 4.26393979e-06 1.44639224e-05
3.36612705e-01 4.10372193e-06 1.45128694e-05
3.39000029e-01 3.94497764e-06 1.45647821e-05
3.41387353e-01 3.78771783e-06 1.46121836e-05
3.43774677e-01 3.63195187e-06 1.46525447e-05
3.46162001e-01 3.47768768e-06 1.46882709e-05
3.48549325e-01 3.32493181e-06 1.47266489e-05
3.50936650e-01 3.17368952e-06 1.47744681e-05
3.53323974e-01 3.02396480e-06 1.48242088e-05
3.55711298e-01 2.87576048e-06 1.48688471e-05
3.58098622e-01 2.72907827e-06 1.49061123e-05
3.60485946e-01 2.58391884e-06 1.49384543e-05
3.62873270e-01 2.44028183e-06 1.49729822e-05
3.65260594e-01 2.29816596e-06 1.50175844e-05
3.67647919e-01 2.15756906e-06 1.50657790e-05
3.70035243e-01 2.01848809e-06 1.51097614e-05
3.72422567e-01 1.88091925e-06 1.51462238e-05
3.74809891e-01 1.74485797e-06 1.51763273e-05
3.77197215e-01 1.61029898e-06 1.52056432e-05
3.79584539e-01 1.47723637e-06 1.52434266e-05
3.81971863e-01 1.34566357e-06 1.52893993e-05
3.84359188e-01 1.21557347e-06 1.53343772e-05
3.86746512e-01 1.08695839e-06 1.53728702e-05
3.89133836e-01 9.59810150e-07 1.54035763e-05
3.91521160e-01 8.34120090e-07 1.54293415e-05
3.93908484e-01 7.09879111e-07 1.54570887e-05
3.96295808e-01 5.87077706e-07 1.54955546e-05
3.98683132e-01 4.65705980e-07 1.55403004e-05
4.01070457e-01 3.45753689e-07 1.55827615e-05
4.03457781e-01 2.27210258e-07 1.56182150e-05
4.05845105e-01 1.10064816e-07 1.56458007e-05
4.08232429e-01 -5.69378766e-09 1.56684785e-05
4.10619753e-01 -1.20076960e-07 1.56929569e-05
4.13007077e-01 -2.33096332e-07 1.57281377e-05
4.15394401e-01 -3.44763750e-07 1.57709828e-05
4.17781726e-01 -4.55091252e-07 1.58127666e-05
4.20169050e-01 -5.64091042e-07 1.58481972e-05
4.22556374e-01 -6.71775479e-07 1.58755168e-05
4.24943698e-01 -7.78157061e-07 1.58964683e-05
4.27331022e-01 -8.83248401e-07 1.59162336e-05
4.29718346e-01 -9.87062219e-07 1.59433097e-05
4.32105670e-01 -1.08961132e-06 1.59818664e-05
4.34492995e-01 -1.19090859e-06 1.60236543e-05
4.36880319e-01 -1.29096698e-06 1.60617353e-05
4.39267643e-01 -1.38979948e-06 1.60923784e-05
4.41654967e-01 -1.48741912e-06 1.61150406e-05
4.44042291e-01 -1.58383898e-06 1.61323277e-05
4.46429615e-01 -1.67907211e-06 1.61499291e-05
4.48816940e-01 -1.77313162e-06 1.61763750e-05
4.51204264e-01 -1.86603058e-06 1.62139486e-05
4.53591588e-01 -1.95778205e-06 1.62543350e-05
4.55978912e-01 -2.04839910e-06 1.62910404e-05
4.58366236e-01 -2.13789474e-06 1.63204440e-05
4.60753560e-01 -2.22628195e-06 1.63417830e-05
4.63140884e-01 -2.31357369e-06 1.63571197e-05
4.65528209e-01 -2.39978286e-06 1.63712827e-05
4.67915533e-01 -2.48492229e-06 1.63918023e-05
4.70302857e-01 -2.56900476e-06 1.64246993e-05
4.72690181e-01 -2.65204300e-06 1.64635756e-05
4.75077505e-01 -2.73404965e-06 1.65012362e-05
4.77464829e-01 -2.81503729e-06 1.65330438e-05
4.79852153e-01 -2.89501840e-06 1.65569059e-05
4.82239478e-01 -2.97400539e-06 1.65732577e-05
4.84626802e-01 -3.05201060e-06 1.65850219e-05
4.87014126e-01 -3.12904624e-06 1.65975484e-05
4.89401450e-01 -3.20512447e-06 1.66185145e-05
4.91788774e-01 -3.28025732e-06 1.66514861e-05
4.94176098e-01 -3.35445675e-06 1.66892953e-05
4.96563422e-01 -3.42773459e-06 1.67254810e-05
4.98950747e-01 -3.50010258e-06 1.67558309e-05
5.01338071e-01 -3.57157236e-06 1.67783726e-05
5.03725395e-01 -3.64215546e-06 1.67933605e-05
5.06112719e-01 -3.71186330e-06 1.68032415e-05
5.08500043e-01 -3.78070718e-06 1.68126012e-05
5.10887367e-01 -3.84869830e-06 1.68281113e-05
5.13274691e-01 -3.91584774e-06 1.68559882e-05
5.15662016e-01 -3.98216648e-06 1.68915512e-05
5.18049340e-01 -4.04766538e-06 1.69279807e-05
5.20436664e-01 -4.11235517e-06 1.69604247e-05
5.22823988e-01 -4.17624648e-06 1.69859887e-05
5.25211312e-01 -4.23934981e-06 1.70037305e-05
5.27598636e-01 -4.30167557e-06 1.70146427e-05
5.29985960e-01 -4.36323402e-06 1.70216147e-05
5.32373285e-01 -4.42403533e-06 1.70293820e-05
5.34760609e-01 -4.48408953e-06 1.70444830e-05
5.37147933e-01 -4.54340655e-06 1.70719203e-05
5.39535257e-01 -4.60199620e-06 1.71064487e-05
5.41922581e-01 -4.65986817e-06 1.71418459e-05
5.44309905e-01 -4.71703203e-06 1.71735928e-05
5.46697230e-01 -4.77349725e-06 1.71988643e-05
5.49084554e-01 -4.82927316e-06 1.72165273e-05
5.51471878e-01 -4.88436899e-06 1.72271282e-05
5.53859202e-01 -4.93879385e-06 1.72328640e-05
5.56246526e-01 -4.99255675e-06 1.72375389e-05
5.58633850e-01 -5.04566657e-06 1.72465203e-05
5.61021174e-01 -5.09813208e-06 1.72662877e-05
5.63408499e-01 -5.14996194e-06 1.72965503e-05
5.65795823e-01 -5.20116469e-06 1.73310155e-05
5.68183147e-01 -5.25174878e-06 1.73645980e-05
5.70570471e-01 -5.30172254e-06 1.73936684e-05
5.72957795e-01 -5.35109418e-06 1.74160512e-05
5.75345119e-01 -5.39987181e-06 1.74310239e-05
5.77732443e-01 -5.44806344e-06 1.74393037e-05
5.80119768e-01 -5.49567697e-06 1.74430208e-05
5.82507092e-01 -5.54272018e-06 1.74456793e-05
5.84894416e-01 -5.58920077e-06 1.74521190e-05
5.87281740e-01 -5.63512631e-06 1.74683608e-05
5.89669064e-01 -5.68050429e-06 1.74957386e-05
5.92056388e-01 -5.72534209e-06 1.75286087e-05
5.94443712e-01 -5.76964699e-06 1.75619907e-05
5.96831037e-01 -5.81342617e-06 1.75921460e-05
5.99218361e-01 -5.85668671e-06 1.76165737e-05
6.01605685e-01 -5.89943559e-06 1.76340122e-05
6.03993009e-01 -5.94167971e-06 1.76444348e-05
6.06380333e-01 -5.98342585e-06 1.76490332e-05
6.08767657e-01 -6.02468072e-06 1.76501892e-05
6.11154981e-01 -6.06545092e-06 1.76514394e-05
6.13542306e-01 -6.10574296e-06 1.76574444e-05
6.15929630e-01 -6.14556328e-06 1.76737089e-05
6.18316954e-01 -6.18491819e-06 1.77004209e-05
6.20704278e-01 -6.22381395e-06 1.77323058e-05
6.23091602e-01 -6.26225672e-06 1.77648638e-05
6.25478926e-01 -6.30025256e-06 1.77946432e-05
6.27866250e-01 -6.33780746e-06 1.78192376e-05
6.30253575e-01 -6.37492732e-06 1.78372882e-05
6.32640899e-01 -6.41161796e-06 1.78484832e-05
6.35028223e-01 -6.44788511e-06 1.78535466e-05
6.37415547e-01 -6.48373442e-06 1.78542174e-05
6.39802871e-01 -6.51917147e-06 1.78532205e-05
6.42190195e-01 -6.55420176e-06 1.78542372e-05
6.44577520e-01 -6.58883069e-06 1.78618852e-05
6.46964844e-01 -6.62306361e-06 1.78806085e-05
6.49352168e-01 -6.65690579e-06 1.79080409e-05
6.51739492e-01 -6.69036240e-06 1.79394413e-05
6.54126816e-01 -6.72343857e-06 1.79709478e-05
6.56514140e-01 -6.75613933e-06 1.79995750e-05
6.58901464e-01 -6.78846966e-06 1.80232131e-05
6.61288789e-01 -6.82043445e-06 1.80406317e-05
6.63676113e-01 -6.85203853e-06 1.80514795e-05
6.66063437e-01 -6.88328666e-06 1.80562768e-05
6.68450761e-01 -6.91418353e-06 1.80563985e-05
6.70838085e-01 -6.94473376e-06 1.80540512e-05
6.73225409e-01 -6.97494192e-06 1.80522465e-05
6.75612733e-01 -7.00481248e-06 1.80547804e-05
6.78000058e-01 -7.03434989e-06 1.80661857e-05
6.80387382e-01 -7.06355851e-06 1.80881125e-05
6.82774706e-01 -7.09244263e-06 1.81165140e-05
6.85162030e-01 -7.12100650e-06 1.81474417e-05
6.87549354e-01 -7.14925429e-06 1.81776815e-05
6.89936678e-01 -7.17719014e-06 1.82047461e-05
6.92324002e-01 -7.20481809e-06 1.82268774e-05
