#	Time	Error_of_Energy	Error_of_Position
1.19366207e-03 -3.32025185e-09 3.48408790e-08
2.38732415e-03 -1.32787792e-08 7.35450451e-08
3.58098622e-03 -2.98689051e-08 1.14343144e-07
4.77464829e-03 -5.30795063e-08 1.55714099e-07
5.96831037e-03 -8.28950319e-08 1.96508875e-07
7.16197244e-03 -1.19295525e-07 2.36074009e-07
8.35563451e-03 -1.62256655e-07 2.74374833e-07
9.54929659e-03 -2.11749741e-07 3.12118320e-07
1.07429587e-02 -2.67741793e-07 3.50718045e-07
1.19366207e-02 -3.30195556e-07 3.89971291e-07
1.31302828e-02 -3.99069569e-07 4.28643875e-07
1.43239449e-02 -4.74318214e-07 4.66663395e-07
1.55176070e-02 -5.55891772e-07 5.05255056e-07
1.67112690e-02 -6.43736501e-07 5.44672126e-07
1.79049311e-02 -7.37794703e-07 5.83171364e-07
1.90985932e-02 -8.38004792e-07 6.20416926e-07
2.02922552e-02 -9.44301386e-07 6.57878057e-07
2.14859173e-02 -1.05661539e-06 6.96938267e-07
2.26795794e-02 -1.17487408e-06 7.35398536e-07
2.38732415e-02 -1.29900122e-06 7.72224595e-07
2.50669035e-02 -1.42891713e-06 8.08629842e-07
2.62605656e-02 -1.56453881e-06 8.47018735e-07
2.74542277e-02 -1.70578002e-06 8.85408223e-07
2.86478898e-02 -1.85255143e-06 9.21879121e-07
2.98415518e-02 -2.00476071e-06 9.57168085e-07
3.10352139e-02 -2.16231264e-06 9.94313274e-07
3.22288760e-02 -2.32510922e-06 1.03250298e-06
3.34225380e-02 -2.49304983e-06 1.06878869e-06
3.46162001e-02 -2.66603131e-06 1.10313404e-06
3.58098622e-02 -2.84394811e-06 1.13855962e-06
3.70035243e-02 -3.02669241e-06 1.17624769e-06
3.81971863e-02 -3.21415425e-06 1.21247269e-06
3.93908484e-02 -3.40622163e-06 1.24613908e-06
4.05845105e-02 -3.60278071e-06 1.27961599e-06
4.17781726e-02 -3.80371586e-06 1.31620887e-06
4.29718346e-02 -4.00890985e-06 1.35239652e-06
4.41654967e-02 -4.21824395e-06 1.38572962e-06
4.53591588e-02 -4.43159806e-06 1.41751649e-06
4.65528209e-02 -4.64885088e-06 1.45210469e-06
4.77464829e-02 -4.86988000e-06 1.48805542e-06
4.89401450e-02 -5.09456205e-06 1.52139305e-06
5.01338071e-02 -5.32277281e-06 1.55203077e-06
5.13274691e-02 -5.55438738e-06 1.58389256e-06
5.25211312e-02 -5.78928024e-06 1.61901583e-06
5.37147933e-02 -6.02732546e-06 1.65256019e-06
5.49084554e-02 -6.26839675e-06 1.68271560e-06
5.61021174e-02 -6.51236763e-06 1.71193986e-06
5.72957795e-02 -6.75911154e-06 1.74503447e-06
5.84894416e-02 -7.00850192e-06 1.77865807e-06
5.96831037e-02 -7.26041238e-06 1.80897469e-06
6.08767657e-02 -7.51471681e-06 1.83655769e-06
6.20704278e-02 -7.77128943e-06 1.86625088e-06
6.32640899e-02 -8.03000497e-06 1.89922568e-06
6.44577520e-02 -8.29073874e-06 1.93009402e-06
6.56514140e-02 -8.55336675e-06 1.95720998e-06
6.68450761e-02 -8.81776579e-06 1.98348789e-06
6.80387382e-02 -9.08381353e-06 2.01413349e-06
6.92324002e-02 -9.35138863e-06 2.04536491e-06
7.04260623e-02 -9.62037081e-06 2.07302191e-06
7.16197244e-02 -9.89064097e-06 2.09755399e-06
7.28133865e-02 -1.01620812e-05 2.12394638e-06
7.40070485e-02 -1.04345750e-05 2.15434001e-06
7.52007106e-02 -1.07080071e-05 2.18297722e-06
7.63943727e-02 -1.09822639e-05 2.20754127e-06
7.75880348e-02 -1.12572333e-05 2.23035973e-06
7.87816968e-02 -1.15328046e-05 2.25727506e-06
7.99753589e-02 -1.18088690e-05 2.28623265e-06
8.11690210e-02 -1.20853193e-05 2.31201657e-06
8.23626831e-02 -1.23620502e-05 2.33390968e-06
8.35563451e-02 -1.26389581e-05 2.35580977e-06
8.47500072e-02 -1.29159413e-05 2.38267347e-06
8.59436693e-02 -1.31929002e-05 2.40962058e-06
8.71373313e-02 -1.34697369e-05 2.43266585e-06
8.83309934e-02 -1.37463557e-05 2.45236815e-06
8.95246555e-02 -1.40226629e-05 2.47377066e-06
9.07183176e-02 -1.42985668e-05 2.49978942e-06
9.19119796e-02 -1.45739778e-05 2.52458377e-06
9.31056417e-02 -1.48488086e-05 2.54519010e-06
9.42993038e-02 -1.51229738e-05 2.56307176e-06
9.54929659e-02 -1.53963904e-05 2.58385133e-06
9.66866279e-02 -1.56689774e-05 2.60856519e-06
9.78802900e-02 -1.59406560e-05 2.63133419e-06
9.90739521e-02 -1.62113497e-05 2.64986104e-06
1.00267614e-01 -1.64809842e-05 2.66611824e-06
1.01461276e-01 -1.67494873e-05 2.68587353e-06
1.02654938e-01 -1.70167892e-05 2.70910579e-06
1.03848600e-01 -1.72828221e-05 2.73012515e-06
1.05042262e-01 -1.75475206e-05 2.74693836e-06
1.06235925e-01 -1.78108214e-05 2.76163150e-06
1.07429587e-01 -1.80726634e-05 2.77988148e-06
1.08623249e-01 -1.83329877e-05 2.80158869e-06
1.09816911e-01 -1.85917376e-05 2.82119832e-06
1.11010573e-01 -1.88488585e-05 2.83667351e-06
1.12204235e-01 -1.91042981e-05 2.84983951e-06
1.13397897e-01 -1.93580060e-05 2.86608774e-06
1.14591559e-01 -1.96099342e-05 2.88621667e-06
1.15785221e-01 -1.98600364e-05 2.90475241e-06
1.16978883e-01 -2.01082686e-05 2.91930034e-06
1.18172545e-01 -2.03545890e-05 2.93109028e-06
1.19366207e-01 -2.05989574e-05 2.94488707e-06
1.20559869e-01 -2.08413360e-05 2.96321896e-06
1.21753531e-01 -2.10816887e-05 2.98092744e-06
1.22947194e-01 -2.13199813e-05 2.99499526e-06
1.24140856e-01 -2.15561818e-05 3.00577745e-06
1.25334518e-01 -2.17902597e-05 3.01695786e-06
1.26528180e-01 -2.20221866e-05 3.03291827e-06
1.27721842e-01 -2.22519357e-05 3.04982122e-06
1.28915504e-01 -2.24794823e-05 3.06382336e-06
1.30109166e-01 -2.27048030e-05 3.07419266e-06
1.31302828e-01 -2.29278764e-05 3.08326324e-06
1.32496490e-01 -2.31486827e-05 3.09589792e-06
1.33690152e-01 -2.33672037e-05 3.11158197e-06
1.34883814e-01 -2.35834227e-05 3.12572623e-06
1.36077476e-01 -2.37973248e-05 3.13637410e-06
1.37271138e-01 -2.40088965e-05 3.14436958e-06
1.38464800e-01 -2.42181256e-05 3.15331001e-06
1.39658463e-01 -2.44250016e-05 3.16663975e-06
1.40852125e-01 -2.46295154e-05 3.18063784e-06
1.42045787e-01 -2.48316591e-05 3.19206447e-06
1.43239449e-01 -2.50314262e-05 3.20021628e-06
1.44433111e-01 -2.52288116e-05 3.20687967e-06
1.45626773e-01 -2.54238113e-05 3.21613373e-06
1.46820435e-01 -2.56164226e-05 3.22882053e-06
1.48014097e-01 -2.58066442e-05 3.24090824e-06
1.49207759e-01 -2.59944755e-05 3.25017181e-06
1.50401421e-01 -2.61799173e-05 3.25661775e-06
1.51595083e-01 -2.63629716e-05 3.26243776e-06
1.52788745e-01 -2.65436410e-05 3.27147370e-06
1.53982407e-01 -2.67219297e-05 3.28298714e-06
1.55176070e-01 -2.68978423e-05 3.29344394e-06
1.56369732e-01 -2.70713847e-05 3.30118434e-06
1.57563394e-01 -2.72425636e-05 3.30648579e-06
1.58757056e-01 -2.74113866e-05 3.31151783e-06
1.59950718e-01 -2.75778620e-05 3.31969751e-06
1.61144380e-01 -2.77419990e-05 3.32995064e-06
1.62338042e-01 -2.79038078e-05 3.33919043e-06
1.63531704e-01 -2.80632988e-05 3.34598019e-06
1.64725366e-01 -2.82204837e-05 3.35054092e-06
1.65919028e-01 -2.83753744e-05 3.35470811e-06
1.67112690e-01 -2.85279838e-05 3.36153437e-06
1.68306352e-01 -2.86783252e-05 3.37053274e-06
1.69500014e-01 -2.88264125e-05 3.37891092e-06
1.70693676e-01 -2.89722604e-05 3.38522210e-06
1.71887339e-01 -2.91158838e-05 3.38941541e-06
1.73081001e-01 -2.92572983e-05 3.39279533e-06
1.74274663e-01 -2.93965200e-05 3.39791879e-06
1.75468325e-01 -2.95335654e-05 3.40554186e-06
1.76661987e-01 -2.96684514e-05 3.41323042e-06
1.77855649e-01 -2.98011952e-05 3.41939938e-06
1.79049311e-01 -2.99318148e-05 3.42361764e-06
1.80242973e-01 -3.00603280e-05 3.42657059e-06
1.81436635e-01 -3.01867534e-05 3.43002237e-06
1.82630297e-01 -3.03111096e-05 3.43589030e-06
1.83823959e-01 -3.04334157e-05 3.44276784e-06
1.85017621e-01 -3.05536909e-05 3.44890011e-06
1.86211283e-01 -3.06719548e-05 3.45346508e-06
1.87404945e-01 -3.07882271e-05 3.45653947e-06
1.88598608e-01 -3.09025278e-05 3.45906449e-06
