#	Time	Error_of_Energy	Error_of_Position
4.77464829e-03 1.74864512e-07 1.25041151e-06
9.54929659e-03 6.96829499e-07 2.49883126e-06
1.43239449e-02 1.55807456e-06 3.74650883e-06
1.90985932e-02 2.74578071e-06 4.99108725e-06
2.38732415e-02 4.24244410e-06 6.23243914e-06
2.86478898e-02 6.02629825e-06 7.46950699e-06
3.34225380e-02 8.07182877e-06 8.70163408e-06
3.81971863e-02 1.03503619e-05 9.92807457e-06
4.29718346e-02 1.28307055e-05 1.11481610e-05
4.77464829e-02 1.54798220e-05 1.23612251e-05
5.25211312e-02 1.82635089e-05 1.35665620e-05
5.72957795e-02 2.11470699e-05 1.47633205e-05
6.20704278e-02 2.40959545e-05 1.59503266e-05
6.68450761e-02 2.70763514e-05 1.71258101e-05
7.16197244e-02 3.00557235e-05 1.82880922e-05
7.63943727e-02 3.30032719e-05 1.94371986e-05
8.11690210e-02 3.58903253e-05 2.05736946e-05
8.59436693e-02 3.86906497e-05 2.16981103e-05
9.07183176e-02 4.13806791e-05 2.28102743e-05
9.54929659e-02 4.39396683e-05 2.39083280e-05
1.00267614e-01 4.63497742e-05 2.49877836e-05
1.05042262e-01 4.85960707e-05 2.60479342e-05
1.09816911e-01 5.06665043e-05 2.70930849e-05
1.14591559e-01 5.25518005e-05 2.81253036e-05
1.19366207e-01 5.42453274e-05 2.91416920e-05
1.24140856e-01 5.57429270e-05 3.01344587e-05
1.28915504e-01 5.70427215e-05 3.11080684e-05
1.33690152e-01 5.81449031e-05 3.20690079e-05
1.38464800e-01 5.90515128e-05 3.30134882e-05
1.43239449e-01 5.97662173e-05 3.39318555e-05
1.48014097e-01 6.02940855e-05 3.48341529e-05
1.52788745e-01 6.06413728e-05 3.57238485e-05
1.57563394e-01 6.08153139e-05 3.65886647e-05
1.62338042e-01 6.08239281e-05 3.74346627e-05
1.67112690e-01 6.06758392e-05 3.82689139e-05
1.71887339e-01 6.03801105e-05 3.90783108e-05
1.76661987e-01 5.99460958e-05 3.98713025e-05
1.81436635e-01 5.93833074e-05 4.06506980e-05
1.86211283e-01 5.87012996e-05 4.14054936e-05
1.90985932e-01 5.79095680e-05 4.21487342e-05
1.95760580e-01 5.70174641e-05 4.28719834e-05
2.00535228e-01 5.60341232e-05 4.35784766e-05
2.05309877e-01 5.49684055e-05 4.42705572e-05
2.10084525e-01 5.38288489e-05 4.49432082e-05
2.14859173e-01 5.26236323e-05 4.56031984e-05
2.19633821e-01 5.13605481e-05 4.62447569e-05
2.24408470e-01 5.00469837e-05 4.68732081e-05
2.29183118e-01 4.86899094e-05 4.74853145e-05
2.33957766e-01 4.72958730e-05 4.80836089e-05
2.38732415e-01 4.58709994e-05 4.86675602e-05
2.43507063e-01 4.44209953e-05 4.92369736e-05
2.48281711e-01 4.29511565e-05 4.97943871e-05
2.53056360e-01 4.14663790e-05 5.03358123e-05
2.57831008e-01 3.99711722e-05 5.08685918e-05
2.62605656e-01 3.84696740e-05 5.13829824e-05
2.67380304e-01 3.69656667e-05 5.18925034e-05
2.72154953e-01 3.54625946e-05 5.23822923e-05
2.76929601e-01 3.39635819e-05 5.28677043e-05
2.81704249e-01 3.24714504e-05 5.33373210e-05
2.86478898e-01 3.09887382e-05 5.37956742e-05
2.91253546e-01 2.95177170e-05 5.42495391e-05
2.96028194e-01 2.80604104e-05 5.46812217e-05
3.00802842e-01 2.66186107e-05 5.51175765e-05
3.05577491e-01 2.51938956e-05 5.55332861e-05
3.10352139e-01 2.37876443e-05 5.59407489e-05
3.15126787e-01 2.24010525e-05 5.63488363e-05
3.19901436e-01 2.10351474e-05 5.67307558e-05
3.24676084e-01 1.96908010e-05 5.71195333e-05
3.29450732e-01 1.83687433e-05 5.74971864e-05
3.34225380e-01 1.70695747e-05 5.78519443e-05
3.39000029e-01 1.57937774e-05 5.82212385e-05
3.43774677e-01 1.45417260e-05 5.85716438e-05
3.48549325e-01 1.33136978e-05 5.89027666e-05
3.53323974e-01 1.21098819e-05 5.92518688e-05
3.58098622e-01 1.09303878e-05 5.95800120e-05
3.62873270e-01 9.77525396e-06 5.98879709e-05
3.67647919e-01 8.64445451e-06 6.02168366e-05
3.72422567e-01 7.53790655e-06 6.05284884e-05
3.77197215e-01 6.45547630e-06 6.08144025e-05
3.81971863e-01 5.39698495e-06 6.11200485e-05
3.86746512e-01 4.36221390e-06 6.14209406e-05
3.91521160e-01 3.35090969e-06 6.16905259e-05
3.96295808e-01 2.36278845e-06 6.19656282e-05
4.01070457e-01 1.39753991e-06 6.22576123e-05
4.05845105e-01 4.54831154e-07 6.25214736e-05
4.10619753e-01 -4.65690049e-07 6.27655916e-05
4.15394401e-01 -1.36439217e-06 6.30368003e-05
4.20169050e-01 -2.24165717e-06 6.33035283e-05
4.24943698e-01 -3.09787798e-06 6.35377997e-05
4.29718346e-01 -3.93345624e-06 6.37671713e-05
4.34492995e-01 -4.74880029e-06 6.40266605e-05
4.39267643e-01 -5.54432331e-06 6.42712551e-05
4.44042291e-01 -6.32044170e-06 6.44839398e-05
4.48816940e-01 -7.07757358e-06 6.46976041e-05
4.53591588e-01 -7.81613753e-06 6.49421410e-05
4.58366236e-01 -8.53655141e-06 6.51718887e-05
4.63140884e-01 -9.23923129e-06 6.53694056e-05
4.67915533e-01 -9.92459059e-06 6.55621285e-05
4.72690181e-01 -1.05930393e-05 6.57892079e-05
4.77464829e-01 -1.12449831e-05 6.60113200e-05
4.82239478e-01 -1.18808231e-05 6.62016756e-05
4.87014126e-01 -1.25009548e-05 6.63736123e-05
4.91788774e-01 -1.31057684e-05 6.65727253e-05
4.96563422e-01 -1.36956475e-05 6.67894775e-05
5.01338071e-01 -1.42709694e-05 6.69828389e-05
5.06112719e-01 -1.48321048e-05 6.71459907e-05
5.10887367e-01 -1.53794172e-05 6.73069090e-05
5.15662016e-01 -1.59132630e-05 6.75042224e-05
5.20436664e-01 -1.64339916e-05 6.77048303e-05
5.25211312e-01 -1.69419448e-05 6.78778915e-05
5.29985960e-01 -1.74374569e-05 6.80236030e-05
5.34760609e-01 -1.79208549e-05 6.81723102e-05
5.39535257e-01 -1.83924582e-05 6.83581890e-05
5.44309905e-01 -1.88525788e-05 6.85473424e-05
5.49084554e-01 -1.93015211e-05 6.87105423e-05
5.53859202e-01 -1.97395824e-05 6.88454662e-05
5.58633850e-01 -2.01670524e-05 6.89759469e-05
5.63408499e-01 -2.05842135e-05 6.91410862e-05
5.68183147e-01 -2.09913412e-05 6.93225400e-05
5.72957795e-01 -2.13887036e-05 6.94858083e-05
5.77732443e-01 -2.17765619e-05 6.96194260e-05
5.82507092e-01 -2.21551708e-05 6.97346535e-05
5.87281740e-01 -2.25247776e-05 6.98646290e-05
5.92056388e-01 -2.28856236e-05 7.00306744e-05
5.96831037e-01 -2.32379432e-05 7.01985128e-05
6.01605685e-01 -2.35819647e-05 7.03433446e-05
6.06380333e-01 -2.39179100e-05 7.04600877e-05
6.11154981e-01 -2.42459949e-05 7.05628717e-05
6.15929630e-01 -2.45664295e-05 7.06841476e-05
6.20704278e-01 -2.48794177e-05 7.08404360e-05
6.25478926e-01 -2.51851580e-05 7.09991383e-05
6.30253575e-01 -2.54838434e-05 7.11369781e-05
6.35028223e-01 -2.57756612e-05 7.12473741e-05
6.39802871e-01 -2.60607937e-05 7.13400398e-05
6.44577520e-01 -2.63394179e-05 7.14404706e-05
6.49352168e-01 -2.66117061e-05 7.15772388e-05
6.54126816e-01 -2.68778253e-05 7.17295777e-05
6.58901464e-01 -2.71379380e-05 7.18701743e-05
6.63676113e-01 -2.73922022e-05 7.19858463e-05
6.68450761e-01 -2.76407712e-05 7.20772598e-05
6.73225409e-01 -2.78837941e-05 7.21585586e-05
6.78000058e-01 -2.81214155e-05 7.22568802e-05
6.82774706e-01 -2.83537764e-05 7.23905890e-05
6.87549354e-01 -2.85810132e-05 7.25340913e-05
6.92324002e-01 -2.88032587e-05 7.26646786e-05
6.97098651e-01 -2.90206421e-05 7.27713886e-05
7.01873299e-01 -2.92332886e-05 7.28547739e-05
7.06647947e-01 -2.94413199e-05 7.29266015e-05
7.11422596e-01 -2.96448545e-05 7.30094869e-05
7.16197244e-01 -2.98440072e-05 7.31270116e-05
