#	Time	Error_of_Energy	Error_of_Position
1.90985932e-02 4.42487518e-05 7.99519293e-05
3.81971863e-02 1.66757841e-04 1.59047890e-04
5.72957795e-02 3.40584735e-04 2.36429159e-04
7.63943727e-02 5.31309384e-04 3.11236060e-04
9.54929659e-02 7.07062899e-04 3.82692320e-04
1.14591559e-01 8.45311158e-04 4.50143050e-04
1.33690152e-01 9.34980850e-04 5.13147141e-04
1.52788745e-01 9.74921192e-04 5.71466181e-04
1.71887339e-01 9.70646168e-04 6.25050896e-04
1.90985932e-01 9.30999400e-04 6.74030037e-04
2.10084525e-01 8.65607021e-04 7.18631584e-04
2.29183118e-01 7.83318130e-04 7.59165736e-04
2.48281711e-01 6.91470330e-04 7.95971552e-04
2.67380304e-01 5.95708160e-04 8.29399040e-04
2.86478898e-01 5.00108684e-04 8.59783537e-04
3.05577491e-01 4.07440323e-04 8.87454892e-04
3.24676084e-01 3.19450739e-04 9.12703465e-04
3.43774677e-01 2.37130833e-04 9.35796244e-04
3.62873270e-01 1.60933957e-04 9.56954943e-04
3.81971863e-01 9.09469922e-05 9.76429330e-04
4.01070457e-01 2.70181368e-05 9.94384195e-04
4.20169050e-01 -3.11508320e-05 1.01097651e-03
4.39267643e-01 -8.39398752e-05 1.02635519e-03
4.58366236e-01 -1.31766617e-04 1.04065028e-03
4.77464829e-01 -1.75057234e-04 1.05397219e-03
4.96563422e-01 -2.14227964e-04 1.06641276e-03
5.15662016e-01 -2.49673997e-04 1.07805076e-03
5.34760609e-01 -2.81763396e-04 1.08897425e-03
5.53859202e-01 -3.10834363e-04 1.09929799e-03
5.72957795e-01 -3.37194685e-04 1.10903986e-03
5.92056388e-01 -3.61122525e-04 1.11818675e-03
6.11154981e-01 -3.82868026e-04 1.12686537e-03
6.30253575e-01 -4.02655331e-04 1.13516945e-03
6.49352168e-01 -4.20684789e-04 1.14295840e-03
6.68450761e-01 -4.37135195e-04 1.15045696e-03
6.87549354e-01 -4.52165943e-04 1.15759035e-03
7.06647947e-01 -4.65919070e-04 1.16436274e-03
7.25746540e-01 -4.78521130e-04 1.17093388e-03
7.44845134e-01 -4.90084910e-04 1.17711463e-03
7.63943727e-01 -5.00710975e-04 1.18318002e-03
7.83042320e-01 -5.10489053e-04 1.18887888e-03
8.02140913e-01 -5.19499270e-04 1.19448009e-03
