#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
1.20931605e-03 -2.82034527e-15 3.65586799e-08 9.13925644e-08
2.41863211e-03 -1.16659736e-14 7.31272525e-08 1.82789719e-07
3.62794816e-03 -2.69214776e-14 1.09715606e-07 2.74196054e-07
4.83726421e-03 -4.78176721e-14 1.46333623e-07 3.65616156e-07
6.04658027e-03 -7.47391497e-14 1.82991172e-07 4.57054613e-07
7.25589632e-03 -1.08198700e-13 2.19698111e-07 5.48516009e-07
8.46521237e-03 -1.47042547e-13 2.56464276e-07 6.40004923e-07
9.67452842e-03 -1.91783479e-13 2.93299483e-07 7.31525931e-07
1.08838445e-02 -2.43062484e-13 3.30213523e-07 8.23083607e-07
1.20931605e-02 -2.99982179e-13 3.67216156e-07 9.14682516e-07
1.33024766e-02 -3.63311750e-13 4.04317111e-07 1.00632722e-06
1.45117926e-02 -4.32282012e-13 4.41526083e-07 1.09802227e-06
1.57211087e-02 -5.07149359e-13 4.78852724e-07 1.18977222e-06
1.69304247e-02 -5.88554780e-13 5.16306646e-07 1.28158160e-06
1.81397408e-02 -6.75600890e-13 5.53897416e-07 1.37345495e-06
1.93490568e-02 -7.68672285e-13 5.91634552e-07 1.46539678e-06
2.05583729e-02 -8.67384369e-13 6.29527518e-07 1.55741161e-06
2.17676890e-02 -9.72249934e-13 6.67585727e-07 1.64950394e-06
2.29770050e-02 -1.08352538e-12 7.05818532e-07 1.74167826e-06
2.41863211e-02 -1.20031331e-12 7.44235227e-07 1.83393906e-06
2.53956371e-02 -1.32287013e-12 7.82845043e-07 1.92629078e-06
2.66049532e-02 -1.45222142e-12 8.21657145e-07 2.01873790e-06
2.78142692e-02 -1.58631602e-12 8.60680629e-07 2.11128485e-06
2.90235853e-02 -1.72682049e-12 8.99924524e-07 2.20393605e-06
3.02329013e-02 -1.87360664e-12 9.39397784e-07 2.29669592e-06
3.14422174e-02 -2.02603349e-12 9.79109289e-07 2.38956886e-06
3.26515334e-02 -2.18448561e-12 1.01906784e-06 2.48255924e-06
3.38608495e-02 -2.34845023e-12 1.05928217e-06 2.57567143e-06
3.50701655e-02 -2.51856833e-12 1.09976091e-06 2.66890978e-06
3.62794816e-02 -2.69471171e-12 1.14051263e-06 2.76227861e-06
3.74887976e-02 -2.87598299e-12 1.18154582e-06 2.85578224e-06
3.86981137e-02 -3.06392055e-12 1.22286885e-06 2.94942495e-06
3.99074298e-02 -3.25762699e-12 1.26449004e-06 3.04321104e-06
4.11167458e-02 -3.45684592e-12 1.30641761e-06 3.13714474e-06
4.23260619e-02 -3.66183374e-12 1.34865969e-06 3.23123029e-06
4.35353779e-02 -3.87259046e-12 1.39122432e-06 3.32547190e-06
4.47446940e-02 -4.08950065e-12 1.43411944e-06 3.41987377e-06
4.59540100e-02 -4.31230792e-12 1.47735292e-06 3.51444006e-06
4.71633261e-02 -4.54037130e-12 1.52093253e-06 3.60917492e-06
4.83726421e-02 -4.77433176e-12 1.56486593e-06 3.70408248e-06
4.95819582e-02 -5.01393291e-12 1.60916070e-06 3.79916683e-06
5.07912742e-02 -5.25968754e-12 1.65382433e-06 3.89443206e-06
5.20005903e-02 -5.51044187e-12 1.69886422e-06 3.98988221e-06
5.32099063e-02 -5.76760608e-12 1.74428765e-06 4.08552131e-06
5.44192224e-02 -6.02989819e-12 1.79010182e-06 4.18135337e-06
5.56285384e-02 -6.29847198e-12 1.83631386e-06 4.27738236e-06
5.68378545e-02 -6.57191728e-12 1.88293076e-06 4.37361223e-06
5.80471705e-02 -6.85151605e-12 1.92995944e-06 4.47004691e-06
5.92564866e-02 -7.13675552e-12 1.97740674e-06 4.56669030e-06
6.04658027e-02 -7.42712288e-12 2.02527937e-06 4.66354625e-06
6.16751187e-02 -7.72390012e-12 2.07358398e-06 4.76061862e-06
6.28844348e-02 -8.02567707e-12 2.12232710e-06 4.85791121e-06
6.40937508e-02 -8.33271011e-12 2.17151518e-06 4.95542782e-06
6.53030669e-02 -8.64615303e-12 2.22115458e-06 5.05317220e-06
6.65123829e-02 -8.96433925e-12 2.27125156e-06 5.15114806e-06
6.77216990e-02 -9.28842257e-12 2.32181230e-06 5.24935912e-06
6.89310150e-02 -9.61789017e-12 2.37284287e-06 5.34780904e-06
7.01403311e-02 -9.95261388e-12 2.42434926e-06 5.44650144e-06
7.13496471e-02 -1.02932347e-11 2.47633739e-06 5.54543995e-06
7.25589632e-02 -1.06388552e-11 2.52881305e-06 5.64462812e-06
7.37682792e-02 -1.09901163e-11 2.58178198e-06 5.74406951e-06
7.49775953e-02 -1.13467618e-11 2.63524981e-06 5.84376762e-06
7.61869113e-02 -1.17086634e-11 2.68922209e-06 5.94372593e-06
7.73962274e-02 -1.20756929e-11 2.74370430e-06 6.04394789e-06
7.86055435e-02 -1.24483630e-11 2.79870181e-06 6.14443691e-06
7.98148595e-02 -1.28261611e-11 2.85421992e-06 6.24519637e-06
8.10241756e-02 -1.32093435e-11 2.91026385e-06 6.34622962e-06
8.22334916e-02 -1.35976537e-11 2.96683874e-06 6.44753997e-06
8.34428077e-02 -1.39912201e-11 3.02394963e-06 6.54913071e-06
8.46521237e-02 -1.43896580e-11 3.08160150e-06 6.65100507e-06
8.58614398e-02 -1.47938647e-11 3.13979926e-06 6.75316626e-06
8.70707558e-02 -1.52029430e-11 3.19854771e-06 6.85561748e-06
8.82800719e-02 -1.56172774e-11 3.25785160e-06 6.95836186e-06
8.94893879e-02 -1.60363550e-11 3.31771560e-06 7.06140250e-06
9.06987040e-02 -1.64613298e-11 3.37814430e-06 7.16474248e-06
9.19080200e-02 -1.68909196e-11 3.43914222e-06 7.26838483e-06
9.31173361e-02 -1.73253810e-11 3.50071381e-06 7.37233257e-06
9.43266521e-02 -1.77652267e-11 3.56286344e-06 7.47658865e-06
9.55359682e-02 -1.82096875e-11 3.62559543e-06 7.58115601e-06
9.67452842e-02 -1.86592761e-11 3.68891401e-06 7.68603753e-06
9.79546003e-02 -1.91136081e-11 3.75282334e-06 7.79123609e-06
9.91639164e-02 -1.95733244e-11 3.81732753e-06 7.89675449e-06
1.00373232e-01 -2.00373994e-11 3.88243062e-06 8.00259554e-06
1.01582548e-01 -2.05062177e-11 3.94813658e-06 8.10876197e-06
1.02791865e-01 -2.09804203e-11 4.01444931e-06 8.21525649e-06
1.04001181e-01 -2.14592380e-11 4.08137265e-06 8.32208180e-06
1.05210497e-01 -2.19427990e-11 4.14891040e-06 8.42924052e-06
1.06419813e-01 -2.24312315e-11 4.21706627e-06 8.53673526e-06
1.07629129e-01 -2.29245356e-11 4.28584391e-06 8.64456859e-06
1.08838445e-01 -2.34213009e-11 4.35524694e-06 8.75274303e-06
1.10047761e-01 -2.39239634e-11 4.42527889e-06 8.86126107e-06
1.11257077e-01 -2.44308563e-11 4.49594325e-06 8.97012517e-06
1.12466393e-01 -2.49423644e-11 4.56724345e-06 9.07933775e-06
1.13675709e-01 -2.54584876e-11 4.63918286e-06 9.18890118e-06
1.14885025e-01 -2.59793541e-11 4.71176479e-06 9.29881781e-06
1.16094341e-01 -2.65044511e-11 4.78499252e-06 9.40908995e-06
1.17303657e-01 -2.70339068e-11 4.85886925e-06 9.51971986e-06
1.18512973e-01 -2.75683623e-11 4.93339813e-06 9.63070977e-06
1.19722289e-01 -2.81070482e-11 5.00858228e-06 9.74206187e-06
1.20931605e-01 -2.86495801e-11 5.08442475e-06 9.85377833e-06
1.22140921e-01 -2.91972398e-11 5.16092854e-06 9.96586126e-06
1.23350237e-01 -2.97490019e-11 5.23809662e-06 1.00783127e-05
1.24559553e-01 -3.03046100e-11 5.31593187e-06 1.01911348e-05
1.25768870e-01 -3.08645767e-11 5.39443717e-06 1.03043295e-05
1.26978186e-01 -3.14294149e-11 5.47361532e-06 1.04178987e-05
1.28187502e-01 -3.19979709e-11 5.55346909e-06 1.05318445e-05
1.29396818e-01 -3.25707574e-11 5.63400120e-06 1.06461686e-05
1.30606134e-01 -3.31475180e-11 5.71521430e-06 1.07608730e-05
1.31815450e-01 -3.37285091e-11 5.79711104e-06 1.08759595e-05
1.33024766e-01 -3.43134744e-11 5.87969400e-06 1.09914298e-05
1.34234082e-01 -3.49025419e-11 5.96296571e-06 1.11072857e-05
1.35443398e-01 -3.54958400e-11 6.04692866e-06 1.12235289e-05
1.36652714e-01 -3.60928558e-11 6.13158531e-06 1.13401611e-05
1.37862030e-01 -3.66939740e-11 6.21693807e-06 1.14571840e-05
1.39071346e-01 -3.72988098e-11 6.30298930e-06 1.15745990e-05
1.40280662e-01 -3.79077480e-11 6.38974134e-06 1.16924078e-05
1.41489978e-01 -3.85202757e-11 6.47719646e-06 1.18106119e-05
1.42699294e-01 -3.91366494e-11 6.56535692e-06 1.19292128e-05
1.43908610e-01 -3.97563562e-11 6.65422491e-06 1.20482119e-05
1.45117926e-01 -4.03804216e-11 6.74380260e-06 1.21676107e-05
1.46327242e-01 -4.10083331e-11 6.83409211e-06 1.22874106e-05
1.47536558e-01 -4.16393212e-11 6.92509554e-06 1.24076127e-05
1.48745875e-01 -4.22737707e-11 7.01681492e-06 1.25282186e-05
1.49955191e-01 -4.29124507e-11 7.10925228e-06 1.26492295e-05
1.51164507e-01 -4.35544639e-11 7.20240958e-06 1.27706465e-05
1.52373823e-01 -4.42000665e-11 7.29628875e-06 1.28924709e-05
1.53583139e-01 -4.48483614e-11 7.39089169e-06 1.30147038e-05
1.54792455e-01 -4.55008867e-11 7.48622027e-06 1.31373465e-05
1.56001771e-01 -4.61567452e-11 7.58227630e-06 1.32603999e-05
1.57211087e-01 -4.68158086e-11 7.67906157e-06 1.33838651e-05
1.58420403e-01 -4.74779487e-11 7.77657784e-06 1.35077432e-05
1.59629719e-01 -4.81438066e-11 7.87482681e-06 1.36320351e-05
1.60839035e-01 -4.88127412e-11 7.97381016e-06 1.37567418e-05
1.62048351e-01 -4.94844962e-11 8.07352955e-06 1.38818643e-05
1.63257667e-01 -5.01595843e-11 8.17398657e-06 1.40074033e-05
1.64466983e-01 -5.08385183e-11 8.27518280e-06 1.41333598e-05
1.65676299e-01 -5.15198881e-11 8.37711977e-06 1.42597345e-05
1.66885615e-01 -5.22040782e-11 8.47979900e-06 1.43865283e-05
1.68094931e-01 -5.28914733e-11 8.58322194e-06 1.45137419e-05
1.69304247e-01 -5.35816887e-11 8.68739004e-06 1.46413760e-05
1.70513563e-01 -5.42749808e-11 8.79230469e-06 1.47694313e-05
1.71722880e-01 -5.49710933e-11 8.89796726e-06 1.48979084e-05
1.72932196e-01 -5.56701544e-11 9.00437908e-06 1.50268080e-05
1.74141512e-01 -5.63720357e-11 9.11154145e-06 1.51561306e-05
1.75350828e-01 -5.70764811e-11 9.21945563e-06 1.52858767e-05
1.76560144e-01 -5.77837468e-11 9.32812285e-06 1.54160470e-05
1.77769460e-01 -5.84939610e-11 9.43754431e-06 1.55466419e-05
1.78978776e-01 -5.92064827e-11 9.54772118e-06 1.56776618e-05
1.80188092e-01 -5.99215685e-11 9.65865458e-06 1.58091071e-05
1.81397408e-01 -6.06394745e-11 9.77034561e-06 1.59409783e-05
1.82606724e-01 -6.13599446e-11 9.88279533e-06 1.60732757e-05
1.83816040e-01 -6.20824657e-11 9.99600477e-06 1.62059996e-05
1.85025356e-01 -6.28080637e-11 1.01099749e-05 1.63391503e-05
1.86234672e-01 -6.35354563e-11 1.02247068e-05 1.64727281e-05
1.87443988e-01 -6.42655412e-11 1.03402013e-05 1.66067332e-05
1.88653304e-01 -6.49976772e-11 1.04564592e-05 1.67411658e-05
1.89862620e-01 -6.57319925e-11 1.05734816e-05 1.68760260e-05
1.91071936e-01 -6.64686154e-11 1.06912692e-05 1.70113141e-05
1.92281252e-01 -6.72075459e-11 1.08098227e-05 1.71470301e-05
1.93490568e-01 -6.79483993e-11 1.09291431e-05 1.72831741e-05
1.94699885e-01 -6.86915603e-11 1.10492310e-05 1.74197462e-05
1.95909201e-01 -6.94367724e-11 1.11700870e-05 1.75567463e-05
1.97118517e-01 -7.01833947e-11 1.12917120e-05 1.76941745e-05
1.98327833e-01 -7.09325810e-11 1.14141064e-05 1.78320307e-05
1.99537149e-01 -7.16836902e-11 1.15372710e-05 1.79703148e-05
2.00746465e-01 -7.24371070e-11 1.16612063e-05 1.81090268e-05
2.01955781e-01 -7.31915494e-11 1.17859128e-05 1.82481665e-05
2.03165097e-01 -7.39479147e-11 1.19113910e-05 1.83877338e-05
2.04374413e-01 -7.47062030e-11 1.20376414e-05 1.85277285e-05
2.05583729e-01 -7.54662860e-11 1.21646644e-05 1.86681504e-05
2.06793045e-01 -7.62280357e-11 1.22924604e-05 1.88089991e-05
2.08002361e-01 -7.69913236e-11 1.24210299e-05 1.89502746e-05
2.09211677e-01 -7.77560218e-11 1.25503731e-05 1.90919764e-05
2.10420993e-01 -7.85223865e-11 1.26804904e-05 1.92341043e-05
2.11630309e-01 -7.92901614e-11 1.28113820e-05 1.93766579e-05
2.12839625e-01 -8.00593465e-11 1.29430481e-05 1.95196368e-05
2.14048941e-01 -8.08299418e-11 1.30754891e-05 1.96630407e-05
2.15258257e-01 -8.16020754e-11 1.32087049e-05 1.98068690e-05
2.16467574e-01 -8.23756192e-11 1.33426959e-05 1.99511214e-05
2.17676890e-01 -8.31501885e-11 1.34774620e-05 2.00957973e-05
2.18886206e-01 -8.39256553e-11 1.36130034e-05 2.02408963e-05
2.20095522e-01 -8.47027886e-11 1.37493201e-05 2.03864178e-05
2.21304838e-01 -8.54809475e-11 1.38864121e-05 2.05323613e-05
2.22514154e-01 -8.62600038e-11 1.40242794e-05 2.06787262e-05
2.23723470e-01 -8.70402139e-11 1.41629219e-05 2.08255118e-05
2.24932786e-01 -8.78211931e-11 1.43023396e-05 2.09727176e-05
2.26142102e-01 -8.86030697e-11 1.44425323e-05 2.11203428e-05
2.27351418e-01 -8.93862283e-11 1.45834998e-05 2.12683869e-05
2.28560734e-01 -9.01701561e-11 1.47252419e-05 2.14168490e-05
2.29770050e-01 -9.09551095e-11 1.48677585e-05 2.15657284e-05
2.30979366e-01 -9.17405756e-11 1.50110492e-05 2.17150245e-05
2.32188682e-01 -9.25268110e-11 1.51551138e-05 2.18647364e-05
2.33397998e-01 -9.33135591e-11 1.52999520e-05 2.20148633e-05
2.34607314e-01 -9.41013328e-11 1.54455633e-05 2.21654044e-05
2.35816630e-01 -9.48893629e-11 1.55919474e-05 2.23163588e-05
2.37025946e-01 -9.56779058e-11 1.57391038e-05 2.24677257e-05
2.38235262e-01 -9.64672179e-11 1.58870321e-05 2.26195041e-05
2.39444579e-01 -9.72566582e-11 1.60357319e-05 2.27716933e-05
2.40653895e-01 -9.80464831e-11 1.61852024e-05 2.29242921e-05
2.41863211e-01 -9.88365644e-11 1.63354433e-05 2.30772996e-05
2.43072527e-01 -9.96270302e-11 1.64864538e-05 2.32307150e-05
2.44281843e-01 -1.00418137e-10 1.66382334e-05 2.33845370e-05
2.45491159e-01 -1.01209116e-10 1.67907814e-05 2.35387648e-05
2.46700475e-01 -1.02000094e-10 1.69440971e-05 2.36933973e-05
2.47909791e-01 -1.02791458e-10 1.70981797e-05 2.38484334e-05
2.49119107e-01 -1.03582949e-10 1.72530284e-05 2.40038720e-05
2.50328423e-01 -1.04374312e-10 1.74086426e-05 2.41597120e-05
2.51537739e-01 -1.05165676e-10 1.75650213e-05 2.43159522e-05
2.52747055e-01 -1.05957039e-10 1.77221636e-05 2.44725916e-05
2.53956371e-01 -1.06748530e-10 1.78800686e-05 2.46296289e-05
2.55165687e-01 -1.07539509e-10 1.80387355e-05 2.47870629e-05
2.56375003e-01 -1.08330231e-10 1.81981632e-05 2.49448925e-05
2.57584319e-01 -1.09120697e-10 1.83583507e-05 2.51031163e-05
2.58793635e-01 -1.09911419e-10 1.85192969e-05 2.52617331e-05
2.60002951e-01 -1.10701372e-10 1.86810009e-05 2.54207418e-05
2.61212267e-01 -1.11490941e-10 1.88434614e-05 2.55801408e-05
2.62421584e-01 -1.12280253e-10 1.90066773e-05 2.57399290e-05
2.63630900e-01 -1.13068924e-10 1.91706474e-05 2.59001051e-05
2.64840216e-01 -1.13857082e-10 1.93353706e-05 2.60606676e-05
2.66049532e-01 -1.14644471e-10 1.95008455e-05 2.62216152e-05
2.67258848e-01 -1.15432117e-10 1.96670708e-05 2.63829464e-05
2.68468164e-01 -1.16218224e-10 1.98340453e-05 2.65446600e-05
2.69677480e-01 -1.17003947e-10 2.00017676e-05 2.67067545e-05
2.70886796e-01 -1.17789413e-10 2.01702363e-05 2.68692284e-05
2.72096112e-01 -1.18573341e-10 2.03394499e-05 2.70320802e-05
2.73305428e-01 -1.19357140e-10 2.05094070e-05 2.71953086e-05
2.74514744e-01 -1.20138889e-10 2.06801061e-05 2.73589119e-05
2.75724060e-01 -1.20921022e-10 2.08515456e-05 2.75228888e-05
2.76933376e-01 -1.21701488e-10 2.10237241e-05 2.76872375e-05
2.78142692e-01 -1.22481314e-10 2.11966399e-05 2.78519567e-05
2.79352008e-01 -1.23259344e-10 2.13702913e-05 2.80170447e-05
2.80561324e-01 -1.24037247e-10 2.15446767e-05 2.81825000e-05
2.81770640e-01 -1.24813354e-10 2.17197943e-05 2.83483210e-05
