#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
3.02329013e-04 -0.00000000e+00 1.88985530e-16 2.96114085e-16
6.04658027e-04 1.28197512e-16 3.45480190e-16 4.35367966e-16
9.06987040e-04 -0.00000000e+00 5.13556284e-16 6.39206426e-16
1.20931605e-03 -2.56395025e-16 8.21990654e-16 7.51710731e-16
1.51164507e-03 -0.00000000e+00 1.02243420e-15 1.00821340e-15
1.81397408e-03 -0.00000000e+00 1.17400842e-15 1.16862981e-15
2.11630309e-03 -0.00000000e+00 1.64149578e-15 1.14371400e-15
2.41863211e-03 -0.00000000e+00 1.77149414e-15 1.35923706e-15
2.72096112e-03 5.12790050e-16 1.92458221e-15 1.55640496e-15
3.02329013e-03 -0.00000000e+00 2.07487625e-15 1.76437917e-15
3.32561915e-03 -2.56395025e-16 2.39954670e-15 1.84001387e-15
3.62794816e-03 -0.00000000e+00 2.51730473e-15 1.99542783e-15
3.93027717e-03 5.12790050e-16 2.70034510e-15 2.25181685e-15
4.23260619e-03 -2.56395025e-16 2.80326805e-15 2.48558780e-15
4.53493520e-03 -1.28197512e-16 2.97388141e-15 2.72076372e-15
4.83726421e-03 -1.28197512e-16 3.15663051e-15 2.90422252e-15
5.13959323e-03 1.28197512e-16 3.45610092e-15 3.06120242e-15
5.44192224e-03 3.84592537e-16 3.60922105e-15 3.27152231e-15
5.74425125e-03 -2.56395025e-16 3.79333745e-15 3.43446213e-15
6.04658027e-03 -2.56395025e-16 3.94619356e-15 3.68822211e-15
6.34890928e-03 -0.00000000e+00 4.38684643e-15 3.68704991e-15
6.65123829e-03 -1.28197512e-16 4.54955146e-15 3.87225362e-15
6.95356731e-03 -1.28197512e-16 4.69057081e-15 4.03138771e-15
7.25589632e-03 -0.00000000e+00 4.99845893e-15 4.15958791e-15
7.55822533e-03 -1.28197512e-16 5.14839119e-15 4.39541766e-15
7.86055435e-03 -2.56395025e-16 5.30333083e-15 4.60442516e-15
8.16288336e-03 -2.56395025e-16 5.46760330e-15 4.80978736e-15
