#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
1.51164507e-04 -0.00000000e+00 3.20515787e-16 2.86931344e-16
3.02329013e-04 -0.00000000e+00 3.29178730e-17 1.12423141e-16
4.53493520e-04 2.56395025e-16 2.58625105e-16 2.74944940e-16
6.04658027e-04 -0.00000000e+00 6.57790620e-17 1.25683902e-16
7.55822533e-04 1.28197512e-16 2.22816323e-16 1.94077504e-16
9.06987040e-04 -0.00000000e+00 1.34050656e-16 1.97892487e-16
1.05815155e-03 -0.00000000e+00 2.57765063e-16 1.29390971e-16
1.20931605e-03 -0.00000000e+00 1.72143811e-16 2.20533548e-16
1.36048056e-03 -0.00000000e+00 2.68265886e-16 1.62240711e-16
1.51164507e-03 -0.00000000e+00 2.36406598e-16 2.95022950e-16
1.66280957e-03 -0.00000000e+00 2.36737326e-16 9.52325018e-17
1.81397408e-03 -0.00000000e+00 2.52134364e-16 3.42790887e-16
1.96513859e-03 -0.00000000e+00 2.27189178e-16 1.55335170e-16
2.11630309e-03 -0.00000000e+00 4.39018723e-16 2.01061755e-16
2.26746760e-03 -1.28197512e-16 2.54510204e-16 1.89971783e-16
2.41863211e-03 -0.00000000e+00 4.53699009e-16 2.16506488e-16
2.56979661e-03 -2.56395025e-16 2.78947275e-16 2.70365755e-16
2.72096112e-03 -0.00000000e+00 4.40041142e-16 1.79436623e-16
2.87212563e-03 -1.28197512e-16 2.44212265e-16 2.26011737e-16
3.02329013e-03 2.56395025e-16 4.07469276e-16 1.62763261e-16
3.17445464e-03 1.28197512e-16 4.08236620e-16 3.08560423e-16
3.32561915e-03 1.28197512e-16 4.99487913e-16 1.61391155e-16
3.47678365e-03 2.56395025e-16 4.06547538e-16 3.48498534e-16
3.62794816e-03 5.12790050e-16 4.50551915e-16 1.47274251e-16
3.77911267e-03 5.12790050e-16 3.93018567e-16 4.34014904e-16
3.93027717e-03 5.12790050e-16 4.85805172e-16 2.39532684e-16
4.08144168e-03 2.56395025e-16 4.33037387e-16 5.21729791e-16
4.23260619e-03 2.56395025e-16 4.39895227e-16 2.46848338e-16
4.38377069e-03 3.84592537e-16 5.98088111e-16 1.99535121e-16
4.53493520e-03 7.69185075e-16 4.31347751e-16 3.59618028e-16
4.68609971e-03 3.84592537e-16 5.54243472e-16 2.15605848e-16
4.83726421e-03 1.28197512e-16 4.00316651e-16 4.62900691e-16
4.98842872e-03 6.40987562e-16 4.97540145e-16 2.44187586e-16
5.13959323e-03 6.40987562e-16 4.95536142e-16 5.40525835e-16
5.29075773e-03 5.12790050e-16 5.57016440e-16 3.09280308e-16
5.44192224e-03 2.56395025e-16 4.26690259e-16 5.37844908e-16
5.59308675e-03 -0.00000000e+00 5.49897309e-16 2.47424808e-16
5.74425125e-03 6.40987562e-16 4.87701085e-16 4.67910496e-16
5.89541576e-03 1.28197512e-16 5.29542633e-16 2.60224735e-16
6.04658027e-03 -0.00000000e+00 4.49834458e-16 5.55139676e-16
6.19774477e-03 -0.00000000e+00 4.95746619e-16 3.64216948e-16
6.34890928e-03 -0.00000000e+00 6.07724580e-16 3.10133002e-16
6.50007379e-03 -0.00000000e+00 4.54254713e-16 4.28365810e-16
6.65123829e-03 -0.00000000e+00 5.93779063e-16 2.58348541e-16
6.80240280e-03 -2.56395025e-16 4.57353300e-16 4.90533371e-16
6.95356731e-03 -0.00000000e+00 5.57434074e-16 3.32120563e-16
7.10473181e-03 -0.00000000e+00 6.13572454e-16 4.72050854e-16
7.25589632e-03 -0.00000000e+00 6.54466821e-16 2.82947706e-16
7.40706083e-03 -1.28197512e-16 5.06254015e-16 5.22155867e-16
7.55822533e-03 -0.00000000e+00 5.96596935e-16 3.18447137e-16
7.70938984e-03 5.12790050e-16 5.08831192e-16 5.30605540e-16
7.86055435e-03 -1.28197512e-16 5.49765956e-16 3.84272200e-16
8.01171885e-03 -0.00000000e+00 5.02930213e-16 5.75636152e-16
8.16288336e-03 -0.00000000e+00 5.12038341e-16 4.15418456e-16
8.31404786e-03 -1.28197512e-16 6.72189865e-16 3.13919326e-16
8.46521237e-03 -2.56395025e-16 5.06301566e-16 5.30631734e-16
8.61637688e-03 -2.56395025e-16 6.58378791e-16 4.50475695e-16
8.76754138e-03 -1.28197512e-16 4.90261213e-16 5.57606628e-16
8.91870589e-03 -1.28197512e-16 6.55850900e-16 5.25234580e-16
9.06987040e-03 -2.56395025e-16 5.44426872e-16 7.29425430e-16
9.22103490e-03 -1.28197512e-16 7.58013951e-16 5.12374990e-16
9.37219941e-03 -0.00000000e+00 6.76272256e-16 7.03132008e-16
9.52336392e-03 -1.28197512e-16 7.12434409e-16 5.86069180e-16
9.67452842e-03 -1.28197512e-16 6.14865878e-16 6.74065960e-16
9.82569293e-03 -2.56395025e-16 6.83648337e-16 5.04419265e-16
9.97685744e-03 -2.56395025e-16 5.97927082e-16 6.85657796e-16
1.01280219e-02 -0.00000000e+00 6.99280783e-16 5.67097645e-16
1.02791865e-02 -2.56395025e-16 8.09048448e-16 5.10091231e-16
1.04303510e-02 -0.00000000e+00 6.42238271e-16 6.74230899e-16
1.05815155e-02 -2.56395025e-16 7.85700162e-16 5.17691429e-16
