#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
6.04658027e-04 -0.00000000e+00 6.52787431e-15 5.84592185e-15
1.20931605e-03 6.40987562e-16 1.31515382e-14 1.16098325e-14
1.81397408e-03 5.12790050e-16 1.96754579e-14 1.74549458e-14
2.41863211e-03 5.12790050e-16 2.64994399e-14 2.30204335e-14
3.02329013e-03 5.12790050e-16 3.30101011e-14 2.88865644e-14
3.62794816e-03 7.69185075e-16 3.96699295e-14 3.45580636e-14
4.23260619e-03 5.12790050e-16 4.61452736e-14 4.04997765e-14
4.83726421e-03 8.97382587e-16 5.26688528e-14 4.63489136e-14
5.44192224e-03 8.97382587e-16 5.92934592e-14 5.21442671e-14
6.04658027e-03 1.02558010e-15 6.57988252e-14 5.79704499e-14
6.65123829e-03 1.02558010e-15 7.26346550e-14 6.36112483e-14
7.25589632e-03 1.41017264e-15 7.92934360e-14 6.93343840e-14
7.86055435e-03 1.02558010e-15 8.57690162e-14 7.51909316e-14
8.46521237e-03 1.53837015e-15 9.22556769e-14 8.11202521e-14
9.06987040e-03 1.66656766e-15 9.88001025e-14 8.70041582e-14
9.67452842e-03 1.53837015e-15 1.05422448e-13 9.28099197e-14
1.02791865e-02 1.66656766e-15 1.12260534e-13 9.84127505e-14
1.08838445e-02 1.79476517e-15 1.18735914e-13 1.04302545e-13
1.14885025e-02 1.92296269e-15 1.25387850e-13 1.10110891e-13
1.20931605e-02 2.05116020e-15 1.31874726e-13 1.16046188e-13
1.26978186e-02 1.79476517e-15 1.38366291e-13 1.22057116e-13
1.33024766e-02 2.05116020e-15 1.45016365e-13 1.27805144e-13
1.39071346e-02 2.30755522e-15 1.51526389e-13 1.33800912e-13
1.45117926e-02 2.43575274e-15 1.58304571e-13 1.39498216e-13
1.51164507e-02 2.69214776e-15 1.64775356e-13 1.45478945e-13
1.57211087e-02 2.56395025e-15 1.71404644e-13 1.51399692e-13
1.63257667e-02 2.30755522e-15 1.77875666e-13 1.57441290e-13
1.69304247e-02 2.94854279e-15 1.84353381e-13 1.63406725e-13
1.75350828e-02 2.43575274e-15 1.90987491e-13 1.69339574e-13
1.81397408e-02 2.94854279e-15 1.97485719e-13 1.75356537e-13
1.87443988e-02 3.20493781e-15 2.04264026e-13 1.81221157e-13
1.93490568e-02 3.33313532e-15 2.10712182e-13 1.87274523e-13
1.99537149e-02 3.33313532e-15 2.17309251e-13 1.93201004e-13
2.05583729e-02 3.33313532e-15 2.23771152e-13 1.99354516e-13
2.11630309e-02 3.07674030e-15 2.30198277e-13 2.05401985e-13
2.17676890e-02 3.20493781e-15 2.36790868e-13 2.11498313e-13
2.23723470e-02 3.46133284e-15 2.43211338e-13 2.17599825e-13
2.29770050e-02 3.84592537e-15 2.49969249e-13 2.23481595e-13
2.35816630e-02 3.33313532e-15 2.56557606e-13 2.29536419e-13
2.41863211e-02 3.46133284e-15 2.63001042e-13 2.35761677e-13
2.47909791e-02 3.58953035e-15 2.69412287e-13 2.42008835e-13
2.53956371e-02 4.10232040e-15 2.75965815e-13 2.48071851e-13
2.60002951e-02 4.48691293e-15 2.82409360e-13 2.54330681e-13
2.66049532e-02 4.10232040e-15 2.89123817e-13 2.60367497e-13
2.72096112e-02 4.74330796e-15 2.95548639e-13 2.66635622e-13
2.78142692e-02 4.35871542e-15 3.02083941e-13 2.72813113e-13
2.84189272e-02 4.23051791e-15 3.08486339e-13 2.79157793e-13
2.90235853e-02 4.87150547e-15 3.14844514e-13 2.85519550e-13
2.96282433e-02 4.61511045e-15 3.21389141e-13 2.91785407e-13
3.02329013e-02 4.99970298e-15 3.27804782e-13 2.98219941e-13
3.08375594e-02 4.99970298e-15 3.34468686e-13 3.04387007e-13
3.14422174e-02 4.87150547e-15 3.40861673e-13 3.10774852e-13
3.20468754e-02 5.25609801e-15 3.47397248e-13 3.17137106e-13
3.26515334e-02 4.99970298e-15 3.53736921e-13 3.23670790e-13
3.32561915e-02 5.38429552e-15 3.60120417e-13 3.30187149e-13
3.38608495e-02 5.64069055e-15 3.66639983e-13 3.36629774e-13
3.44655075e-02 5.89708557e-15 3.73267259e-13 3.42911539e-13
3.50701655e-02 5.12790050e-15 3.79641785e-13 3.49485574e-13
3.56748236e-02 5.89708557e-15 3.86133306e-13 3.55985741e-13
3.62794816e-02 5.64069055e-15 3.92482180e-13 3.62647619e-13
3.68841396e-02 5.38429552e-15 3.98827304e-13 3.69340191e-13
3.74887976e-02 5.76888806e-15 4.05319381e-13 3.75859973e-13
3.80934557e-02 5.76888806e-15 4.11668576e-13 3.82544509e-13
3.86981137e-02 6.02528308e-15 4.18256858e-13 3.89080673e-13
3.93027717e-02 6.02528308e-15 4.24580673e-13 3.95859200e-13
3.99074298e-02 6.02528308e-15 4.31065641e-13 4.02464826e-13
4.05120878e-02 6.15348060e-15 4.37336370e-13 4.09367666e-13
4.11167458e-02 6.02528308e-15 4.43660208e-13 4.16240485e-13
4.17214038e-02 6.53807313e-15 4.50103863e-13 4.22996481e-13
4.23260619e-02 6.40987562e-15 4.56390649e-13 4.29899362e-13
4.29307199e-02 5.89708557e-15 4.62979242e-13 4.36615754e-13
4.35353779e-02 6.40987562e-15 4.69252718e-13 4.43567413e-13
4.41400359e-02 6.28167811e-15 4.75669773e-13 4.50432264e-13
4.47446940e-02 6.53807313e-15 4.81966771e-13 4.57466105e-13
4.53493520e-02 6.66627065e-15 4.88244935e-13 4.64455395e-13
4.59540100e-02 6.40987562e-15 4.94635153e-13 4.71425209e-13
4.65586680e-02 7.30725821e-15 5.00855174e-13 4.78594073e-13
4.71633261e-02 6.79446816e-15 5.07449063e-13 4.85439059e-13
4.77679841e-02 7.30725821e-15 5.13831524e-13 4.92545819e-13
4.83726421e-02 7.17906070e-15 5.20032463e-13 4.99746587e-13
4.89773002e-02 7.17906070e-15 5.26262657e-13 5.07049514e-13
4.95819582e-02 7.43545572e-15 5.32608094e-13 5.14237085e-13
5.01866162e-02 7.69185075e-15 5.38848193e-13 5.21458387e-13
5.07912742e-02 7.69185075e-15 5.45328138e-13 5.28604748e-13
5.13959323e-02 7.56365323e-15 5.51531771e-13 5.35994313e-13
5.20005903e-02 8.07644328e-15 5.57887331e-13 5.43217711e-13
5.26052483e-02 7.94824577e-15 5.64014085e-13 5.50754868e-13
5.32099063e-02 8.20464080e-15 5.70228193e-13 5.58213681e-13
5.38145644e-02 8.20464080e-15 5.76548922e-13 5.65620383e-13
5.44192224e-02 7.94824577e-15 5.82707255e-13 5.73238423e-13
5.50238804e-02 8.33283831e-15 5.89138375e-13 5.80560224e-13
5.56285384e-02 8.33283831e-15 5.95307423e-13 5.88157660e-13
5.62331965e-02 8.46103582e-15 6.01577735e-13 5.95808051e-13
