#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
4.83726421e-03 -4.93011737e-11 4.67929322e-06 2.34503127e-06
9.67452842e-03 -1.97159313e-10 9.35291778e-06 4.71103499e-06
1.45117926e-02 -4.43436990e-10 1.40152430e-05 7.11865391e-06
1.93490568e-02 -7.87904860e-10 1.86607145e-05 9.58789140e-06
2.41863211e-02 -1.23024281e-09 2.32838922e-05 1.21378394e-05
2.90235853e-02 -1.77003882e-09 2.78794900e-05 1.47864565e-05
3.38608495e-02 -2.40679241e-09 3.24424142e-05 1.75504040e-05
3.86981137e-02 -3.13991001e-09 3.69678043e-05 2.04449403e-05
4.35353779e-02 -3.96871154e-09 4.14510740e-05 2.34838710e-05
4.83726421e-02 -4.89242461e-09 4.58879525e-05 2.66795473e-05
5.32099063e-02 -5.91019223e-09 5.02745276e-05 3.00429029e-05
5.80471705e-02 -7.02106675e-09 5.46072900e-05 3.35835209e-05
6.28844348e-02 -8.22401644e-09 5.88831778e-05 3.73097196e-05
6.77216990e-02 -9.51792303e-09 6.30996232e-05 4.12286510e-05
7.25589632e-02 -1.09015842e-08 6.72545996e-05 4.53464036e-05
7.73962274e-02 -1.23737131e-08 7.13466702e-05 4.96681053e-05
8.22334916e-02 -1.39329428e-08 7.53750370e-05 5.41980229e-05
8.70707558e-02 -1.55778244e-08 7.93395914e-05 5.89396548e-05
9.19080200e-02 -1.73068296e-08 8.32409643e-05 6.38958167e-05
9.67452842e-02 -1.91183512e-08 8.70805770e-05 6.90687194e-05
1.01582548e-01 -2.10107080e-08 9.08606909e-05 7.44600375e-05
1.06419813e-01 -2.29821416e-08 9.45844566e-05 8.00709716e-05
1.11257077e-01 -2.50308220e-08 9.82559614e-05 8.59023012e-05
1.16094341e-01 -2.71548466e-08 1.01880273e-04 9.19544331e-05
1.20931605e-01 -2.93522429e-08 1.05463480e-04 9.82274415e-05
1.25768870e-01 -3.16209723e-08 1.09012727e-04 1.04721104e-04
1.30606134e-01 -3.39589285e-08 1.12536244e-04 1.11434934e-04
1.35443398e-01 -3.63639423e-08 1.16043365e-04 1.18368203e-04
1.40280662e-01 -3.88337815e-08 1.19544539e-04 1.25519971e-04
1.45117926e-01 -4.13661557e-08 1.23051330e-04 1.32889099e-04
1.49955191e-01 -4.39587155e-08 1.26576400e-04 1.40474272e-04
1.54792455e-01 -4.66090570e-08 1.30133479e-04 1.48274012e-04
1.59629719e-01 -4.93147224e-08 1.33737322e-04 1.56286690e-04
1.64466983e-01 -5.20732032e-08 1.37403639e-04 1.64510539e-04
1.69304247e-01 -5.48819432e-08 1.41149019e-04 1.72943665e-04
1.74141512e-01 -5.77383394e-08 1.44990822e-04 1.81584052e-04
1.78978776e-01 -6.06397445e-08 1.48947063e-04 1.90429575e-04
1.83816040e-01 -6.35834712e-08 1.53036274e-04 1.99478001e-04
1.88653304e-01 -6.65667929e-08 1.57277353e-04 2.08727000e-04
1.93490568e-01 -6.95869466e-08 1.61689398e-04 2.18174148e-04
1.98327833e-01 -7.26411364e-08 1.66291538e-04 2.27816932e-04
2.03165097e-01 -7.57265351e-08 1.71102753e-04 2.37652756e-04
2.08002361e-01 -7.88402869e-08 1.76141695e-04 2.47678941e-04
2.12839625e-01 -8.19795114e-08 1.81426522e-04 2.57892734e-04
2.17676890e-01 -8.51413036e-08 1.86974727e-04 2.68291306e-04
2.22514154e-01 -8.83227392e-08 1.92802993e-04 2.78871758e-04
2.27351418e-01 -9.15208766e-08 1.98927056e-04 2.89631125e-04
2.32188682e-01 -9.47327592e-08 2.05361598e-04 3.00566374e-04
2.37025946e-01 -9.79554175e-08 2.12120146e-04 3.11674412e-04
2.41863211e-01 -1.01185873e-07 2.19215013e-04 3.22952084e-04
2.46700475e-01 -1.04421142e-07 2.26657243e-04 3.34396177e-04
2.51537739e-01 -1.07658235e-07 2.34456594e-04 3.46003421e-04
2.56375003e-01 -1.10894162e-07 2.42621525e-04 3.57770494e-04
2.61212267e-01 -1.14125936e-07 2.51159216e-04 3.69694019e-04
2.66049532e-01 -1.17350572e-07 2.60075592e-04 3.81770571e-04
2.70886796e-01 -1.20565095e-07 2.69375364e-04 3.93996673e-04
2.75724060e-01 -1.23766538e-07 2.79062082e-04 4.06368805e-04
2.80561324e-01 -1.26951948e-07 2.89138189e-04 4.18883398e-04
2.85398589e-01 -1.30118387e-07 2.99605084e-04 4.31536842e-04
2.90235853e-01 -1.33262933e-07 3.10463187e-04 4.44325483e-04
2.95073117e-01 -1.36382688e-07 3.21712004e-04 4.57245628e-04
2.99910381e-01 -1.39474776e-07 3.33350192e-04 4.70293544e-04
3.04747645e-01 -1.42536347e-07 3.45375618e-04 4.83465462e-04
3.09584910e-01 -1.45564579e-07 3.57785422e-04 4.96757575e-04
3.14422174e-01 -1.48556683e-07 3.70576070e-04 5.10166044e-04
3.19259438e-01 -1.51509903e-07 3.83743408e-04 5.23686996e-04
3.24096702e-01 -1.54421520e-07 3.97282710e-04 5.37316528e-04
3.28933966e-01 -1.57288851e-07 4.11188720e-04 5.51050705e-04
3.33771231e-01 -1.60109258e-07 4.25455696e-04 5.64885566e-04
3.38608495e-01 -1.62880144e-07 4.40077442e-04 5.78817123e-04
3.43445759e-01 -1.65598960e-07 4.55047345e-04 5.92841362e-04
3.48283023e-01 -1.68263205e-07 4.70358401e-04 6.06954246e-04
3.53120288e-01 -1.70870426e-07 4.86003246e-04 6.21151715e-04
3.57957552e-01 -1.73418226e-07 5.01974176e-04 6.35429689e-04
3.62794816e-01 -1.75904263e-07 5.18263173e-04 6.49784070e-04
3.67632080e-01 -1.78326251e-07 5.34861920e-04 6.64210740e-04
3.72469344e-01 -1.80681962e-07 5.51761824e-04 6.78705566e-04
3.77306609e-01 -1.82969231e-07 5.68954028e-04 6.93264402e-04
3.82143873e-01 -1.85185958e-07 5.86429430e-04 7.07883086e-04
3.86981137e-01 -1.87330104e-07 6.04178693e-04 7.22557447e-04
3.91818401e-01 -1.89399699e-07 6.22192260e-04 7.37283302e-04
3.96655665e-01 -1.91392843e-07 6.40460367e-04 7.52056461e-04
4.01492930e-01 -1.93307704e-07 6.58973053e-04 7.66872727e-04
4.06330194e-01 -1.95142525e-07 6.77720170e-04 7.81727898e-04
4.11167458e-01 -1.96895620e-07 6.96691396e-04 7.96617766e-04
4.16004722e-01 -1.98565379e-07 7.15876242e-04 8.11538123e-04
4.20841986e-01 -2.00150270e-07 7.35264066e-04 8.26484760e-04
4.25679251e-01 -2.01648838e-07 7.54844076e-04 8.41453468e-04
4.30516515e-01 -2.03059706e-07 7.74605347e-04 8.56440042e-04
4.35353779e-01 -2.04381581e-07 7.94536824e-04 8.71440279e-04
4.40191043e-01 -2.05613250e-07 8.14627335e-04 8.86449984e-04
4.45028308e-01 -2.06753580e-07 8.34865599e-04 9.01464967e-04
4.49865572e-01 -2.07801529e-07 8.55240234e-04 9.16481049e-04
4.54702836e-01 -2.08756132e-07 8.75739768e-04 9.31494060e-04
4.59540100e-01 -2.09616514e-07 8.96352647e-04 9.46499841e-04
4.64377364e-01 -2.10381886e-07 9.17067244e-04 9.61494251e-04
4.69214629e-01 -2.11051546e-07 9.37871870e-04 9.76473159e-04
4.74051893e-01 -2.11624881e-07 9.58754781e-04 9.91432454e-04
4.78889157e-01 -2.12101363e-07 9.79704188e-04 1.00636804e-03
4.83726421e-01 -2.12480555e-07 1.00070827e-03 1.02127585e-03
4.88563685e-01 -2.12762110e-07 1.02175517e-03 1.03615183e-03
4.93400950e-01 -2.12945771e-07 1.04283303e-03 1.05099196e-03
4.98238214e-01 -2.13031367e-07 1.06392997e-03 1.06579222e-03
5.03075478e-01 -2.13018821e-07 1.08503412e-03 1.08054865e-03
5.07912742e-01 -2.12908144e-07 1.10613362e-03 1.09525729e-03
5.12750007e-01 -2.12699438e-07 1.12721664e-03 1.10991424e-03
5.17587271e-01 -2.12392894e-07 1.14827137e-03 1.12451560e-03
5.22424535e-01 -2.11988794e-07 1.16928605e-03 1.13905752e-03
5.27261799e-01 -2.11487508e-07 1.19024895e-03 1.15353619e-03
5.32099063e-01 -2.10889495e-07 1.21114842e-03 1.16794783e-03
5.36936328e-01 -2.10195305e-07 1.23197289e-03 1.18228869e-03
5.41773592e-01 -2.09405574e-07 1.25271083e-03 1.19655507e-03
5.46610856e-01 -2.08521026e-07 1.27335084e-03 1.21074332e-03
5.51448120e-01 -2.07542473e-07 1.29388160e-03 1.22484982e-03
