#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
6.04658027e-04 2.56395025e-16 9.13940045e-09 4.56986464e-09
1.20931605e-03 -2.56395025e-16 1.82786277e-08 9.14037241e-09
1.81397408e-03 -1.28197512e-15 2.74175087e-08 1.37121660e-08
2.41863211e-03 -2.05116020e-15 3.65558702e-08 1.82858883e-08
3.02329013e-03 -4.35871542e-15 4.56935396e-08 2.28621809e-08
3.62794816e-03 -6.40987562e-15 5.48303435e-08 2.74416857e-08
4.23260619e-03 -8.20464080e-15 6.39661094e-08 3.20250429e-08
4.83726421e-03 -1.12813811e-14 7.31006643e-08 3.66128924e-08
5.44192224e-03 -1.47427139e-14 8.22338355e-08 4.12058729e-08
6.04658027e-03 -1.82040468e-14 9.13654508e-08 4.58046215e-08
6.65123829e-03 -2.21781696e-14 1.00495337e-07 5.04097743e-08
7.25589632e-03 -2.65368851e-14 1.09623324e-07 5.50219653e-08
7.86055435e-03 -3.10237980e-14 1.18749237e-07 5.96418270e-08
8.46521237e-03 -3.62798960e-14 1.27872907e-07 6.42699902e-08
9.06987040e-03 -4.15359940e-14 1.36994161e-07 6.89070835e-08
9.67452842e-03 -4.70484871e-14 1.46112828e-07 7.35537336e-08
1.02791865e-02 -5.33301652e-14 1.55228737e-07 7.82105645e-08
1.08838445e-02 -5.99964358e-14 1.64341718e-07 8.28781974e-08
1.14885025e-02 -6.74318915e-14 1.73451599e-07 8.75572519e-08
1.20931605e-02 -7.43545572e-14 1.82558212e-07 9.22483439e-08
1.26978186e-02 -8.28155930e-14 1.91661386e-07 9.69520869e-08
1.33024766e-02 -9.06356413e-14 2.00760952e-07 1.01669092e-07
1.39071346e-02 -9.88402821e-14 2.09856741e-07 1.06399965e-07
1.45117926e-02 -1.08070503e-13 2.18948585e-07 1.11145311e-07
1.51164507e-02 -1.17428921e-13 2.28036315e-07 1.15905731e-07
1.57211087e-02 -1.26530945e-13 2.37119763e-07 1.20681821e-07
1.63257667e-02 -1.36914943e-13 2.46198764e-07 1.25474175e-07
1.69304247e-02 -1.46657954e-13 2.55273149e-07 1.30283382e-07
1.75350828e-02 -1.57939335e-13 2.64342752e-07 1.35110029e-07
1.81397408e-02 -1.68323334e-13 2.73407408e-07 1.39954697e-07
1.87443988e-02 -1.79989307e-13 2.82466951e-07 1.44817965e-07
1.93490568e-02 -1.91783479e-13 2.91521218e-07 1.49700405e-07
1.99537149e-02 -2.04346835e-13 3.00570042e-07 1.54602587e-07
2.05583729e-02 -2.17166586e-13 3.09613262e-07 1.59525076e-07
2.11630309e-02 -2.30370930e-13 3.18650715e-07 1.64468433e-07
2.17676890e-02 -2.42934286e-13 3.27682237e-07 1.69433213e-07
2.23723470e-02 -2.56907815e-13 3.36707667e-07 1.74419968e-07
2.29770050e-02 -2.70624949e-13 3.45726844e-07 1.79429245e-07
2.35816630e-02 -2.85367663e-13 3.54739608e-07 1.84461585e-07
2.41863211e-02 -3.00110377e-13 3.63745800e-07 1.89517526e-07
2.47909791e-02 -3.15365881e-13 3.72745260e-07 1.94597599e-07
2.53956371e-02 -3.30749582e-13 3.81737830e-07 1.99702332e-07
2.60002951e-02 -3.47158864e-13 3.90723352e-07 2.04832246e-07
2.66049532e-02 -3.63568145e-13 3.99701671e-07 2.09987859e-07
2.72096112e-02 -3.80233822e-13 4.08672630e-07 2.15169682e-07
2.78142692e-02 -3.97155893e-13 4.17636074e-07 2.20378222e-07
2.84189272e-02 -4.14590755e-13 4.26591849e-07 2.25613980e-07
2.90235853e-02 -4.31897419e-13 4.35539802e-07 2.30877452e-07
2.96282433e-02 -4.50486059e-13 4.44479779e-07 2.36169128e-07
3.02329013e-02 -4.68690105e-13 4.53411630e-07 2.41489494e-07
3.08375594e-02 -4.87535140e-13 4.62335204e-07 2.46839030e-07
3.14422174e-02 -5.06508372e-13 4.71250351e-07 2.52218209e-07
3.20468754e-02 -5.26122591e-13 4.80156922e-07 2.57627500e-07
3.26515334e-02 -5.46377798e-13 4.89054769e-07 2.63067368e-07
3.32561915e-02 -5.66120215e-13 4.97943746e-07 2.68538269e-07
3.38608495e-02 -5.86888212e-13 5.06823706e-07 2.74040655e-07
3.44655075e-02 -6.08040801e-13 5.15694505e-07 2.79574975e-07
3.50701655e-02 -6.29706181e-13 5.24555998e-07 2.85141667e-07
3.56748236e-02 -6.51499758e-13 5.33408044e-07 2.90741169e-07
3.62794816e-02 -6.73677928e-13 5.42250501e-07 2.96373909e-07
3.68841396e-02 -6.96112492e-13 5.51083227e-07 3.02040312e-07
3.74887976e-02 -7.18675255e-13 5.59906083e-07 3.07740798e-07
3.80934557e-02 -7.42007202e-13 5.68718932e-07 3.13475778e-07
3.86981137e-02 -7.65723742e-13 5.77521636e-07 3.19245661e-07
3.93027717e-02 -7.89696677e-13 5.86314059e-07 3.25050847e-07
3.99074298e-02 -8.14310599e-13 5.95096066e-07 3.30891735e-07
4.05120878e-02 -8.38796324e-13 6.03867525e-07 3.36768713e-07
4.11167458e-02 -8.64051234e-13 6.12628301e-07 3.42682169e-07
4.17214038e-02 -8.89177946e-13 6.21378266e-07 3.48632480e-07
4.23260619e-02 -9.15458436e-13 6.30117288e-07 3.54620022e-07
4.29307199e-02 -9.41226136e-13 6.38845240e-07 3.60645162e-07
4.35353779e-02 -9.67634824e-13 6.47561994e-07 3.66708265e-07
4.41400359e-02 -9.94428104e-13 6.56267424e-07 3.72809688e-07
