#	Time	Error_of_Energy	Error_of_Position	Error_of_Velocity
9.67452842e-03 1.40242976e-09 6.95892410e-09 6.05494174e-09
1.93490568e-02 2.80485876e-09 1.39297028e-08 1.22526539e-08
2.90235853e-02 4.20728788e-09 2.08865103e-08 1.87149280e-08
3.86981137e-02 5.60971649e-09 2.78072020e-08 2.55563832e-08
4.83726421e-02 7.01214471e-09 3.46749023e-08 3.28812821e-08
5.80471705e-02 8.41457281e-09 4.14796273e-08 4.07815624e-08
6.77216990e-02 9.81700052e-09 4.82199267e-08 4.93360504e-08
7.73962274e-02 1.12194281e-08 5.49045092e-08 5.86106415e-08
8.70707558e-02 1.26218553e-08 6.15537978e-08 6.86591382e-08
9.67452842e-02 1.40242821e-08 6.82013214e-08 7.95244601e-08
1.06419813e-01 1.54267094e-08 7.48948223e-08 9.12399961e-08
1.16094341e-01 1.68291363e-08 8.16969295e-08 1.03830936e-07
1.25768870e-01 1.82315628e-08 8.86852316e-08 1.17315486e-07
1.35443398e-01 1.96339891e-08 9.59515889e-08 1.31705943e-07
1.45117926e-01 2.10364157e-08 1.03600573e-07 1.47009593e-07
1.54792455e-01 2.24388421e-08 1.11747006e-07 1.63229466e-07
1.64466983e-01 2.38412683e-08 1.20512695e-07 1.80364948e-07
1.74141512e-01 2.52436950e-08 1.30022583e-07 1.98412282e-07
1.83816040e-01 2.66461211e-08 1.40400648e-07 2.17364974e-07
1.93490568e-01 2.80485478e-08 1.51765949e-07 2.37214114e-07
2.03165097e-01 2.94509741e-08 1.64229175e-07 2.57948651e-07
2.12839625e-01 3.08534004e-08 1.77889963e-07 2.79555603e-07
2.22514154e-01 3.22558274e-08 1.92835119e-07 3.02020241e-07
2.32188682e-01 3.36582541e-08 2.09137727e-07 3.25326235e-07
2.41863211e-01 3.50606813e-08 2.26857015e-07 3.49455782e-07
2.51537739e-01 3.64631082e-08 2.46038803e-07 3.74389711e-07
2.61212267e-01 3.78655357e-08 2.66716321e-07 4.00107582e-07
2.70886796e-01 3.92679634e-08 2.88911226e-07 4.26587761e-07
2.80561324e-01 4.06703913e-08 3.12634675e-07 4.53807503e-07
2.90235853e-01 4.20728196e-08 3.37888368e-07 4.81743014e-07
2.99910381e-01 4.34752475e-08 3.64665490e-07 5.10369515e-07
3.09584910e-01 4.48776765e-08 3.92951556e-07 5.39661306e-07
3.19259438e-01 4.62801058e-08 4.22725121e-07 5.69591817e-07
3.28933966e-01 4.76825350e-08 4.53958396e-07 6.00133669e-07
3.38608495e-01 4.90849644e-08 4.86617763e-07 6.31258722e-07
3.48283023e-01 5.04873951e-08 5.20664214e-07 6.62938134e-07
3.57957552e-01 5.18898248e-08 5.56053732e-07 6.95142407e-07
3.67632080e-01 5.32922558e-08 5.92737627e-07 7.27841447e-07
3.77306609e-01 5.46946871e-08 6.30662840e-07 7.61004609e-07
3.86981137e-01 5.60971185e-08 6.69772218e-07 7.94600756e-07
3.96655665e-01 5.74995508e-08 7.10004789e-07 8.28598308e-07
4.06330194e-01 5.89019829e-08 7.51296011e-07 8.62965297e-07
4.16004722e-01 6.03044156e-08 7.93578036e-07 8.97669423e-07
4.25679251e-01 6.17068486e-08 8.36779963e-07 9.32678105e-07
4.35353779e-01 6.31092826e-08 8.80828096e-07 9.67958544e-07
4.45028308e-01 6.45117166e-08 9.25646206e-07 1.00347777e-06
4.54702836e-01 6.59141512e-08 9.71155803e-07 1.03920270e-06
4.64377364e-01 6.73165861e-08 1.01727640e-06 1.07510022e-06
4.74051893e-01 6.87190210e-08 1.06392582e-06 1.11113720e-06
4.83726421e-01 7.01214570e-08 1.11102043e-06 1.14728059e-06
4.93400950e-01 7.15238929e-08 1.15847549e-06 1.18349746e-06
5.03075478e-01 7.29263295e-08 1.20620539e-06 1.21975507e-06
5.12750007e-01 7.43287659e-08 1.25412399e-06 1.25602095e-06
5.22424535e-01 7.57312036e-08 1.30214491e-06 1.29226291e-06
5.32099063e-01 7.71336411e-08 1.35018182e-06 1.32844917e-06
5.41773592e-01 7.85360788e-08 1.39814873e-06 1.36454836e-06
5.51448120e-01 7.99385170e-08 1.44596034e-06 1.40052964e-06
5.61122649e-01 8.13409556e-08 1.49353227e-06 1.43636271e-06
5.70797177e-01 8.27433944e-08 1.54078142e-06 1.47201794e-06
5.80471705e-01 8.41458334e-08 1.58762625e-06 1.50746637e-06
5.90146234e-01 8.55482727e-08 1.63398701e-06 1.54267982e-06
5.99820762e-01 8.69507121e-08 1.67978611e-06 1.57763096e-06
6.09495291e-01 8.83531520e-08 1.72494835e-06 1.61229332e-06
6.19169819e-01 8.97555920e-08 1.76940117e-06 1.64664144e-06
6.28844348e-01 9.11580320e-08 1.81307495e-06 1.68065086e-06
6.38518876e-01 9.25604723e-08 1.85590324e-06 1.71429825e-06
6.48193404e-01 9.39629126e-08 1.89782301e-06 1.74756143e-06
6.57867933e-01 9.53653534e-08 1.93877484e-06 1.78041946e-06
6.67542461e-01 9.67677931e-08 1.97870320e-06 1.81285271e-06
6.77216990e-01 9.81702342e-08 2.01755659e-06 1.84484291e-06
6.86891518e-01 9.95726745e-08 2.05528779e-06 1.87637322e-06
6.96566047e-01 1.00975114e-07 2.09185396e-06 1.90742832e-06
7.06240575e-01 1.02377556e-07 2.12721688e-06 1.93799442e-06
7.15915103e-01 1.03779996e-07 2.16134304e-06 1.96805940e-06
7.25589632e-01 1.05182436e-07 2.19420381e-06 1.99761278e-06
7.35264160e-01 1.06584876e-07 2.22577550e-06 2.02664587e-06
7.44938689e-01 1.07987317e-07 2.25603952e-06 2.05515175e-06
7.54613217e-01 1.09389757e-07 2.28498243e-06 2.08312540e-06
7.64287746e-01 1.10792197e-07 2.31259600e-06 2.11056368e-06
7.73962274e-01 1.12194636e-07 2.33887727e-06 2.13746544e-06
7.83636802e-01 1.13597075e-07 2.36382857e-06 2.16383155e-06
7.93311331e-01 1.14999515e-07 2.38745754e-06 2.18966494e-06
8.02985859e-01 1.16401954e-07 2.40977714e-06 2.21497062e-06
8.12660388e-01 1.17804392e-07 2.43080561e-06 2.23975577e-06
8.22334916e-01 1.19206831e-07 2.45056644e-06 2.26402974e-06
8.32009445e-01 1.20609269e-07 2.46908831e-06 2.28780405e-06
8.41683973e-01 1.22011707e-07 2.48640505e-06 2.31109250e-06
8.51358501e-01 1.23414144e-07 2.50255551e-06 2.33391106e-06
8.61033030e-01 1.24816581e-07 2.51758348e-06 2.35627800e-06
8.70707558e-01 1.26219018e-07 2.53153757e-06 2.37821380e-06
8.80382087e-01 1.27621455e-07 2.54447107e-06 2.39974120e-06
8.90056615e-01 1.29023891e-07 2.55644183e-06 2.42088515e-06
8.99731143e-01 1.30426327e-07 2.56751201e-06 2.44167282e-06
9.09405672e-01 1.31828762e-07 2.57774802e-06 2.46213351e-06
9.19080200e-01 1.33231197e-07 2.58722019e-06 2.48229865e-06
9.28754729e-01 1.34633632e-07 2.59600267e-06 2.50220174e-06
9.38429257e-01 1.36036066e-07 2.60417313e-06 2.52187823e-06
9.48103786e-01 1.37438500e-07 2.61181252e-06 2.54136552e-06
9.57778314e-01 1.38840933e-07 2.61900487e-06 2.56070278e-06
9.67452842e-01 1.40243366e-07 2.62583692e-06 2.57993089e-06
9.77127371e-01 1.41645799e-07 2.63239791e-06 2.59909232e-06
9.86801899e-01 1.43048231e-07 2.63877923e-06 2.61823095e-06
9.96476428e-01 1.44450664e-07 2.64507409e-06 2.63739197e-06
