#Omega	Iterations	Error	Preparation_Time(s)	Calculation_Time(s)
1.7875	4767	9.98889505e-11	0.0003	0.1070
1.7900	4706	9.96261565e-11	0.0003	0.1054
1.7925	4644	9.99656664e-11	0.0003	0.1104
1.7950	4583	9.98300963e-11	0.0003	0.1022
1.7975	4522	9.97504417e-11	0.0003	0.1053
1.8000	4461	9.97481115e-11	0.0003	0.1002
1.8025	4400	9.97815356e-11	0.0003	0.0987
1.8050	4339	9.99170236e-11	0.0003	0.0972
1.8075	4279	9.95296991e-11	0.0003	0.1057
1.8100	4218	9.97684802e-11	0.0003	0.0946
1.8125	4158	9.94770671e-11	0.0003	0.0935
1.8150	4097	9.98598670e-11	0.0003	0.0919
1.8175	4037	9.96648296e-11	0.0003	0.0904
1.8200	3977	9.95949074e-11	0.0003	0.0893
1.8225	3917	9.95311290e-11	0.0003	0.0884
1.8250	3857	9.95668970e-11	0.0003	0.0902
1.8275	3797	9.96106268e-11	0.0003	0.0849
1.8300	3737	9.97744226e-11	0.0003	0.0836
1.8325	3677	9.99379579e-11	0.0003	0.0824
1.8350	3618	9.95245443e-11	0.0003	0.0821
1.8375	3558	9.98582798e-11	0.0003	0.0807
1.8400	3499	9.95149492e-11	0.0003	0.0793
1.8425	3439	9.99592979e-11	0.0003	0.0769
1.8450	3380	9.97257017e-11	0.0003	0.0755
1.8475	3321	9.95233047e-11	0.0003	0.0748
1.8500	3262	9.93872759e-11	0.0003	0.0732
1.8525	3203	9.92720325e-11	0.0003	0.0717
1.8550	3144	9.92140500e-11	0.0003	0.0741
1.8575	3085	9.92114056e-11	0.0003	0.0695
1.8600	3026	9.92107028e-11	0.0003	0.0674
1.8625	2967	9.92624484e-11	0.0003	0.0661
1.8650	2908	9.93486225e-11	0.0003	0.0656
1.8675	2849	9.94513859e-11	0.0003	0.0638
1.8700	2790	9.96089644e-11	0.0003	0.0628
1.8725	2731	9.97861765e-11	0.0003	0.0615
1.8750	2672	9.99685405e-11	0.0003	0.0595
1.8775	2614	9.91910061e-11	0.0003	0.0584
1.8800	2555	9.93824377e-11	0.0003	0.0580
1.8825	2496	9.95604090e-11	0.0003	0.0555
1.8850	2437	9.97298023e-11	0.0003	0.0545
1.8875	2378	9.98465107e-11	0.0003	0.0537
1.8900	2319	9.98986390e-11	0.0003	0.0518
1.8925	2260	9.99066007e-11	0.0003	0.0513
1.8950	2201	9.98221992e-11	0.0003	0.0492
1.8975	2142	9.96373312e-11	0.0003	0.0520
1.9000	2083	9.92730137e-11	0.0003	0.0465
1.9025	2023	9.99434761e-11	0.0003	0.0453
1.9050	1964	9.91872019e-11	0.0003	0.0439
1.9075	1904	9.94383163e-11	0.0003	0.0429
1.9100	1844	9.93859322e-11	0.0003	0.0410
1.9125	1784	9.89683143e-11	0.0003	0.0402
1.9150	1723	9.95225683e-11	0.0003	0.0386
1.9175	1662	9.95302582e-11	0.0003	0.0374
1.9200	1601	9.88820936e-11	0.0003	0.0369
1.9225	1539	9.89386143e-11	0.0003	0.0343
1.9250	1476	9.97622877e-11	0.0003	0.0332
1.9275	1413	9.91835539e-11	0.0003	0.0315
1.9300	1349	9.88495375e-11	0.0003	0.0302
1.9325	1284	9.81884016e-11	0.0003	0.0291
1.9350	1217	9.88104501e-11	0.0003	0.0272
1.9375	1149	9.77360392e-11	0.0003	0.0255
1.9400	1078	9.80355805e-11	0.0003	0.0242
1.9425	1004	9.76621747e-11	0.0003	0.0233
1.9450	925	9.74638098e-11	0.0003	0.0204
1.9475	837	9.97298602e-11	0.0003	0.0188
1.9500	732	9.94973762e-11	0.0003	0.0166
1.9525	588	9.90042678e-11	0.0003	0.0133
1.9550	610	9.71839167e-11	0.0003	0.0150
1.9575	632	9.39506342e-11	0.0003	0.0149
1.9600	658	9.64317458e-11	0.0003	0.0145
1.9625	691	8.77494365e-11	0.0003	0.0157
1.9650	730	9.97967137e-11	0.0003	0.0165
1.9675	826	9.44432288e-11	0.0003	0.0187
1.9700	874	9.53312604e-11	0.0003	0.0198
1.9725	974	9.96652974e-11	0.0003	0.0214
1.9750	1076	9.95974892e-11	0.0003	0.0242
1.9775	1141	9.96307833e-11	0.0003	0.0269
1.9800	1314	9.75132509e-11	0.0003	0.0292
1.9825	1488	9.01463615e-11	0.0003	0.0339
1.9850	1730	9.91927451e-11	0.0003	0.0428
1.9875	2032	9.48792991e-11	0.0003	0.0453
1.9900	2589	8.78251761e-11	0.0003	0.0584
1.9925	3464	9.90622306e-11	0.0003	0.0843
1.9950	5108	9.99308415e-11	0.0003	0.1146
1.9975	10361	9.14176132e-11	0.0003	0.2374
