#Omega	Iterations	Error	Preparation_Time(s)	Calculation_Time(s)
1.7875	1136	9.82999969e-11	0.0006	0.0106
1.7900	1120	9.88506070e-11	0.0006	0.0107
1.7925	1104	9.94581215e-11	0.0006	0.0105
1.7950	1089	9.78400356e-11	0.0006	0.0103
1.7975	1073	9.84873785e-11	0.0006	0.0102
1.8000	1057	9.91751611e-11	0.0006	0.0103
1.8025	1041	9.99036059e-11	0.0006	0.0099
1.8050	1026	9.82459980e-11	0.0006	0.0097
1.8075	1010	9.89813633e-11	0.0006	0.0115
1.8100	994	9.97648958e-11	0.0006	0.0125
1.8125	979	9.80343611e-11	0.0006	0.0099
1.8150	963	9.88145994e-11	0.0006	0.0089
1.8175	947	9.96068665e-11	0.0006	0.0092
1.8200	932	9.77414901e-11	0.0006	0.0087
1.8225	916	9.84885229e-11	0.0006	0.0087
1.8250	900	9.92421010e-11	0.0006	0.0084
1.8275	884	9.99772888e-11	0.0006	0.0084
1.8300	869	9.78084991e-11	0.0006	0.0083
1.8325	853	9.84192521e-11	0.0006	0.0082
1.8350	837	9.89709536e-11	0.0006	0.0078
1.8375	821	9.94645671e-11	0.0006	0.0078
1.8400	805	9.98818253e-11	0.0006	0.0075
1.8425	790	9.70167468e-11	0.0006	0.0081
1.8450	774	9.71178514e-11	0.0006	0.0072
1.8475	758	9.70450959e-11	0.0006	0.0072
1.8500	742	9.67927573e-11	0.0006	0.0069
1.8525	725	9.97394595e-11	0.0006	0.0068
1.8550	709	9.90359118e-11	0.0006	0.0068
1.8575	693	9.80065315e-11	0.0006	0.0065
1.8600	677	9.65806166e-11	0.0006	0.0064
1.8625	660	9.84781817e-11	0.0006	0.0062
1.8650	644	9.61121168e-11	0.0006	0.0060
1.8675	627	9.70314365e-11	0.0006	0.0065
1.8700	610	9.73682184e-11	0.0006	0.0057
1.8725	593	9.70044684e-11	0.0006	0.0058
1.8750	576	9.56826465e-11	0.0006	0.0055
1.8775	558	9.76631108e-11	0.0006	0.0062
1.8800	540	9.84793718e-11	0.0006	0.0111
1.8825	522	9.77102364e-11	0.0006	0.0047
1.8850	503	9.98985069e-11	0.0006	0.0047
1.8875	484	9.96466348e-11	0.0006	0.0045
1.8900	465	9.59375689e-11	0.0006	0.0043
1.8925	444	9.88241404e-11	0.0006	0.0040
1.8950	423	9.55183972e-11	0.0006	0.0041
1.8975	400	9.49485080e-11	0.0006	0.0039
1.9000	374	9.86442190e-11	0.0006	0.0035
1.9025	344	9.99134878e-11	0.0006	0.0032
1.9050	300	9.36256603e-11	0.0006	0.0028
1.9075	268	9.24095268e-11	0.0006	0.0025
1.9100	280	9.64888367e-11	0.0006	0.0026
1.9125	296	8.87072959e-11	0.0006	0.0029
1.9150	306	9.44318239e-11	0.0006	0.0028
1.9175	304	9.77578261e-11	0.0006	0.0028
1.9200	323	9.54232970e-11	0.0006	0.0031
1.9225	319	7.90661263e-11	0.0006	0.0030
1.9250	341	9.02470494e-11	0.0006	0.0032
1.9275	336	9.49013424e-11	0.0006	0.0034
1.9300	360	8.88062800e-11	0.0006	0.0035
1.9325	354	9.86640703e-11	0.0006	0.0034
1.9350	382	9.11053724e-11	0.0006	0.0038
1.9375	406	9.62166061e-11	0.0006	0.0039
1.9400	429	9.12492285e-11	0.0006	0.0040
1.9425	428	9.08558026e-11	0.0006	0.0040
1.9450	456	9.34974540e-11	0.0006	0.0043
1.9475	482	8.36530637e-11	0.0006	0.0046
1.9500	507	9.61328392e-11	0.0006	0.0047
1.9525	536	8.69582979e-11	0.0006	0.0051
1.9550	562	9.53825894e-11	0.0006	0.0054
1.9575	593	8.73351936e-11	0.0006	0.0057
1.9600	619	8.64890293e-11	0.0006	0.0059
1.9625	677	8.25959519e-11	0.0006	0.0066
1.9650	734	9.33588476e-11	0.0006	0.0071
1.9675	769	9.22896526e-11	0.0006	0.0075
1.9700	853	9.62773959e-11	0.0006	0.0082
1.9725	917	9.64427646e-11	0.0006	0.0096
1.9750	1007	7.31654660e-11	0.0006	0.0098
1.9775	1128	9.11042097e-11	0.0006	0.0107
1.9800	1282	8.55698318e-11	0.0006	0.0122
1.9825	1439	8.57992012e-11	0.0006	0.0138
1.9850	1688	9.77735682e-11	0.0006	0.0159
1.9875	1999	8.77625158e-11	0.0006	0.0190
1.9900	2531	9.66652380e-11	0.0006	0.0241
1.9925	3348	9.58167161e-11	0.0006	0.0317
1.9950	4983	8.50607694e-11	0.0006	0.0507
1.9975	9863	8.10220138e-11	0.0006	0.0924
