#Omega	Iterations	Error	Preparation_Time(s)	Calculation_Time(s)
1.7875	19361	9.99904775e-11	0.0006	1.7961
1.7900	19116	9.98790649e-11	0.0006	1.4991
1.7925	18871	9.99297791e-11	0.0006	1.5008
1.7950	18627	9.98635445e-11	0.0006	1.4591
1.7975	18382	9.98653067e-11	0.0006	1.6907
1.8000	18139	9.98693968e-11	0.0006	1.4180
1.8025	17896	9.98518216e-11	0.0006	1.4662
1.8050	17652	9.99182532e-11	0.0006	1.3814
1.8075	17410	9.99886555e-11	0.0006	1.3552
1.8100	17170	9.98545797e-11	0.0006	1.3419
1.8125	16928	9.99530348e-11	0.0006	1.3225
1.8150	16687	9.99749930e-11	0.0006	1.3460
1.8175	16448	9.98827539e-11	0.0006	1.3448
1.8200	16208	9.99803350e-11	0.0006	1.2616
1.8225	15969	9.98763848e-11	0.0006	1.3451
1.8250	15730	9.99725460e-11	0.0006	1.2316
1.8275	15493	9.98947353e-11	0.0006	1.2119
1.8300	15254	9.99322901e-11	0.0006	1.1949
1.8325	15016	9.99159870e-11	0.0006	1.1778
1.8350	14780	9.99313958e-11	0.0006	1.2028
1.8375	14545	9.98339628e-11	0.0006	1.1382
1.8400	14308	9.99754457e-11	0.0006	1.1234
1.8425	14073	9.98413452e-11	0.0006	1.0976
1.8450	13837	9.99569290e-11	0.0006	1.0833
1.8475	13603	9.99159927e-11	0.0006	1.0592
1.8500	13369	9.98600442e-11	0.0006	1.2234
1.8525	13135	9.99284841e-11	0.0006	1.1997
1.8550	12901	9.99396809e-11	0.0006	1.0104
1.8575	12669	9.98331766e-11	0.0006	0.9874
1.8600	12437	9.98538252e-11	0.0006	1.0032
1.8625	12204	9.99126398e-11	0.0006	1.1121
1.8650	11972	9.98933610e-11	0.0006	0.9351
1.8675	11741	9.98859230e-11	0.0006	0.9182
1.8700	11509	9.99756521e-11	0.0006	0.8988
1.8725	11279	9.98356202e-11	0.0006	0.8815
1.8750	11049	9.98410183e-11	0.0006	0.8671
1.8775	10819	9.98520777e-11	0.0006	0.8444
1.8800	10589	9.98471989e-11	0.0006	0.8257
1.8825	10359	9.98408482e-11	0.0006	0.8089
1.8850	10130	9.98269997e-11	0.0006	0.7918
1.8875	9901	9.98657433e-11	0.0006	0.7735
1.8900	9673	9.97165967e-11	0.0006	0.7897
1.8925	9444	9.99898200e-11	0.0006	0.7318
1.8950	9216	9.97974478e-11	0.0006	0.7228
1.8975	8988	9.97231263e-11	0.0006	0.7017
1.9000	8760	9.98629837e-11	0.0006	0.6825
1.9025	8533	9.98982852e-11	0.0006	0.6658
1.9050	8305	9.98304033e-11	0.0006	0.6546
1.9075	8078	9.99596885e-11	0.0006	0.6311
1.9100	7851	9.98356236e-11	0.0006	0.6429
1.9125	7624	9.98561406e-11	0.0006	0.5952
1.9150	7396	9.99798021e-11	0.0006	0.5730
1.9175	7170	9.98538093e-11	0.0006	0.5619
1.9200	6943	9.99535531e-11	0.0006	0.5383
1.9225	6716	9.99949848e-11	0.0007	0.5334
1.9250	6489	9.98721226e-11	0.0007	0.5103
1.9275	6262	9.97019918e-11	0.0006	0.4925
1.9300	6033	9.98461561e-11	0.0006	0.5955
1.9325	5805	9.99965718e-11	0.0006	0.5104
1.9350	5577	9.99143362e-11	0.0006	0.4322
1.9375	5349	9.96571553e-11	0.0006	0.4212
1.9400	5120	9.97197137e-11	0.0006	0.4059
1.9425	4890	9.95871369e-11	0.0006	0.3873
1.9450	4658	9.98546360e-11	0.0006	0.4441
1.9475	4426	9.93825036e-11	0.0006	0.4051
1.9500	4192	9.93876411e-11	0.0006	0.3288
1.9525	3956	9.97981721e-11	0.0006	0.3093
1.9550	3719	9.95226605e-11	0.0006	0.2911
1.9575	3479	9.93853707e-11	0.0006	0.2753
1.9600	3235	9.92831522e-11	0.0006	0.2851
1.9625	2985	9.94348347e-11	0.0006	0.2331
1.9650	2728	9.96576430e-11	0.0006	0.2137
1.9675	2462	9.95918662e-11	0.0006	0.1995
1.9700	2180	9.94480440e-11	0.0006	0.1713
1.9725	1868	9.87956935e-11	0.0006	0.1461
1.9750	1462	9.98265358e-11	0.0006	0.1149
1.9775	1248	9.84834531e-11	0.0008	0.0981
1.9800	1324	9.88227391e-11	0.0006	0.1118
1.9825	1587	9.94721510e-11	0.0006	0.1583
1.9850	1771	9.89830617e-11	0.0006	0.1543
1.9875	2192	9.83251104e-11	0.0006	0.1706
1.9900	2652	9.89453275e-11	0.0006	0.2075
1.9925	3600	9.53061863e-11	0.0006	0.2792
1.9950	5204	9.77700101e-11	0.0006	0.4086
1.9975	10502	9.82681399e-11	0.0006	0.8183
