#	Time	Error_of_Energy
9.67452842e-03 -7.85006571e-10
1.93490568e-02 -3.13711402e-09
2.90235853e-02 -7.04759094e-09
3.86981137e-02 -1.25019218e-08
4.83726421e-02 -1.94798638e-08
5.80471705e-02 -2.79555203e-08
6.77216990e-02 -3.78974386e-08
7.73962274e-02 -4.92687312e-08
8.70707558e-02 -6.20272108e-08
9.67452842e-02 -7.61255524e-08
1.06419813e-01 -9.15114698e-08
1.16094341e-01 -1.08127913e-07
1.25768870e-01 -1.25913281e-07
1.35443398e-01 -1.44801654e-07
1.45117926e-01 -1.64723042e-07
1.54792455e-01 -1.85603643e-07
1.64466983e-01 -2.07366126e-07
1.74141512e-01 -2.29929913e-07
1.83816040e-01 -2.53211484e-07
1.93490568e-01 -2.77124687e-07
2.03165097e-01 -3.01581061e-07
2.12839625e-01 -3.26490162e-07
2.22514154e-01 -3.51759905e-07
2.32188682e-01 -3.77296898e-07
2.41863211e-01 -4.03006795e-07
2.51537739e-01 -4.28794642e-07
2.61212267e-01 -4.54565229e-07
2.70886796e-01 -4.80223440e-07
2.80561324e-01 -5.05674610e-07
2.90235853e-01 -5.30824864e-07
2.99910381e-01 -5.55581470e-07
3.09584910e-01 -5.79853177e-07
3.19259438e-01 -6.03550549e-07
3.28933966e-01 -6.26586295e-07
3.38608495e-01 -6.48875586e-07
3.48283023e-01 -6.70336366e-07
3.57957552e-01 -6.90889650e-07
3.67632080e-01 -7.10459819e-07
3.77306609e-01 -7.28974885e-07
3.86981137e-01 -7.46366759e-07
3.96655665e-01 -7.62571498e-07
4.06330194e-01 -7.77529538e-07
4.16004722e-01 -7.91185907e-07
4.25679251e-01 -8.03490427e-07
4.35353779e-01 -8.14397894e-07
4.45028308e-01 -8.23868243e-07
4.54702836e-01 -8.31866693e-07
4.64377364e-01 -8.38363872e-07
4.74051893e-01 -8.43335921e-07
4.83726421e-01 -8.46764587e-07
4.93400950e-01 -8.48637280e-07
5.03075478e-01 -8.48947125e-07
5.12750007e-01 -8.47692985e-07
5.22424535e-01 -8.44879465e-07
5.32099063e-01 -8.40516893e-07
5.41773592e-01 -8.34621287e-07
5.51448120e-01 -8.27214294e-07
5.61122649e-01 -8.18323115e-07
5.70797177e-01 -8.07980401e-07
5.80471705e-01 -7.96224141e-07
5.90146234e-01 -7.83097522e-07
5.99820762e-01 -7.68648772e-07
6.09495291e-01 -7.52930987e-07
6.19169819e-01 -7.36001938e-07
6.28844348e-01 -7.17923859e-07
6.38518876e-01 -6.98763227e-07
6.48193404e-01 -6.78590514e-07
6.57867933e-01 -6.57479934e-07
6.67542461e-01 -6.35509174e-07
6.77216990e-01 -6.12759106e-07
6.86891518e-01 -5.89313500e-07
6.96566047e-01 -5.65258706e-07
7.06240575e-01 -5.40683352e-07
7.15915103e-01 -5.15678009e-07
7.25589632e-01 -4.90334862e-07
7.35264160e-01 -4.64747376e-07
7.44938689e-01 -4.39009943e-07
7.54613217e-01 -4.13217543e-07
7.64287746e-01 -3.87465391e-07
7.73962274e-01 -3.61848583e-07
7.83636802e-01 -3.36461750e-07
7.93311331e-01 -3.11398701e-07
8.02985859e-01 -2.86752081e-07
8.12660388e-01 -2.62613026e-07
8.22334916e-01 -2.39070821e-07
8.32009445e-01 -2.16212572e-07
8.41683973e-01 -1.94122878e-07
8.51358501e-01 -1.72883520e-07
8.61033030e-01 -1.52573150e-07
8.70707558e-01 -1.33267002e-07
8.80382087e-01 -1.15036609e-07
8.90056615e-01 -9.79495322e-08
8.99731143e-01 -8.20691116e-08
9.09405672e-01 -6.74542278e-08
9.19080200e-01 -5.41590773e-08
9.28754729e-01 -4.22329738e-08
9.38429257e-01 -3.17201587e-08
9.48103786e-01 -2.26596368e-08
9.57778314e-01 -1.50850292e-08
9.67452842e-01 -9.02444568e-09
9.77127371e-01 -4.50037957e-09
9.86801899e-01 -1.52962272e-09
9.96476428e-01 -1.23201912e-10
1.00615096e+00 -2.86337861e-10
1.01582548e+00 -2.01842535e-09
1.02550001e+00 -5.31303424e-09
1.03517454e+00 -1.01579362e-08
