#	Time	Error_of_Energy
2.41863211e-03 3.42287358e-13
4.83726421e-03 6.84702914e-13
7.25589632e-03 1.02660568e-12
9.67452842e-03 1.36889304e-12
1.20931605e-02 1.71092400e-12
1.45117926e-02 2.05308316e-12
1.69304247e-02 2.39549872e-12
1.93490568e-02 2.73752968e-12
2.17676890e-02 3.07968884e-12
2.41863211e-02 3.42159161e-12
2.66049532e-02 3.76375077e-12
2.90235853e-02 4.10629452e-12
3.14422174e-02 4.44819729e-12
3.38608495e-02 4.79061284e-12
3.62794816e-02 5.13264380e-12
3.86981137e-02 5.47429018e-12
4.11167458e-02 5.81657753e-12
4.35353779e-02 6.15860850e-12
4.59540100e-02 6.50089586e-12
4.83726421e-02 6.84292682e-12
5.07912742e-02 7.18521418e-12
5.32099063e-02 7.52750153e-12
5.56285384e-02 7.86927610e-12
5.80471705e-02 8.21194805e-12
6.04658027e-02 8.55346623e-12
6.28844348e-02 8.89588178e-12
6.53030669e-02 9.23829734e-12
6.77216990e-02 9.58020010e-12
7.01403311e-02 9.92274386e-12
7.25589632e-02 1.02645184e-11
7.49775953e-02 1.06069340e-11
7.73962274e-02 1.09487085e-11
7.98148595e-02 1.12907395e-11
8.22334916e-02 1.16335397e-11
8.46521237e-02 1.19755706e-11
8.70707558e-02 1.23172170e-11
8.94893879e-02 1.26596325e-11
9.19080200e-02 1.30017917e-11
9.43266521e-02 1.33444637e-11
9.67452842e-02 1.36861100e-11
9.91639164e-02 1.40285256e-11
1.01582548e-01 1.43706847e-11
1.04001181e-01 1.47127157e-11
1.06419813e-01 1.50550031e-11
1.08838445e-01 1.53969058e-11
1.11257077e-01 1.57388086e-11
1.13675709e-01 1.60809678e-11
1.16094341e-01 1.64233833e-11
1.18512973e-01 1.67654143e-11
1.20931605e-01 1.71077016e-11
1.23350237e-01 1.74501172e-11
1.25768870e-01 1.77918918e-11
1.28187502e-01 1.81343073e-11
1.30606134e-01 1.84763383e-11
1.33024766e-01 1.88186256e-11
1.35443398e-01 1.91604002e-11
1.37862030e-01 1.95026876e-11
1.40280662e-01 1.98452313e-11
1.42699294e-01 2.01867495e-11
1.45117926e-01 2.05289087e-11
1.47536558e-01 2.08715806e-11
1.49955191e-01 2.12136116e-11
1.52373823e-01 2.15558989e-11
1.54792455e-01 2.18976735e-11
1.57211087e-01 2.22402172e-11
1.59629719e-01 2.25822482e-11
1.62048351e-01 2.29240228e-11
1.64466983e-01 2.32663101e-11
1.66885615e-01 2.36084693e-11
1.69304247e-01 2.39507567e-11
1.71722880e-01 2.42933004e-11
1.74141512e-01 2.46357160e-11
1.76560144e-01 2.49774905e-11
1.78978776e-01 2.53195215e-11
1.81397408e-01 2.56615525e-11
1.83816040e-01 2.60040962e-11
1.86234672e-01 2.63463836e-11
1.88653304e-01 2.66881581e-11
1.91071936e-01 2.70303173e-11
1.93490568e-01 2.73726047e-11
1.95909201e-01 2.77145074e-11
1.98327833e-01 2.80569230e-11
2.00746465e-01 2.83989539e-11
2.03165097e-01 2.87411131e-11
2.05583729e-01 2.90835287e-11
2.08002361e-01 2.94251750e-11
2.10420993e-01 2.97678470e-11
2.12839625e-01 3.01098779e-11
2.15258257e-01 3.04521653e-11
2.17676890e-01 3.07940681e-11
2.20095522e-01 3.11363554e-11
2.22514154e-01 3.14785146e-11
2.24932786e-01 3.18206737e-11
2.27351418e-01 3.21627047e-11
2.29770050e-01 3.25048639e-11
2.32188682e-01 3.28472794e-11
2.34607314e-01 3.31893104e-11
2.37025946e-01 3.35313414e-11
2.39444579e-01 3.38735005e-11
2.41863211e-01 3.42155315e-11
2.44281843e-01 3.45576906e-11
2.46700475e-01 3.48999780e-11
2.49119107e-01 3.52422654e-11
2.51537739e-01 3.55842963e-11
2.53956371e-01 3.59265837e-11
2.56375003e-01 3.62686146e-11
2.58793635e-01 3.66105174e-11
2.61212267e-01 3.69529330e-11
2.63630900e-01 3.72949639e-11
2.66049532e-01 3.76369949e-11
2.68468164e-01 3.79794104e-11
2.70886796e-01 3.83210568e-11
2.73305428e-01 3.86633442e-11
2.75724060e-01 3.90052469e-11
2.78142692e-01 3.93476625e-11
2.80561324e-01 3.96895653e-11
2.82979956e-01 4.00322372e-11
2.85398589e-01 4.03742682e-11
2.87817221e-01 4.07164273e-11
2.90235853e-01 4.10585865e-11
2.92654485e-01 4.14008738e-11
2.95073117e-01 4.17429048e-11
2.97491749e-01 4.20849358e-11
2.99910381e-01 4.24272231e-11
3.02329013e-01 4.27689977e-11
3.04747645e-01 4.31115415e-11
3.07166277e-01 4.34537006e-11
3.09584910e-01 4.37954752e-11
3.12003542e-01 4.41377625e-11
3.14422174e-01 4.44796653e-11
3.16840806e-01 4.48218245e-11
3.19259438e-01 4.51642400e-11
3.21678070e-01 4.55062710e-11
3.24096702e-01 4.58486865e-11
3.26515334e-01 4.61908457e-11
3.28933966e-01 4.65328767e-11
3.31352599e-01 4.68750358e-11
3.33771231e-01 4.72174514e-11
3.36189863e-01 4.75594823e-11
3.38608495e-01 4.79015133e-11
3.41027127e-01 4.82436725e-11
3.43445759e-01 4.85858316e-11
3.45864391e-01 4.89278626e-11
3.48283023e-01 4.92701500e-11
3.50701655e-01 4.96123091e-11
3.53120288e-01 4.99542119e-11
3.55538920e-01 5.02966274e-11
3.57957552e-01 5.06385302e-11
3.60376184e-01 5.09810740e-11
3.62794816e-01 5.13231049e-11
3.65213448e-01 5.16655205e-11
3.67632080e-01 5.20072950e-11
3.70050712e-01 5.23491978e-11
3.72469344e-01 5.26914852e-11
3.74887976e-01 5.30335161e-11
3.77306609e-01 5.33759317e-11
3.79725241e-01 5.37180908e-11
3.82143873e-01 5.40601218e-11
3.84562505e-01 5.44020246e-11
3.86981137e-01 5.47441837e-11
3.89399769e-01 5.50864711e-11
3.91818401e-01 5.54287584e-11
3.94237033e-01 5.57707894e-11
3.96655665e-01 5.61130768e-11
3.99074298e-01 5.64549795e-11
4.01492930e-01 5.67975233e-11
4.03911562e-01 5.71391697e-11
4.06330194e-01 5.74814570e-11
4.08748826e-01 5.78243854e-11
4.11167458e-01 5.81661599e-11
4.13586090e-01 5.85080627e-11
4.16004722e-01 5.88506064e-11
4.18423354e-01 5.91925092e-11
4.20841986e-01 5.95345402e-11
4.23260619e-01 5.98769557e-11
4.25679251e-01 6.02189867e-11
4.28097883e-01 6.05610177e-11
4.30516515e-01 6.09027922e-11
4.32935147e-01 6.12450796e-11
4.35353779e-01 6.15876233e-11
4.37772411e-01 6.19295261e-11
4.40191043e-01 6.22716853e-11
4.42609675e-01 6.26139726e-11
4.45028308e-01 6.29560036e-11
4.47446940e-01 6.32982909e-11
4.49865572e-01 6.36405783e-11
4.52284204e-01 6.39824811e-11
4.54702836e-01 6.43246402e-11
4.57121468e-01 6.46669276e-11
4.59540100e-01 6.50087022e-11
4.61958732e-01 6.53512459e-11
4.64377364e-01 6.56935333e-11
4.66795996e-01 6.60355642e-11
4.69214629e-01 6.63779798e-11
4.71633261e-01 6.67200107e-11
4.74051893e-01 6.70620417e-11
4.76470525e-01 6.74042009e-11
4.78889157e-01 6.77464882e-11
4.81307789e-01 6.80886474e-11
4.83726421e-01 6.84304220e-11
4.86145053e-01 6.87728375e-11
4.88563685e-01 6.91147403e-11
4.90982318e-01 6.94570276e-11
