#	Time	Error_of_Energy
3.02329013e-04 -0.00000000e+00
6.04658027e-04 1.28197512e-16
9.06987040e-04 -0.00000000e+00
1.20931605e-03 -2.56395025e-16
1.51164507e-03 -0.00000000e+00
1.81397408e-03 -0.00000000e+00
2.11630309e-03 -0.00000000e+00
2.41863211e-03 -0.00000000e+00
2.72096112e-03 5.12790050e-16
3.02329013e-03 -0.00000000e+00
3.32561915e-03 -2.56395025e-16
3.62794816e-03 -0.00000000e+00
3.93027717e-03 5.12790050e-16
4.23260619e-03 -2.56395025e-16
4.53493520e-03 -1.28197512e-16
4.83726421e-03 -1.28197512e-16
5.13959323e-03 1.28197512e-16
5.44192224e-03 3.84592537e-16
5.74425125e-03 -2.56395025e-16
6.04658027e-03 -2.56395025e-16
6.34890928e-03 -0.00000000e+00
6.65123829e-03 -1.28197512e-16
6.95356731e-03 -1.28197512e-16
7.25589632e-03 -0.00000000e+00
7.55822533e-03 -1.28197512e-16
7.86055435e-03 -2.56395025e-16
8.16288336e-03 -2.56395025e-16
8.46521237e-03 -1.28197512e-16
8.76754138e-03 -2.56395025e-16
9.06987040e-03 -0.00000000e+00
9.37219941e-03 -2.56395025e-16
9.67452842e-03 -2.56395025e-16
9.97685744e-03 -3.84592537e-16
1.02791865e-02 -3.84592537e-16
1.05815155e-02 -2.56395025e-16
1.08838445e-02 -2.56395025e-16
1.11861735e-02 -3.84592537e-16
1.14885025e-02 -3.84592537e-16
1.17908315e-02 -0.00000000e+00
1.20931605e-02 -1.28197512e-16
1.23954895e-02 -1.28197512e-16
1.26978186e-02 -0.00000000e+00
1.30001476e-02 -2.56395025e-16
1.33024766e-02 -2.56395025e-16
1.36048056e-02 -5.12790050e-16
1.39071346e-02 -5.12790050e-16
1.42094636e-02 -3.84592537e-16
1.45117926e-02 -1.28197512e-16
1.48141217e-02 -1.28197512e-16
1.51164507e-02 -2.56395025e-16
1.54187797e-02 -2.56395025e-16
1.57211087e-02 -0.00000000e+00
1.60234377e-02 -0.00000000e+00
1.63257667e-02 -5.12790050e-16
1.66280957e-02 -2.56395025e-16
1.69304247e-02 -2.56395025e-16
1.72327538e-02 -5.12790050e-16
1.75350828e-02 -7.69185075e-16
1.78374118e-02 -5.12790050e-16
1.81397408e-02 -6.40987562e-16
1.84420698e-02 -1.02558010e-15
1.87443988e-02 -2.56395025e-16
1.90467278e-02 -3.84592537e-16
1.93490568e-02 -3.84592537e-16
1.96513859e-02 -5.12790050e-16
1.99537149e-02 -5.12790050e-16
2.02560439e-02 -2.56395025e-16
2.05583729e-02 -2.56395025e-16
2.08607019e-02 -2.56395025e-16
2.11630309e-02 -3.84592537e-16
2.14653599e-02 -5.12790050e-16
2.17676890e-02 -2.56395025e-16
2.20700180e-02 -3.84592537e-16
2.23723470e-02 -2.56395025e-16
2.26746760e-02 -1.28197512e-16
2.29770050e-02 1.28197512e-16
2.32793340e-02 -0.00000000e+00
2.35816630e-02 -2.56395025e-16
2.38839920e-02 -3.84592537e-16
2.41863211e-02 -2.56395025e-16
2.44886501e-02 -6.40987562e-16
2.47909791e-02 -2.56395025e-16
2.50933081e-02 -2.56395025e-16
2.53956371e-02 -2.56395025e-16
2.56979661e-02 -2.56395025e-16
2.60002951e-02 -5.12790050e-16
2.63026242e-02 -5.12790050e-16
2.66049532e-02 -7.69185075e-16
2.69072822e-02 -7.69185075e-16
2.72096112e-02 -1.28197512e-16
2.75119402e-02 -2.56395025e-16
2.78142692e-02 -5.12790050e-16
2.81165982e-02 -7.69185075e-16
2.84189272e-02 -5.12790050e-16
2.87212563e-02 -3.84592537e-16
2.90235853e-02 -3.84592537e-16
2.93259143e-02 -3.84592537e-16
2.96282433e-02 -5.12790050e-16
2.99305723e-02 -5.12790050e-16
3.02329013e-02 -7.69185075e-16
3.05352303e-02 -7.69185075e-16
3.08375594e-02 -5.12790050e-16
3.11398884e-02 -5.12790050e-16
3.14422174e-02 -6.40987562e-16
3.17445464e-02 -8.97382587e-16
3.20468754e-02 -5.12790050e-16
3.23492044e-02 -6.40987562e-16
3.26515334e-02 -5.12790050e-16
3.29538624e-02 -5.12790050e-16
3.32561915e-02 -7.69185075e-16
3.35585205e-02 -7.69185075e-16
3.38608495e-02 -5.12790050e-16
3.41631785e-02 -7.69185075e-16
3.44655075e-02 -7.69185075e-16
3.47678365e-02 -8.97382587e-16
3.50701655e-02 -6.40987562e-16
3.53724946e-02 -5.12790050e-16
3.56748236e-02 -8.97382587e-16
3.59771526e-02 -6.40987562e-16
3.62794816e-02 -7.69185075e-16
3.65818106e-02 -6.40987562e-16
3.68841396e-02 -5.12790050e-16
3.71864686e-02 -6.40987562e-16
3.74887976e-02 -8.97382587e-16
3.77911267e-02 -1.15377761e-15
3.80934557e-02 -7.69185075e-16
3.83957847e-02 -7.69185075e-16
3.86981137e-02 -6.40987562e-16
3.90004427e-02 -5.12790050e-16
3.93027717e-02 -6.40987562e-16
3.96051007e-02 -7.69185075e-16
3.99074298e-02 -1.02558010e-15
4.02097588e-02 -2.56395025e-16
4.05120878e-02 -6.40987562e-16
4.08144168e-02 -7.69185075e-16
4.11167458e-02 -5.12790050e-16
4.14190748e-02 -1.28197512e-16
4.17214038e-02 -3.84592537e-16
4.20237328e-02 -5.12790050e-16
4.23260619e-02 -7.69185075e-16
4.26283909e-02 -5.12790050e-16
4.29307199e-02 -5.12790050e-16
4.32330489e-02 -2.56395025e-16
4.35353779e-02 -5.12790050e-16
4.38377069e-02 -2.56395025e-16
4.41400359e-02 -5.12790050e-16
4.44423650e-02 -5.12790050e-16
4.47446940e-02 -2.56395025e-16
4.50470230e-02 -3.84592537e-16
4.53493520e-02 -3.84592537e-16
4.56516810e-02 -0.00000000e+00
4.59540100e-02 2.56395025e-16
4.62563390e-02 -1.28197512e-16
4.65586680e-02 -2.56395025e-16
4.68609971e-02 1.28197512e-16
4.71633261e-02 -1.28197512e-16
4.74656551e-02 -0.00000000e+00
4.77679841e-02 -2.56395025e-16
4.80703131e-02 -0.00000000e+00
4.83726421e-02 -0.00000000e+00
4.86749711e-02 -5.12790050e-16
4.89773002e-02 -0.00000000e+00
4.92796292e-02 -1.28197512e-16
4.95819582e-02 -1.28197512e-16
4.98842872e-02 -2.56395025e-16
5.01866162e-02 -1.28197512e-16
5.04889452e-02 -3.84592537e-16
5.07912742e-02 -1.28197512e-16
5.10936032e-02 -0.00000000e+00
5.13959323e-02 -1.28197512e-16
5.16982613e-02 -2.56395025e-16
5.20005903e-02 -1.28197512e-16
5.23029193e-02 -3.84592537e-16
5.26052483e-02 -2.56395025e-16
5.29075773e-02 -5.12790050e-16
5.32099063e-02 -1.28197512e-16
5.35122353e-02 -3.84592537e-16
5.38145644e-02 -1.28197512e-16
5.41168934e-02 -2.56395025e-16
5.44192224e-02 -2.56395025e-16
5.47215514e-02 -2.56395025e-16
5.50238804e-02 -0.00000000e+00
5.53262094e-02 -5.12790050e-16
5.56285384e-02 -3.84592537e-16
5.59308675e-02 -3.84592537e-16
5.62331965e-02 -5.12790050e-16
5.65355255e-02 -2.56395025e-16
5.68378545e-02 -0.00000000e+00
5.71401835e-02 -3.84592537e-16
5.74425125e-02 -1.28197512e-16
5.77448415e-02 -3.84592537e-16
5.80471705e-02 -3.84592537e-16
5.83494996e-02 -1.28197512e-16
5.86518286e-02 -0.00000000e+00
5.89541576e-02 -1.28197512e-16
5.92564866e-02 -3.84592537e-16
5.95588156e-02 -2.56395025e-16
5.98611446e-02 -3.84592537e-16
6.01634736e-02 -1.28197512e-16
6.04658027e-02 -0.00000000e+00
6.07681317e-02 -1.28197512e-16
6.10704607e-02 -1.28197512e-16
6.13727897e-02 -1.28197512e-16
6.16751187e-02 -0.00000000e+00
6.19774477e-02 1.28197512e-16
6.22797767e-02 -2.56395025e-16
6.25821057e-02 -0.00000000e+00
6.28844348e-02 -3.84592537e-16
6.31867638e-02 -1.28197512e-16
6.34890928e-02 2.56395025e-16
6.37914218e-02 -2.56395025e-16
6.40937508e-02 -1.28197512e-16
6.43960798e-02 2.56395025e-16
6.46984088e-02 1.28197512e-16
6.50007379e-02 -1.28197512e-16
6.53030669e-02 -0.00000000e+00
6.56053959e-02 -0.00000000e+00
6.59077249e-02 2.56395025e-16
6.62100539e-02 -1.28197512e-16
6.65123829e-02 -0.00000000e+00
6.68147119e-02 1.28197512e-16
6.71170409e-02 -0.00000000e+00
6.74193700e-02 -2.56395025e-16
6.77216990e-02 2.56395025e-16
6.80240280e-02 -1.28197512e-16
6.83263570e-02 -0.00000000e+00
6.86286860e-02 -0.00000000e+00
6.89310150e-02 2.56395025e-16
6.92333440e-02 2.56395025e-16
6.95356731e-02 1.28197512e-16
6.98380021e-02 -0.00000000e+00
7.01403311e-02 2.56395025e-16
7.04426601e-02 1.28197512e-16
7.07449891e-02 3.84592537e-16
7.10473181e-02 2.56395025e-16
7.13496471e-02 2.56395025e-16
7.16519761e-02 2.56395025e-16
7.19543052e-02 2.56395025e-16
7.22566342e-02 2.56395025e-16
7.25589632e-02 3.84592537e-16
7.28612922e-02 -0.00000000e+00
7.31636212e-02 2.56395025e-16
7.34659502e-02 -0.00000000e+00
7.37682792e-02 2.56395025e-16
7.40706083e-02 -1.28197512e-16
7.43729373e-02 2.56395025e-16
7.46752663e-02 1.28197512e-16
7.49775953e-02 2.56395025e-16
7.52799243e-02 1.28197512e-16
7.55822533e-02 -2.56395025e-16
7.58845823e-02 1.28197512e-16
7.61869113e-02 3.84592537e-16
7.64892404e-02 -0.00000000e+00
7.67915694e-02 1.28197512e-16
7.70938984e-02 1.28197512e-16
7.73962274e-02 5.12790050e-16
7.76985564e-02 2.56395025e-16
7.80008854e-02 3.84592537e-16
7.83032144e-02 1.28197512e-16
7.86055435e-02 1.28197512e-16
7.89078725e-02 5.12790050e-16
7.92102015e-02 3.84592537e-16
7.95125305e-02 5.12790050e-16
7.98148595e-02 3.84592537e-16
8.01171885e-02 5.12790050e-16
8.04195175e-02 2.56395025e-16
8.07218465e-02 2.56395025e-16
8.10241756e-02 1.28197512e-16
8.13265046e-02 1.28197512e-16
8.16288336e-02 2.56395025e-16
8.19311626e-02 -0.00000000e+00
8.22334916e-02 2.56395025e-16
8.25358206e-02 -0.00000000e+00
8.28381496e-02 2.56395025e-16
8.31404786e-02 2.56395025e-16
8.34428077e-02 1.28197512e-16
8.37451367e-02 2.56395025e-16
8.40474657e-02 3.84592537e-16
8.43497947e-02 1.28197512e-16
8.46521237e-02 2.56395025e-16
8.49544527e-02 6.40987562e-16
8.52567817e-02 3.84592537e-16
8.55591108e-02 2.56395025e-16
8.58614398e-02 3.84592537e-16
8.61637688e-02 3.84592537e-16
8.64660978e-02 2.56395025e-16
8.67684268e-02 1.28197512e-16
8.70707558e-02 2.56395025e-16
8.73730848e-02 2.56395025e-16
8.76754138e-02 1.28197512e-16
8.79777429e-02 2.56395025e-16
8.82800719e-02 -1.28197512e-16
8.85824009e-02 2.56395025e-16
8.88847299e-02 -2.56395025e-16
8.91870589e-02 1.28197512e-16
8.94893879e-02 3.84592537e-16
8.97917169e-02 1.28197512e-16
9.00940460e-02 -0.00000000e+00
9.03963750e-02 2.56395025e-16
9.06987040e-02 5.12790050e-16
9.10010330e-02 2.56395025e-16
9.13033620e-02 2.56395025e-16
9.16056910e-02 6.40987562e-16
9.19080200e-02 5.12790050e-16
9.22103490e-02 6.40987562e-16
9.25126781e-02 3.84592537e-16
9.28150071e-02 3.84592537e-16
9.31173361e-02 2.56395025e-16
9.34196651e-02 5.12790050e-16
9.37219941e-02 2.56395025e-16
9.40243231e-02 5.12790050e-16
9.43266521e-02 5.12790050e-16
9.46289812e-02 2.56395025e-16
9.49313102e-02 5.12790050e-16
9.52336392e-02 1.28197512e-16
9.55359682e-02 1.28197512e-16
9.58382972e-02 -1.28197512e-16
9.61406262e-02 2.56395025e-16
9.64429552e-02 3.84592537e-16
9.67452842e-02 2.56395025e-16
9.70476133e-02 3.84592537e-16
9.73499423e-02 -0.00000000e+00
9.76522713e-02 2.56395025e-16
9.79546003e-02 -0.00000000e+00
9.82569293e-02 1.28197512e-16
9.85592583e-02 3.84592537e-16
9.88615873e-02 -1.28197512e-16
9.91639164e-02 2.56395025e-16
9.94662454e-02 3.84592537e-16
9.97685744e-02 -0.00000000e+00
1.00070903e-01 3.84592537e-16
1.00373232e-01 2.56395025e-16
1.00675561e-01 3.84592537e-16
1.00977890e-01 7.69185075e-16
1.01280219e-01 5.12790050e-16
1.01582548e-01 5.12790050e-16
1.01884877e-01 3.84592537e-16
1.02187206e-01 7.69185075e-16
1.02489535e-01 5.12790050e-16
1.02791865e-01 5.12790050e-16
1.03094194e-01 6.40987562e-16
