#	Time	Error_of_Energy	Error_of_Position
6.59821537e-04 4.21136459e-10 5.39688861e-09
1.31964307e-03 1.68444703e-09 1.07987683e-08
1.97946461e-03 3.78961640e-09 1.61998661e-08
2.63928615e-03 6.73612943e-09 2.15904865e-08
3.29910769e-03 1.05232634e-08 2.69866909e-08
3.95892922e-03 1.51500812e-08 3.23895496e-08
4.61875076e-03 2.06154505e-08 3.77721679e-08
5.27857230e-03 2.69180211e-08 4.31571851e-08
5.93839383e-03 3.40562489e-08 4.85588878e-08
6.59821537e-03 4.20283774e-08 5.39320381e-08
7.25803691e-03 5.08324538e-08 5.93006984e-08
7.91785845e-03 6.04663208e-08 6.46977591e-08
8.57767998e-03 7.09276171e-08 7.00601886e-08
9.23750152e-03 8.22137891e-08 7.54078740e-08
9.89732306e-03 9.43220735e-08 8.07961073e-08
1.05571446e-02 1.07249511e-07 8.61467141e-08
1.12169661e-02 1.20992957e-07 9.14696155e-08
1.18767877e-02 1.35549061e-07 9.68439694e-08
1.25366092e-02 1.50914281e-07 1.02181727e-07
1.31964307e-02 1.67084894e-07 1.07477042e-07
1.38562523e-02 1.84056980e-07 1.12831511e-07
1.45160738e-02 2.01826426e-07 1.18155370e-07
1.51758954e-02 2.20388944e-07 1.23421159e-07
1.58357169e-02 2.39740058e-07 1.28749070e-07
1.64955384e-02 2.59875105e-07 1.34057827e-07
1.71553600e-02 2.80789261e-07 1.39292955e-07
1.78151815e-02 3.02477505e-07 1.44587215e-07
1.84750030e-02 3.24934654e-07 1.49879339e-07
1.91348246e-02 3.48155350e-07 1.55083442e-07
1.97946461e-02 3.72134062e-07 1.60336820e-07
2.04544677e-02 3.96865097e-07 1.65610216e-07
2.11142892e-02 4.22342598e-07 1.70783648e-07
2.17741107e-02 4.48560544e-07 1.75989163e-07
2.24339323e-02 4.75512761e-07 1.81240868e-07
2.30937538e-02 5.03192914e-07 1.86384601e-07
2.37535753e-02 5.31594515e-07 1.91536057e-07
2.44133969e-02 5.60710927e-07 1.96761843e-07
2.50732184e-02 5.90535378e-07 2.01877308e-07
2.57330400e-02 6.21060939e-07 2.06970024e-07
2.63928615e-02 6.52280543e-07 2.12163886e-07
2.70526830e-02 6.84186986e-07 2.17252733e-07
2.77125046e-02 7.16772940e-07 2.22284520e-07
2.83723261e-02 7.50030927e-07 2.27438031e-07
2.90321476e-02 7.83953367e-07 2.32501791e-07
2.96919692e-02 8.18532540e-07 2.37474102e-07
3.03517907e-02 8.53760607e-07 2.42575735e-07
3.10116122e-02 8.89629616e-07 2.47615343e-07
3.16714338e-02 9.26131501e-07 2.52532530e-07
3.23312553e-02 9.63258087e-07 2.57569066e-07
3.29910769e-02 1.00100109e-06 2.62584228e-07
3.36508984e-02 1.03935213e-06 2.67452140e-07
3.43107199e-02 1.07830271e-06 2.72410977e-07
3.49705415e-02 1.11784426e-06 2.77399336e-07
3.56303630e-02 1.15796812e-06 2.82224871e-07
3.62901845e-02 1.19866551e-06 2.87095675e-07
3.69500061e-02 1.23992760e-06 2.92051737e-07
3.76098276e-02 1.28174548e-06 2.96842228e-07
3.82696492e-02 1.32411012e-06 3.01619127e-07
3.89294707e-02 1.36701246e-06 3.06532909e-07
3.95892922e-02 1.41044336e-06 3.11295258e-07
4.02491138e-02 1.45439361e-06 3.15979738e-07
4.09089353e-02 1.49885393e-06 3.20835079e-07
4.15687568e-02 1.54381500e-06 3.25574588e-07
4.22285784e-02 1.58926744e-06 3.30178354e-07
4.28883999e-02 1.63520181e-06 3.34951728e-07
4.35482215e-02 1.68160862e-06 3.39670576e-07
4.42080430e-02 1.72847836e-06 3.44210665e-07
4.48678645e-02 1.77580144e-06 3.48878309e-07
4.55276861e-02 1.82356827e-06 3.53573601e-07
4.61875076e-02 1.87176922e-06 3.58067582e-07
4.68473291e-02 1.92039463e-06 3.62613228e-07
4.75071507e-02 1.96943478e-06 3.67274568e-07
4.81669722e-02 2.01887999e-06 3.71738708e-07
4.88267938e-02 2.06872050e-06 3.76159168e-07
4.94866153e-02 2.11894659e-06 3.80765676e-07
5.01464368e-02 2.16954849e-06 3.85212596e-07
5.08062584e-02 2.22051642e-06 3.89524631e-07
5.14660799e-02 2.27184063e-06 3.94041534e-07
5.21259014e-02 2.32351134e-06 3.98477256e-07
5.27857230e-02 2.37551878e-06 4.02713610e-07
5.34455445e-02 2.42785318e-06 4.07100718e-07
5.41053661e-02 2.48050479e-06 4.11521009e-07
5.47651876e-02 2.53346385e-06 4.15713806e-07
5.54250091e-02 2.58672064e-06 4.19947864e-07
5.60848307e-02 2.64026545e-06 4.24333814e-07
5.67446522e-02 2.69408857e-06 4.28509458e-07
5.74044737e-02 2.74818035e-06 4.32596430e-07
5.80642953e-02 2.80253114e-06 4.36909172e-07
5.87241168e-02 2.85713133e-06 4.41083739e-07
5.93839383e-02 2.91197133e-06 4.45066966e-07
6.00437599e-02 2.96704161e-06 4.49246749e-07
6.07035814e-02 3.02233266e-06 4.53420427e-07
6.13634030e-02 3.07783501e-06 4.57352283e-07
6.20232245e-02 3.13353924e-06 4.61355879e-07
6.26830460e-02 3.18943598e-06 4.65506364e-07
6.33428676e-02 3.24551591e-06 4.69428124e-07
6.40026891e-02 3.30176974e-06 4.73260090e-07
6.46625106e-02 3.35818826e-06 4.77334873e-07
6.53223322e-02 3.41476230e-06 4.81269538e-07
6.59821537e-02 3.47148275e-06 4.84993053e-07
