#	Time	Error_of_Energy	Error_of_Position
6.59821537e-04 1.11022302e-15 1.23210958e-12
1.31964307e-03 -1.11022302e-15 2.89361702e-12
1.97946461e-03 -5.55111512e-15 6.97084838e-12
2.63928615e-03 -9.99200722e-15 1.67059672e-12
3.29910769e-03 -1.22124533e-14 3.42044326e-12
3.95892922e-03 -1.77635684e-14 1.36567362e-11
4.61875076e-03 -2.88657986e-14 5.85007782e-12
5.27857230e-03 -3.33066907e-14 3.00491058e-12
5.93839383e-03 -3.88578059e-14 1.97723199e-11
6.59821537e-03 -4.88498131e-14 1.12778948e-11
7.25803691e-03 -5.88418203e-14 1.94720677e-12
7.91785845e-03 -7.10542736e-14 2.50329717e-11
8.57767998e-03 -8.21565038e-14 1.78644640e-11
9.23750152e-03 -9.65894031e-14 6.89299100e-13
9.89732306e-03 -1.09912079e-13 2.91589656e-11
1.05571446e-02 -1.23234756e-13 2.54564670e-11
1.12169661e-02 -1.39888101e-13 1.40074172e-13
1.18767877e-02 -1.56541446e-13 3.18834837e-11
1.25366092e-02 -1.74305015e-13 3.38313981e-11
1.31964307e-02 -1.93178806e-13 2.10519168e-13
1.38562523e-02 -2.10942375e-13 3.29684249e-11
1.45160738e-02 -2.29816166e-13 4.26910016e-11
1.51758954e-02 -2.53130850e-13 2.26538325e-12
1.58357169e-02 -2.73114864e-13 3.22300812e-11
1.64955384e-02 -2.97539771e-13 5.16541293e-11
1.71553600e-02 -3.19744231e-13 6.40125901e-12
1.78151815e-02 -3.46389584e-13 2.95774807e-11
1.84750030e-02 -3.67483821e-13 6.02505040e-11
1.91348246e-02 -3.93018951e-13 1.28698291e-11
1.97946461e-02 -4.19664303e-13 2.50691468e-11
2.04544677e-02 -4.46309656e-13 6.79214424e-11
2.11142892e-02 -4.78506124e-13 2.17715772e-11
2.17741107e-02 -5.08482145e-13 1.89958298e-11
2.24339323e-02 -5.36237721e-13 7.40277607e-11
2.30937538e-02 -5.67323966e-13 3.30215064e-11
2.37535753e-02 -5.93969318e-13 1.19938892e-11
2.44133969e-02 -6.26165786e-13 7.78731970e-11
2.50732184e-02 -6.57252031e-13 4.63139305e-11
2.57330400e-02 -6.91668944e-13 5.20240280e-12
2.63928615e-02 -7.22755189e-13 7.87484849e-11
2.70526830e-02 -7.57172103e-13 6.10865404e-11
2.77125046e-02 -7.91589017e-13 4.74748411e-13
2.83723261e-02 -8.26005930e-13 7.60075366e-11
2.90321476e-02 -8.62643290e-13 7.64943578e-11
2.96919692e-02 -8.98170427e-13 5.28323443e-13
3.03517907e-02 -9.35918010e-13 6.91867675e-11
3.10116122e-02 -9.75886039e-13 9.13959426e-11
3.16714338e-02 -1.01252340e-12 7.03791420e-12
3.23312553e-02 -1.05471187e-12 5.81820753e-11
3.29910769e-02 -1.09245946e-12 1.04371321e-10
3.36508984e-02 -1.13353771e-12 1.99917444e-11
3.43107199e-02 -1.17461596e-12 4.35083661e-11
3.49705415e-02 -1.21680443e-12 1.13780178e-10
3.56303630e-02 -1.25788269e-12 3.87064053e-11
3.62901845e-02 -1.29785072e-12 2.66582015e-11
3.69500061e-02 -1.34114941e-12 1.17884395e-10
3.76098276e-02 -1.38000722e-12 6.17837154e-11
3.82696492e-02 -1.42663659e-12 1.05985879e-11
3.89294707e-02 -1.46882506e-12 1.15062739e-10
3.95892922e-02 -1.51434421e-12 8.70725299e-11
4.02491138e-02 -1.55653268e-12 4.35785325e-13
4.09089353e-02 -1.59983138e-12 1.04143064e-10
4.15687568e-02 -1.64313008e-12 1.11700093e-10
4.22285784e-02 -1.69086967e-12 3.41778235e-12
4.28883999e-02 -1.73305814e-12 8.49022132e-11
4.35482215e-02 -1.77746706e-12 1.32214365e-10
4.42080430e-02 -1.82631688e-12 2.13188039e-11
4.48678645e-02 -1.87294624e-12 5.87746892e-11
4.55276861e-02 -1.91957561e-12 1.44870249e-10
4.61875076e-02 -1.96509475e-12 5.08204044e-11
4.68473291e-02 -2.01283434e-12 2.98281540e-11
4.75071507e-02 -2.06057393e-12 1.46125568e-10
4.81669722e-02 -2.10609308e-12 8.69687833e-11
4.88267938e-02 -2.15272244e-12 6.08264489e-12
4.94866153e-02 -2.20046203e-12 1.33406377e-10
5.01464368e-02 -2.24709140e-12 1.23435565e-10
5.08062584e-02 -2.29816166e-12 1.05018457e-12
5.14660799e-02 -2.34479103e-12 1.06218814e-10
5.21259014e-02 -2.39142040e-12 1.53016501e-10
5.27857230e-02 -2.43693954e-12 2.34034806e-11
5.34455445e-02 -2.48689958e-12 6.77046802e-11
5.41053661e-02 -2.53796983e-12 1.68487094e-10
5.47651876e-02 -2.58348898e-12 6.51848302e-11
5.54250091e-02 -2.63566946e-12 2.67344644e-11
5.60848307e-02 -2.68118860e-12 1.63924864e-10
5.67446522e-02 -2.73114864e-12 1.14640594e-10
5.74044737e-02 -2.77555756e-12 6.66418731e-13
5.80642953e-02 -2.82329715e-12 1.36616366e-10
5.87241168e-02 -2.87547763e-12 1.58618379e-10
5.93839383e-02 -2.92210700e-12 1.36173289e-11
6.00437599e-02 -2.96873637e-12 8.96825606e-11
6.07035814e-02 -3.01647596e-12 1.84235194e-10
6.13634030e-02 -3.06421555e-12 6.16299816e-11
6.20232245e-02 -3.11195514e-12 3.55789468e-11
6.26830460e-02 -3.16080495e-12 1.81340990e-10
6.33428676e-02 -3.20410365e-12 1.23343376e-10
6.40026891e-02 -3.25295346e-12 6.28063829e-13
6.46625106e-02 -3.29847261e-12 1.45941193e-10
6.53223322e-02 -3.34621220e-12 1.76375672e-10
6.59821537e-02 -3.39395179e-12 2.09699551e-11
6.66419753e-02 -3.43836071e-12 8.47755469e-11
6.73017968e-02 -3.48499007e-12 2.00739481e-10
6.79616183e-02 -3.53161944e-12 8.52872877e-11
6.86214399e-02 -3.57713859e-12 2.12523126e-11
6.92812614e-02 -3.61932706e-12 1.83475638e-10
6.99410829e-02 -3.66706665e-12 1.57964250e-10
7.06009045e-02 -3.71480624e-12 2.50751605e-12
7.12607260e-02 -3.75810494e-12 1.24807078e-10
7.19205476e-02 -3.80140364e-12 2.05941662e-10
7.25803691e-02 -3.84692278e-12 5.83241514e-11
7.32401906e-02 -3.89355215e-12 4.60534870e-11
7.39000122e-02 -3.93463040e-12 2.05229326e-10
7.45598337e-02 -3.97903932e-12 1.43715368e-10
7.52196552e-02 -4.02233802e-12 4.66079017e-13
7.58794768e-02 -4.06341627e-12 1.49325570e-10
7.65392983e-02 -4.10560475e-12 2.08885549e-10
7.71991199e-02 -4.15001367e-12 4.67017537e-11
7.78589414e-02 -4.19331236e-12 5.98870919e-11
7.85187629e-02 -4.23550084e-12 2.17326816e-10
7.91785845e-02 -4.27435864e-12 1.42371248e-10
7.98384060e-02 -4.31765734e-12 1.09341910e-13
8.04982275e-02 -4.35429470e-12 1.57407873e-10
8.11580491e-02 -4.39648318e-12 2.17021378e-10
8.18178706e-02 -4.43756143e-12 5.10804767e-11
8.24776922e-02 -4.47974990e-12 5.67770804e-11
8.31375137e-02 -4.51305660e-12 2.22305872e-10
8.37973352e-02 -4.55524507e-12 1.57963296e-10
8.44571568e-02 -4.59077221e-12 2.10438276e-13
8.51169783e-02 -4.62963001e-12 1.46934311e-10
8.57767998e-02 -4.66404693e-12 2.31078139e-10
8.64366214e-02 -4.70401496e-12 7.44969957e-11
8.70964429e-02 -4.74065232e-12 3.59444059e-11
8.77562644e-02 -4.77728967e-12 2.15693644e-10
8.84160860e-02 -4.81281681e-12 1.90055326e-10
8.90759075e-02 -4.85056439e-12 1.06739945e-11
8.97357291e-02 -4.88609153e-12 1.13274163e-10
9.03955506e-02 -4.91828800e-12 2.42808662e-10
9.10553721e-02 -4.95492536e-12 1.21518735e-10
9.17151937e-02 -4.98934227e-12 6.86114248e-12
9.23750152e-02 -5.02264896e-12 1.85599569e-10
9.30348367e-02 -5.05595565e-12 2.29466232e-10
9.36946583e-02 -5.08926234e-12 5.26912161e-11
9.43544798e-02 -5.12589970e-12 5.61048507e-11
9.50143014e-02 -5.15476550e-12 2.32912888e-10
9.56741229e-02 -5.19140286e-12 1.87938415e-10
9.63339444e-02 -5.22137888e-12 7.77833449e-12
9.69937660e-02 -5.25246513e-12 1.19514265e-10
9.76535875e-02 -5.28355137e-12 2.51476947e-10
9.83134090e-02 -5.31685806e-12 1.33916333e-10
9.89732306e-02 -5.34683409e-12 2.56498061e-12
9.96330521e-02 -5.37681011e-12 1.75932119e-10
1.00292874e-01 -5.40678613e-12 2.46269663e-10
1.00952695e-01 -5.43565193e-12 8.13981458e-11
1.01612517e-01 -5.46229728e-12 2.97319707e-11
1.02272338e-01 -5.49005286e-12 2.17282625e-10
1.02932160e-01 -5.51891866e-12 2.25661461e-10
1.03591981e-01 -5.54667423e-12 3.98835596e-11
1.04251803e-01 -5.57331958e-12 6.78614835e-11
1.04911624e-01 -5.59774449e-12 2.42997999e-10
1.05571446e-01 -5.62438984e-12 1.98061215e-10
1.06231267e-01 -5.64881475e-12 1.34770937e-11
1.06891089e-01 -5.67657032e-12 1.04790971e-10
1.07550911e-01 -5.70210545e-12 2.56141132e-10
1.08210732e-01 -5.72542014e-12 1.70160372e-10
