#	Time	Error_of_Energy	Error_of_Position
4.22285784e-02 -1.86367173e-03 7.00628969e-04
8.44571568e-02 -5.61926734e-03 1.31863403e-03
1.26685735e-01 -8.46134977e-03 1.80996693e-03
1.68914314e-01 -9.50977028e-03 2.17389411e-03
2.11142892e-01 -9.28859424e-03 2.43321875e-03
2.53371470e-01 -8.49907835e-03 2.61525458e-03
2.95600049e-01 -7.57873156e-03 2.74294942e-03
3.37828627e-01 -6.72483044e-03 2.83310594e-03
3.80057205e-01 -6.00106416e-03 2.89733341e-03
4.22285784e-01 -5.41192400e-03 2.94349205e-03
4.64514362e-01 -4.94065550e-03 2.97689270e-03
5.06742941e-01 -4.56579377e-03 3.00115690e-03
5.48971519e-01 -4.26740449e-03 3.01878027e-03
5.91200097e-01 -4.02889318e-03 3.03151727e-03
6.33428676e-01 -3.83709077e-03 3.04060364e-03
6.75657254e-01 -3.68177295e-03 3.04694998e-03
7.17885832e-01 -3.55507287e-03 3.05119245e-03
7.60114411e-01 -3.45094977e-03 3.05383205e-03
8.02342989e-01 -3.36475599e-03 3.05523238e-03
8.44571568e-01 -3.29290041e-03 3.05567345e-03
8.86800146e-01 -3.23259276e-03 3.05535134e-03
9.29028724e-01 -3.18165128e-03 3.05443820e-03
9.71257303e-01 -3.13835865e-03 3.05306438e-03
1.01348588e+00 -3.10135394e-03 3.05133920e-03
1.05571446e+00 -3.06955132e-03 3.04931349e-03
1.09794304e+00 -3.04207874e-03 3.04706505e-03
1.14017162e+00 -3.01823128e-03 3.04465185e-03
1.18240019e+00 -2.99743561e-03 3.04211178e-03
1.22462877e+00 -2.97922258e-03 3.03947553e-03
1.26685735e+00 -2.96320610e-03 3.03677305e-03
1.30908593e+00 -2.94906670e-03 3.03402903e-03
1.35131451e+00 -2.93653860e-03 3.03125396e-03
1.39354309e+00 -2.92539962e-03 3.02844394e-03
1.43577166e+00 -2.91546309e-03 3.02560658e-03
1.47800024e+00 -2.90657147e-03 3.02281063e-03
1.52022882e+00 -2.89859125e-03 3.02003746e-03
1.56245740e+00 -2.89140875e-03 3.01722186e-03
1.60468598e+00 -2.88492684e-03 3.01448233e-03
1.64691456e+00 -2.87906218e-03 3.01176148e-03
1.68914314e+00 -2.87374301e-03 3.00902284e-03
1.73137171e+00 -2.86890735e-03 3.00640069e-03
1.77360029e+00 -2.86450143e-03 3.00370685e-03
1.81582887e+00 -2.86047850e-03 3.00116679e-03
1.85805745e+00 -2.85679777e-03 2.99853801e-03
1.90028603e+00 -2.85342355e-03 2.99607710e-03
1.94251461e+00 -2.85032452e-03 2.99352639e-03
1.98474318e+00 -2.84747312e-03 2.99112789e-03
2.02697176e+00 -2.84484503e-03 2.98869185e-03
2.06920034e+00 -2.84241875e-03 2.98630452e-03
2.11142892e+00 -2.84017521e-03 2.98402213e-03
2.15365750e+00 -2.83809746e-03 2.98164087e-03
2.19588608e+00 -2.83617041e-03 2.97945252e-03
2.23811465e+00 -2.83438059e-03 2.97722564e-03
2.28034323e+00 -2.83271595e-03 2.97496828e-03
2.32257181e+00 -2.83116568e-03 2.97291143e-03
2.36480039e+00 -2.82972008e-03 2.97077585e-03
2.40702897e+00 -2.82837043e-03 2.96862133e-03
2.44925755e+00 -2.82710886e-03 2.96667399e-03
2.49148612e+00 -2.82592825e-03 2.96467019e-03
2.53371470e+00 -2.82482219e-03 2.96259219e-03
2.57594328e+00 -2.82378485e-03 2.96070882e-03
2.61817186e+00 -2.82281095e-03 2.95887139e-03
