#	Time	Error_of_Energy	Error_of_Position
4.22285784e-02 6.76234024e-03 1.37614219e-03
8.44571568e-02 2.15003541e-02 2.42371650e-03
1.26685735e-01 3.51460471e-02 3.04099719e-03
1.68914314e-01 4.38255608e-02 3.32508805e-03
2.11142892e-01 4.81403439e-02 3.42728891e-03
2.53371470e-01 4.98073003e-02 3.46595248e-03
2.95600049e-01 5.01446770e-02 3.50875312e-03
3.37828627e-01 4.99040980e-02 3.58398315e-03
3.80057205e-01 4.94586658e-02 3.69662832e-03
4.22285784e-01 4.89772456e-02 3.84094454e-03
4.64514362e-01 4.85287444e-02 4.00805599e-03
5.06742941e-01 4.81360235e-02 4.18956592e-03
5.48971519e-01 4.78019689e-02 4.37879926e-03
5.91200097e-01 4.75216123e-02 4.57089217e-03
6.33428676e-01 4.72875640e-02 4.76251373e-03
6.75657254e-01 4.70923216e-02 4.95145106e-03
7.17885832e-01 4.69291485e-02 5.13634377e-03
7.60114411e-01 4.67923183e-02 5.31635664e-03
8.02342989e-01 4.66770946e-02 5.49105413e-03
8.44571568e-01 4.65796126e-02 5.66025044e-03
8.86800146e-01 4.64967394e-02 5.82394703e-03
9.29028724e-01 4.64259398e-02 5.98222677e-03
9.71257303e-01 4.63651614e-02 6.13524512e-03
1.01348588e+00 4.63127384e-02 6.28318989e-03
1.05571446e+00 4.62673151e-02 6.42630939e-03
1.09794304e+00 4.62277831e-02 6.56481490e-03
1.14017162e+00 4.61932329e-02 6.69892584e-03
1.18240019e+00 4.61629144e-02 6.82886794e-03
1.22462877e+00 4.61362068e-02 6.95485856e-03
1.26685735e+00 4.61125933e-02 7.07709958e-03
1.30908593e+00 4.60916422e-02 7.19578253e-03
1.35131451e+00 4.60729912e-02 7.31109921e-03
1.39354309e+00 4.60563348e-02 7.42324318e-03
1.43577166e+00 4.60414145e-02 7.53238208e-03
1.47800024e+00 4.60280108e-02 7.63860169e-03
1.52022882e+00 4.60159361e-02 7.74207382e-03
1.56245740e+00 4.60050300e-02 7.84301415e-03
1.60468598e+00 4.59951547e-02 7.94141741e-03
1.64691456e+00 4.59861911e-02 8.03747109e-03
1.68914314e+00 4.59780365e-02 8.13133191e-03
1.73137171e+00 4.59706013e-02 8.22294669e-03
1.77360029e+00 4.59638080e-02 8.31263776e-03
1.81582887e+00 4.59575885e-02 8.40022680e-03
1.85805745e+00 4.59518834e-02 8.48609277e-03
1.90028603e+00 4.59466403e-02 8.57000353e-03
1.94251461e+00 4.59418133e-02 8.65235072e-03
1.98474318e+00 4.59373618e-02 8.73290564e-03
2.02697176e+00 4.59332498e-02 8.81197075e-03
2.06920034e+00 4.59294453e-02 8.88950085e-03
2.11142892e+00 4.59259200e-02 8.96548216e-03
2.15365750e+00 4.59226486e-02 9.04023111e-03
2.19588608e+00 4.59196086e-02 9.11342402e-03
2.23811465e+00 4.59167796e-02 9.18540880e-03
2.28034323e+00 4.59141437e-02 9.25622330e-03
2.32257181e+00 4.59116845e-02 9.32560610e-03
2.36480039e+00 4.59093873e-02 9.39396784e-03
2.40702897e+00 4.59072389e-02 9.46127030e-03
2.44925755e+00 4.59052274e-02 9.52724533e-03
2.49148612e+00 4.59033420e-02 9.59228358e-03
2.53371470e+00 4.59015728e-02 9.65644534e-03
2.57594328e+00 4.58999110e-02 9.71939332e-03
2.61817186e+00 4.58983485e-02 9.78136054e-03
2.66040044e+00 4.58968780e-02 9.84260176e-03
2.70262902e+00 4.58954926e-02 9.90293309e-03
2.74485759e+00 4.58941863e-02 9.96214183e-03
2.78708617e+00 4.58929534e-02 1.00205850e-02
2.82931475e+00 4.58917889e-02 1.00784021e-02
2.87154333e+00 4.58906879e-02 1.01353822e-02
2.91377191e+00 4.58896463e-02 1.01913272e-02
2.95600049e+00 4.58886600e-02 1.02465685e-02
2.99822907e+00 4.58877253e-02 1.03012757e-02
3.04045764e+00 4.58868389e-02 1.03553395e-02
3.08268622e+00 4.58859977e-02 1.04084603e-02
3.12491480e+00 4.58851988e-02 1.04607893e-02
3.16714338e+00 4.58844396e-02 1.05126033e-02
3.20937196e+00 4.58837176e-02 1.05639623e-02
3.25160054e+00 4.58830305e-02 1.06147085e-02
3.29382911e+00 4.58823762e-02 1.06645732e-02
3.33605769e+00 4.58817527e-02 1.07137345e-02
3.37828627e+00 4.58811584e-02 1.07624418e-02
3.42051485e+00 4.58805913e-02 1.08107747e-02
3.46274343e+00 4.58800501e-02 1.08586436e-02
3.50497201e+00 4.58795332e-02 1.09057988e-02
3.54720058e+00 4.58790392e-02 1.09521761e-02
3.58942916e+00 4.58785670e-02 1.09980403e-02
3.63165774e+00 4.58781152e-02 1.10435582e-02
3.67388632e+00 4.58776828e-02 1.10887664e-02
3.71611490e+00 4.58772687e-02 1.11335713e-02
3.75834348e+00 4.58768720e-02 1.11777524e-02
3.80057205e+00 4.58764918e-02 1.12211954e-02
3.84280063e+00 4.58761271e-02 1.12641280e-02
3.88502921e+00 4.58757773e-02 1.13067295e-02
3.92725779e+00 4.58754415e-02 1.13490802e-02
3.96948637e+00 4.58751191e-02 1.13911615e-02
4.01171495e+00 4.58748093e-02 1.14328567e-02
4.05394352e+00 4.58745116e-02 1.14739548e-02
4.09617210e+00 4.58742254e-02 1.15143839e-02
4.13840068e+00 4.58739501e-02 1.15543511e-02
4.18062926e+00 4.58736852e-02 1.15940196e-02
4.22285784e+00 4.58734301e-02 1.16334780e-02
4.26508642e+00 4.58731845e-02 1.16727412e-02
4.30731499e+00 4.58729480e-02 1.17117500e-02
4.34954357e+00 4.58727200e-02 1.17503719e-02
4.39177215e+00 4.58725002e-02 1.17884114e-02
4.43400073e+00 4.58722882e-02 1.18258564e-02
4.47622931e+00 4.58720837e-02 1.18628934e-02
4.51845789e+00 4.58718864e-02 1.18996651e-02
4.56068647e+00 4.58716959e-02 1.19362595e-02
4.60291504e+00 4.58715119e-02 1.19727096e-02
4.64514362e+00 4.58713342e-02 1.20089940e-02
4.68737220e+00 4.58711624e-02 1.20450369e-02
4.72960078e+00 4.58709965e-02 1.20807080e-02
4.77182936e+00 4.58708360e-02 1.21158348e-02
4.81405794e+00 4.58706807e-02 1.21504190e-02
4.85628651e+00 4.58705305e-02 1.21846225e-02
4.89851509e+00 4.58703852e-02 1.22185747e-02
4.94074367e+00 4.58702445e-02 1.22523647e-02
4.98297225e+00 4.58701083e-02 1.22860421e-02
5.02520083e+00 4.58699764e-02 1.23196166e-02
5.06742941e+00 4.58698485e-02 1.23530583e-02
5.10965798e+00 4.58697247e-02 1.23862977e-02
5.15188656e+00 4.58696046e-02 1.24192259e-02
5.19411514e+00 4.58694882e-02 1.24516955e-02
5.23634372e+00 4.58693753e-02 1.24836354e-02
5.27857230e+00 4.58692658e-02 1.25151718e-02
5.32080088e+00 4.58691595e-02 1.25464294e-02
5.36302945e+00 4.58690563e-02 1.25775044e-02
5.40525803e+00 4.58689562e-02 1.26084644e-02
5.44748661e+00 4.58688590e-02 1.26393488e-02
5.48971519e+00 4.58687646e-02 1.26701683e-02
5.53194377e+00 4.58686729e-02 1.27009057e-02
5.57417235e+00 4.58685838e-02 1.27315153e-02
5.61640092e+00 4.58684972e-02 1.27619233e-02
5.65862950e+00 4.58684130e-02 1.27920277e-02
5.70085808e+00 4.58683311e-02 1.28216996e-02
5.74308666e+00 4.58682515e-02 1.28508871e-02
5.78531524e+00 4.58681741e-02 1.28796988e-02
5.82754382e+00 4.58680988e-02 1.29082417e-02
5.86977239e+00 4.58680255e-02 1.29366028e-02
