#	Time	Error_of_Energy
1.24563360e-02 -3.56656846e-09
2.49126720e-02 -1.42442617e-08
3.73690081e-02 -3.19671835e-08
4.98253441e-02 -5.66259706e-08
6.22816801e-02 -8.80684855e-08
7.47380161e-02 -1.26100779e-07
8.71943522e-02 -1.70488318e-07
9.96506882e-02 -2.20957464e-07
1.12107024e-01 -2.77197203e-07
1.24563360e-01 -3.38861102e-07
1.37019696e-01 -4.05569492e-07
1.49476032e-01 -4.76911847e-07
1.61932368e-01 -5.52449361e-07
1.74388704e-01 -6.31717688e-07
1.86845040e-01 -7.14229845e-07
1.99301376e-01 -7.99479239e-07
2.11757712e-01 -8.86942812e-07
2.24214048e-01 -9.76084285e-07
2.36670384e-01 -1.06635747e-06
2.49126720e-01 -1.15720962e-06
2.61583056e-01 -1.24808487e-06
2.74039392e-01 -1.33842756e-06
2.86495729e-01 -1.42768574e-06
2.98952065e-01 -1.51531441e-06
3.11408401e-01 -1.60077893e-06
3.23864737e-01 -1.68355821e-06
3.36321073e-01 -1.76314787e-06
3.48777409e-01 -1.83906326e-06
3.61233745e-01 -1.91084241e-06
3.73690081e-01 -1.97804876e-06
3.86146417e-01 -2.04027380e-06
3.98602753e-01 -2.09713946e-06
4.11059089e-01 -2.14830043e-06
4.23515425e-01 -2.19344617e-06
4.35971761e-01 -2.23230274e-06
4.48428097e-01 -2.26463445e-06
4.60884433e-01 -2.29024525e-06
4.73340769e-01 -2.30897986e-06
4.85797105e-01 -2.32072473e-06
4.98253441e-01 -2.32540867e-06
5.10709777e-01 -2.32300330e-06
5.23166113e-01 -2.31352319e-06
5.35622449e-01 -2.29702580e-06
5.48078785e-01 -2.27361113e-06
5.60535121e-01 -2.24342111e-06
5.72991457e-01 -2.20663881e-06
5.85447793e-01 -2.16348731e-06
5.97904129e-01 -2.11422842e-06
6.10360465e-01 -2.05916109e-06
6.22816801e-01 -1.99861968e-06
6.35273137e-01 -1.93297196e-06
6.47729473e-01 -1.86261689e-06
6.60185809e-01 -1.78798230e-06
6.72642145e-01 -1.70952228e-06
6.85098481e-01 -1.62771451e-06
6.97554817e-01 -1.54305734e-06
7.10011153e-01 -1.45606683e-06
7.22467489e-01 -1.36727362e-06
7.34923825e-01 -1.27721972e-06
7.47380161e-01 -1.18645521e-06
7.59836497e-01 -1.09553494e-06
7.72292833e-01 -1.00501508e-06
7.84749169e-01 -9.15449737e-07
7.97205505e-01 -8.27387587e-07
8.09661841e-01 -7.41368458e-07
8.22118177e-01 -6.57920015e-07
8.34574514e-01 -5.77554495e-07
8.47030850e-01 -5.00765522e-07
8.59487186e-01 -4.28025045e-07
8.71943522e-01 -3.59780389e-07
8.84399858e-01 -2.96451463e-07
8.96856194e-01 -2.38428128e-07
9.09312530e-01 -1.86067751e-07
9.21768866e-01 -1.39692961e-07
9.34225202e-01 -9.95896139e-08
9.46681538e-01 -6.60049906e-08
9.59137874e-01 -3.91462367e-08
9.71594210e-01 -1.91790528e-08
9.84050546e-01 -6.22664456e-09
9.96506882e-01 -3.68944298e-10
1.00896322e+00 -1.64210392e-09
1.02141955e+00 -1.00382656e-08
1.03387589e+00 -2.55056122e-08
1.04633223e+00 -4.79486953e-08
1.05878856e+00 -7.72290385e-08
1.07124490e+00 -1.13166017e-07
1.08370123e+00 -1.55537998e-07
1.09615757e+00 -2.04083740e-07
1.10861391e+00 -2.58504045e-07
1.12107024e+00 -3.18463643e-07
