#	Time	Error_of_Energy
6.22816801e-03 -2.24708430e-10
1.24563360e-02 -8.98485609e-10
1.86845040e-02 -2.02028941e-09
2.49126720e-02 -3.58838127e-09
3.11408401e-02 -5.60033462e-09
3.73690081e-02 -8.05303480e-09
4.35971761e-02 -1.09426844e-08
4.98253441e-02 -1.42648112e-08
5.60535121e-02 -1.80142744e-08
6.22816801e-02 -2.21852712e-08
6.85098481e-02 -2.67713487e-08
7.47380161e-02 -3.17654132e-08
8.09661841e-02 -3.71597403e-08
8.71943522e-02 -4.29459884e-08
9.34225202e-02 -4.91152130e-08
9.96506882e-02 -5.56578783e-08
1.05878856e-01 -6.25638748e-08
1.12107024e-01 -6.98225343e-08
1.18335192e-01 -7.74226458e-08
1.24563360e-01 -8.53524759e-08
1.30791528e-01 -9.35997852e-08
1.37019696e-01 -1.02151848e-07
1.43247864e-01 -1.10995472e-07
1.49476032e-01 -1.20117021e-07
1.55704200e-01 -1.29502436e-07
1.61932368e-01 -1.39137255e-07
1.68160536e-01 -1.49006636e-07
1.74388704e-01 -1.59095385e-07
1.80616872e-01 -1.69387974e-07
1.86845040e-01 -1.79868567e-07
1.93073208e-01 -1.90521047e-07
1.99301376e-01 -2.01329037e-07
2.05529544e-01 -2.12275933e-07
2.11757712e-01 -2.23344918e-07
2.17985880e-01 -2.34518999e-07
2.24214048e-01 -2.45781028e-07
2.30442216e-01 -2.57113731e-07
2.36670384e-01 -2.68499732e-07
2.42898552e-01 -2.79921579e-07
2.49126720e-01 -2.91361777e-07
2.55354888e-01 -3.02802809e-07
2.61583056e-01 -3.14227163e-07
2.67811224e-01 -3.25617362e-07
2.74039392e-01 -3.36955990e-07
2.80267561e-01 -3.48225715e-07
2.86495729e-01 -3.59409320e-07
2.92723897e-01 -3.70489727e-07
2.98952065e-01 -3.81450021e-07
3.05180233e-01 -3.92273480e-07
3.11408401e-01 -4.02943597e-07
3.17636569e-01 -4.13444106e-07
3.23864737e-01 -4.23759006e-07
3.30092905e-01 -4.33872584e-07
3.36321073e-01 -4.43769441e-07
3.42549241e-01 -4.53434515e-07
3.48777409e-01 -4.62853102e-07
3.55005577e-01 -4.72010876e-07
3.61233745e-01 -4.80893915e-07
3.67461913e-01 -4.89488720e-07
3.73690081e-01 -4.97782234e-07
3.79918249e-01 -5.05761860e-07
3.86146417e-01 -5.13415484e-07
3.92374585e-01 -5.20731490e-07
3.98602753e-01 -5.27698777e-07
4.04830921e-01 -5.34306776e-07
4.11059089e-01 -5.40545467e-07
4.17287257e-01 -5.46405391e-07
4.23515425e-01 -5.51877666e-07
4.29743593e-01 -5.56954000e-07
4.35971761e-01 -5.61626701e-07
4.42199929e-01 -5.65888692e-07
4.48428097e-01 -5.69733518e-07
4.54656265e-01 -5.73155357e-07
4.60884433e-01 -5.76149028e-07
4.67112601e-01 -5.78709999e-07
