#	Time	Error_of_Energy
3.11408401e-03 1.55877874e-12
6.22816801e-03 3.11778947e-12
9.34225202e-03 4.67656821e-12
1.24563360e-02 6.23534695e-12
1.55704200e-02 7.79424168e-12
1.86845040e-02 9.35267243e-12
2.17985880e-02 1.09115672e-11
2.49126720e-02 1.24705779e-11
2.80267561e-02 1.40292406e-11
3.11408401e-02 1.55883674e-11
3.42549241e-02 1.71469141e-11
3.73690081e-02 1.87059248e-11
4.04830921e-02 2.02644716e-11
4.35971761e-02 2.18231343e-11
4.67112601e-02 2.33819131e-11
4.98253441e-02 2.49406918e-11
5.29394281e-02 2.64993545e-11
5.60535121e-02 2.80581333e-11
5.91675961e-02 2.96167960e-11
6.22816801e-02 3.11758068e-11
6.53957641e-02 3.27349335e-11
6.85098481e-02 3.42934802e-11
7.16239321e-02 3.58521430e-11
7.47380161e-02 3.74109217e-11
7.78521001e-02 3.89698164e-11
8.09661841e-02 4.05285952e-11
8.40802682e-02 4.20876059e-11
8.71943522e-02 4.36462687e-11
9.03084362e-02 4.52053954e-11
9.34225202e-02 4.67639421e-11
9.65366042e-02 4.83231849e-11
9.96506882e-02 4.98817316e-11
1.02764772e-01 5.14405103e-11
1.05878856e-01 5.29992891e-11
1.08992940e-01 5.45580678e-11
1.12107024e-01 5.61167306e-11
1.15221108e-01 5.76753933e-11
1.18335192e-01 5.92341720e-11
1.21449276e-01 6.07931828e-11
1.24563360e-01 6.23519615e-11
1.27677444e-01 6.39107402e-11
1.30791528e-01 6.54692870e-11
1.33905612e-01 6.70285297e-11
1.37019696e-01 6.85871925e-11
1.40133780e-01 7.01460872e-11
1.43247864e-01 7.17049819e-11
1.46361948e-01 7.32635287e-11
1.49476032e-01 7.48226554e-11
1.52590116e-01 7.63813181e-11
1.55704200e-01 7.79400969e-11
1.58818284e-01 7.94991076e-11
1.61932368e-01 8.10578863e-11
1.65046452e-01 8.26165491e-11
1.68160536e-01 8.41755598e-11
1.71274620e-01 8.57339906e-11
1.74388704e-01 8.72930013e-11
1.77502788e-01 8.88518960e-11
1.80616872e-01 9.04104428e-11
1.83730956e-01 9.19694535e-11
1.86845040e-01 9.35282323e-11
1.89959124e-01 9.50868950e-11
1.93073208e-01 9.66455577e-11
1.96187292e-01 9.82050325e-11
1.99301376e-01 9.97635792e-11
2.02415460e-01 1.01322358e-10
2.05529544e-01 1.02881137e-10
2.08643628e-01 1.04440147e-10
2.11757712e-01 1.05998926e-10
2.14871796e-01 1.07557821e-10
2.17985880e-01 1.09116484e-10
2.21099964e-01 1.10675378e-10
2.24214048e-01 1.12234273e-10
2.27328132e-01 1.13792820e-10
2.30442216e-01 1.15351947e-10
2.33556300e-01 1.16910725e-10
2.36670384e-01 1.18469504e-10
2.39784468e-01 1.20028283e-10
2.42898552e-01 1.21587178e-10
2.46012636e-01 1.23145956e-10
2.49126720e-01 1.24705083e-10
2.52240804e-01 1.26263746e-10
2.55354888e-01 1.27822292e-10
2.58468972e-01 1.29381419e-10
2.61583056e-01 1.30940314e-10
2.64697140e-01 1.32498629e-10
2.67811224e-01 1.34057987e-10
2.70925308e-01 1.35616766e-10
2.74039392e-01 1.37175429e-10
2.77153477e-01 1.38734324e-10
2.80267561e-01 1.40292754e-10
2.83381645e-01 1.41851533e-10
2.86495729e-01 1.43410312e-10
2.89609813e-01 1.44969555e-10
2.92723897e-01 1.46528101e-10
2.95837981e-01 1.48087228e-10
2.98952065e-01 1.49645891e-10
3.02066149e-01 1.51204670e-10
3.05180233e-01 1.52763680e-10
3.08294317e-01 1.54322459e-10
3.11408401e-01 1.55881238e-10
3.14522485e-01 1.57440016e-10
3.17636569e-01 1.58999027e-10
3.20750653e-01 1.60557574e-10
3.23864737e-01 1.62116585e-10
3.26978821e-01 1.63675595e-10
3.30092905e-01 1.65234142e-10
3.33206989e-01 1.66793153e-10
3.36321073e-01 1.68351932e-10
3.39435157e-01 1.69910942e-10
3.42549241e-01 1.71469489e-10
3.45663325e-01 1.73027804e-10
3.48777409e-01 1.74586815e-10
3.51891493e-01 1.76145825e-10
3.55005577e-01 1.77704372e-10
3.58119661e-01 1.79263151e-10
3.61233745e-01 1.80822162e-10
3.64347829e-01 1.82380476e-10
3.67461913e-01 1.83939719e-10
3.70575997e-01 1.85498498e-10
3.73690081e-01 1.87057276e-10
3.76804165e-01 1.88616287e-10
3.79918249e-01 1.90175182e-10
3.83032333e-01 1.91734077e-10
3.86146417e-01 1.93292623e-10
3.89260501e-01 1.94851750e-10
3.92374585e-01 1.96410529e-10
3.95488669e-01 1.97969192e-10
3.98602753e-01 1.99528318e-10
4.01716837e-01 2.01086749e-10
4.04830921e-01 2.02645296e-10
4.07945005e-01 2.04204075e-10
4.11059089e-01 2.05763085e-10
4.14173173e-01 2.07322328e-10
4.17287257e-01 2.08880875e-10
4.20401341e-01 2.10439422e-10
4.23515425e-01 2.11998664e-10
4.26629509e-01 2.13557443e-10
4.29743593e-01 2.15115990e-10
4.32857677e-01 2.16675232e-10
4.35971761e-01 2.18234011e-10
4.39085845e-01 2.19792558e-10
4.42199929e-01 2.21351105e-10
4.45314013e-01 2.22909999e-10
4.48428097e-01 2.24469126e-10
4.51542181e-01 2.26027905e-10
4.54656265e-01 2.27586684e-10
4.57770349e-01 2.29145462e-10
4.60884433e-01 2.30704009e-10
4.63998517e-01 2.32263020e-10
4.67112601e-01 2.33822031e-10
4.70226685e-01 2.35380577e-10
4.73340769e-01 2.36939356e-10
4.76454853e-01 2.38498135e-10
4.79568937e-01 2.40057030e-10
4.82683021e-01 2.41615576e-10
4.85797105e-01 2.43174587e-10
4.88911189e-01 2.44733250e-10
4.92025273e-01 2.46292029e-10
4.95139357e-01 2.47850575e-10
4.98253441e-01 2.49409702e-10
5.01367525e-01 2.50968017e-10
5.04481609e-01 2.52527143e-10
5.07595693e-01 2.54085922e-10
5.10709777e-01 2.55644933e-10
5.13823861e-01 2.57203480e-10
5.16937945e-01 2.58762258e-10
5.20052029e-01 2.60321269e-10
5.23166113e-01 2.61879584e-10
5.26280197e-01 2.63438711e-10
5.29394281e-01 2.64997605e-10
5.32508365e-01 2.66556384e-10
5.35622449e-01 2.68115163e-10
5.38736533e-01 2.69674058e-10
5.41850617e-01 2.71232836e-10
5.44964701e-01 2.72791847e-10
5.48078785e-01 2.74350742e-10
5.51192869e-01 2.75909753e-10
5.54306953e-01 2.77468415e-10
5.57421037e-01 2.79027310e-10
5.60535121e-01 2.80586089e-10
5.63649205e-01 2.82144751e-10
5.66763289e-01 2.83703298e-10
5.69877373e-01 2.85262193e-10
5.72991457e-01 2.86820740e-10
5.76105541e-01 2.88379750e-10
5.79219625e-01 2.89938761e-10
5.82333709e-01 2.91497656e-10
5.85447793e-01 2.93056319e-10
5.88561877e-01 2.94615213e-10
5.91675961e-01 2.96173876e-10
5.94790045e-01 2.97732771e-10
5.97904129e-01 2.99291666e-10
6.01018213e-01 3.00850328e-10
6.04132297e-01 3.02408759e-10
6.07246381e-01 3.03967770e-10
6.10360465e-01 3.05526549e-10
6.13474549e-01 3.07085559e-10
6.16588633e-01 3.08644338e-10
6.19702717e-01 3.10203349e-10
6.22816801e-01 3.11762359e-10
6.25930885e-01 3.13320906e-10
6.29044969e-01 3.14879685e-10
6.32159053e-01 3.16438928e-10
6.35273137e-01 3.17997706e-10
6.38387221e-01 3.19556369e-10
6.41501305e-01 3.21115032e-10
6.44615389e-01 3.22673579e-10
6.47729473e-01 3.24232705e-10
6.50843557e-01 3.25791368e-10
6.53957641e-01 3.27349915e-10
6.57071725e-01 3.28908694e-10
6.60185809e-01 3.30467356e-10
6.63299893e-01 3.32026251e-10
6.66413977e-01 3.33585262e-10
6.69528061e-01 3.35144041e-10
6.72642145e-01 3.36702703e-10
6.75756229e-01 3.38261598e-10
6.78870313e-01 3.39820377e-10
6.81984397e-01 3.41378923e-10
6.85098481e-01 3.42938050e-10
6.88212565e-01 3.44496945e-10
6.91326649e-01 3.46055492e-10
6.94440733e-01 3.47614270e-10
6.97554817e-01 3.49173281e-10
7.00668901e-01 3.50731596e-10
7.03782985e-01 3.52290839e-10
7.06897069e-01 3.53849617e-10
7.10011153e-01 3.55408628e-10
7.13125237e-01 3.56967523e-10
7.16239321e-01 3.58525954e-10
7.19353405e-01 3.60085196e-10
7.22467489e-01 3.61643975e-10
7.25581573e-01 3.63202870e-10
7.28695657e-01 3.64761881e-10
7.31809741e-01 3.66320311e-10
7.34923825e-01 3.67879206e-10
7.38037909e-01 3.69438101e-10
7.41151993e-01 3.70996648e-10
7.44266077e-01 3.72555658e-10
7.47380161e-01 3.74114321e-10
7.50494245e-01 3.75673216e-10
7.53608329e-01 3.77231994e-10
7.56722413e-01 3.78791005e-10
7.59836497e-01 3.80349784e-10
7.62950581e-01 3.81908795e-10
7.66064665e-01 3.83467457e-10
7.69178749e-01 3.85026120e-10
7.72292833e-01 3.86585363e-10
7.75406917e-01 3.88144026e-10
7.78521001e-01 3.89702688e-10
7.81635085e-01 3.91261235e-10
7.84749169e-01 3.92820246e-10
7.87863253e-01 3.94379025e-10
7.90977337e-01 3.95937803e-10
7.94091421e-01 3.97496814e-10
7.97205505e-01 3.99055593e-10
8.00319589e-01 4.00614488e-10
8.03433673e-01 4.02173382e-10
8.06547757e-01 4.03732161e-10
8.09661841e-01 4.05291172e-10
8.12775925e-01 4.06849950e-10
8.15890009e-01 4.08408265e-10
8.19004093e-01 4.09967392e-10
8.22118177e-01 4.11526171e-10
8.25232261e-01 4.13084833e-10
8.28346346e-01 4.14643380e-10
8.31460430e-01 4.16202507e-10
8.34574514e-01 4.17761170e-10
8.37688598e-01 4.19319948e-10
8.40802682e-01 4.20878959e-10
8.43916766e-01 4.22437738e-10
8.47030850e-01 4.23996285e-10
8.50144934e-01 4.25555295e-10
8.53259018e-01 4.27113842e-10
8.56373102e-01 4.28672737e-10
8.59487186e-01 4.30231748e-10
8.62601270e-01 4.31790178e-10
8.65715354e-01 4.33349305e-10
8.68829438e-01 4.34908316e-10
8.71943522e-01 4.36466862e-10
8.75057606e-01 4.38025641e-10
8.78171690e-01 4.39584420e-10
8.81285774e-01 4.41143315e-10
8.84399858e-01 4.42701977e-10
8.87513942e-01 4.44261104e-10
8.90628026e-01 4.45819883e-10
8.93742110e-01 4.47378662e-10
8.96856194e-01 4.48937324e-10
8.99970278e-01 4.50495987e-10
9.03084362e-01 4.52055230e-10
9.06198446e-01 4.53614009e-10
9.09312530e-01 4.55172787e-10
9.12426614e-01 4.56731798e-10
9.15540698e-01 4.58290113e-10
9.18654782e-01 4.59849240e-10
9.21768866e-01 4.61407902e-10
9.24882950e-01 4.62966913e-10
9.27997034e-01 4.64525460e-10
9.31111118e-01 4.66084470e-10
9.34225202e-01 4.67643365e-10
9.37339286e-01 4.69202260e-10
9.40453370e-01 4.70760807e-10
9.43567454e-01 4.72319817e-10
9.46681538e-01 4.73878828e-10
