#	Time	Error_of_Energy
2.11142892e-02 -1.22648685e-04
4.22285784e-02 -4.55069880e-04
6.33428676e-02 -9.08174040e-04
8.44571568e-02 -1.37886679e-03
1.05571446e-01 -1.78591078e-03
1.26685735e-01 -2.08581698e-03
1.47800024e-01 -2.26966912e-03
1.68914314e-01 -2.35081041e-03
1.90028603e-01 -2.35231155e-03
2.11142892e-01 -2.29831558e-03
2.32257181e-01 -2.20959556e-03
2.53371470e-01 -2.10209608e-03
2.74485759e-01 -1.98710060e-03
2.95600049e-01 -1.87206301e-03
3.16714338e-01 -1.76156835e-03
3.37828627e-01 -1.65818325e-03
3.58942916e-01 -1.56312284e-03
3.80057205e-01 -1.47673765e-03
4.01171495e-01 -1.39885255e-03
4.22285784e-01 -1.32899413e-03
4.43400073e-01 -1.26653852e-03
4.64514362e-01 -1.21080431e-03
4.85628651e-01 -1.16110887e-03
5.06742941e-01 -1.11680054e-03
5.27857230e-01 -1.07727549e-03
5.48971519e-01 -1.04198499e-03
5.70085808e-01 -1.01043681e-03
5.91200097e-01 -9.82193328e-04
6.12314387e-01 -9.56867804e-04
6.33428676e-01 -9.34119818e-04
6.54542965e-01 -9.13650497e-04
6.75657254e-01 -8.95197830e-04
6.96771543e-01 -8.78532271e-04
7.17885832e-01 -8.63452736e-04
7.39000122e-01 -8.49783001e-04
7.60114411e-01 -8.37368516e-04
7.81228700e-01 -8.26073598e-04
8.02342989e-01 -8.15778990e-04
8.23457278e-01 -8.06379723e-04
8.44571568e-01 -7.97783268e-04
8.65685857e-01 -7.89907939e-04
8.86800146e-01 -7.82681499e-04
9.07914435e-01 -7.76039965e-04
9.29028724e-01 -7.69926567e-04
9.50143014e-01 -7.64290851e-04
9.71257303e-01 -7.59087898e-04
9.92371592e-01 -7.54277653e-04
1.01348588e+00 -7.49824331e-04
1.03460017e+00 -7.45695916e-04
1.05571446e+00 -7.41863713e-04
1.07682875e+00 -7.38301962e-04
1.09794304e+00 -7.34987501e-04
1.11905733e+00 -7.31899474e-04
1.14017162e+00 -7.29019068e-04
1.16128591e+00 -7.26329290e-04
1.18240019e+00 -7.23814768e-04
1.20351448e+00 -7.21461574e-04
1.22462877e+00 -7.19257075e-04
1.24574306e+00 -7.17189792e-04
1.26685735e+00 -7.15249284e-04
1.28797164e+00 -7.13426037e-04
1.30908593e+00 -7.11711376e-04
1.33020022e+00 -7.10097378e-04
1.35131451e+00 -7.08576797e-04
1.37242880e+00 -7.07142999e-04
1.39354309e+00 -7.05789904e-04
1.41465738e+00 -7.04511933e-04
1.43577166e+00 -7.03303961e-04
1.45688595e+00 -7.02161271e-04
1.47800024e+00 -7.01079524e-04
1.49911453e+00 -7.00054719e-04
1.52022882e+00 -6.99083165e-04
1.54134311e+00 -6.98161452e-04
1.56245740e+00 -6.97286429e-04
1.58357169e+00 -6.96455179e-04
1.60468598e+00 -6.95665000e-04
